ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF740K01OS4,DSPIOPDGR,GR,OMF,9,44.32
INF209K01975,BSL341QD,DP,OMF,9,14.82
INF209K01942,BSL341G,GR,OMF,9,44.31
INF209K01BU3,B341WD,DP,OMF,9,10.67
INF209KA1KQ6,B341DZ,DP,OMF,9,10.79
INF209K01R96,B341WZ,DP,OMF,9,11.26
INF209K01XK8,B341GZ,GR,OMF,9,47.7
INF204K01927,RELBANKGGP,GR,OMF,9,559.19
INF204K01919,RELBANKGBP,GR,OMF,9,559.19
INF204K01893,RELBANKGDP,DP,OMF,9,69.55
INF204K01XO1,RELBANDPGP,GR,OMF,9,606.44
INF204K01XM5,RELBANDPDP,DP,OMF,9,101.9
INF767K01816,LICNMIMDD,DP,OMF,9,13.14
INF846K01CE4,AXISBDWDR,DR,OMF,9,1038.2
INF767K01857,LICNMIYDD,DP,OMF,9,12.45
INF767K01808,LICNMIGPG,GR,OMF,9,78.22
INF767K01EO7,MIG1G,GR,OMF,9,85.95
INF209K01MJ3,B511G,GR,GMF,10,427.15
INF209K01SZ6,151ID,DR,GMF,10,100.04
INF209K01SY9,B151RD,DR,GMF,10,100.14
INF209K01RV7,B151IG,GR,GMF,10,346.57
INF209K01UT5,B151DZ,DR,GMF,10,100.04
INF209K01UU3,151GZ,GR,GMF,10,350.68
INF767K01AO5,LICNSTGPG,GR,OMF,9,37.16
INF767K01AK3,STDDD,DP,OMF,9,10.68
INF767K01FM8,STG1G,GR,OMF,9,40.05
INF767K01FL0,STD1D,DP,OMF,9,10.05
INF179K01608,HDFC02,GR,OMF,9,1841.56
INF179K01582,HDFC01,DP,OMF,9,80.37
INF179K01VL5,H01TDP,DP,OMF,9,94.67
INF179K01UT0,H02TGR,GR,OMF,9,2001.46
INF179K01426,HDFC62,GR,OMF,9,723.01
INF179K01400,HDFC61,DP,OMF,9,36.7
INF179K01VA8,H61TDP,DP,OMF,9,44.48
INF179K01VC4,H62TGR,GR,OMF,9,801.43
INF179K01YQ8,H31TDP,DP,OMF,9,104
INF179K01YS4,H32TGR,GR,OMF,9,1439.19
INF179K01BB8,HDFC32,GR,OMF,9,1340.26
INF179K01AZ9,HDFC31,DP,OMF,9,79.15
INF179K01848,HDFC12,GR,OMF,9,84.4
INF179K01871,HDFC11,DP,OMF,9,12.51
INF179K01921,HDFC28,DP,OMF,9,13.47
INF179K01WB4,H12TGR,GR,OMF,9,92.53
INF179K01913,HDFC30,GR,OMF,9,52.52
INF179K01897,HDFC29,DP,OMF,9,10.12
INF179KA1D90,HIFSTDPNDP,DP,OMF,9,18.94
INF179KA1NP8,HDFC29T,DP,OMF,9,10.12
INF179K01WI9,H30TGR,GR,OMF,9,56.68
INF179KB1HR5,HLQD53,GR,GMF,10,5355.04
INF179KB1HU9,H53TGR,GR,GMF,10,5452.88
INF179KB1HS3,HLQD57,GR,GMF,5,3610.06
INF179KB1HT1,H57TGR,GR,GMF,5,3642.48
INF179K01BE2,HDFC44,GR,OMF,9,1143.91
INF179K01BC6,HDFC41,DP,OMF,9,63.94
INF179K01YT2,H41TDP,DP,OMF,9,73.8
INF179K01YV8,H44TGR,GR,OMF,9,1230.31
INF192K01700,JMFFLG,GR,OMF,9,38.74
INF192K01DD3,JMFFD4,GR,OMF,9,41.17
INF789F01AZ5,UTILIQUDRI,DR,GMF,10,1135.13
INF789F01BB4,UTILIQUMDR,DP,GMF,10,3665.55
INF789F01PG3,CPIDR,DR,GMF,10,1077.71
INF789F01PI9,CPIMD,DP,GMF,10,1047.97
INF789F01PH1,CPIGG,GR,GMF,10,4035.33
INF846K01Z95,AXISQFD1D,DP,OMF,9,17.86
INF789F01XQ6,CPD2G,GR,GMF,10,4068.93
INF789F01XP8,CPD1R,DR,GMF,10,1063
INF174K018O0,K476,DP,GMF,10,1051.87
INF174K01NA6,KFLRG,GR,GMF,10,4206.62
INF174K01MW2,KFLRG252D,GR,GMF,10,4241.16
INF174K019O8,K476D,DP,GMF,10,1168.51
INF955L01674,BPGRG,GR,OMF,9,283.64
INF955L01658,BPGRD,DP,OMF,9,59.34
INF955L01AE5,BPMFGRD1,GR,OMF,9,62.4
INF955L01AG0,BPMFGRD2,GR,OMF,9,315.33
INF760K01019,CRFDVG,GR,OMF,9,329.97
INF760K01027,CRFDVD,DP,OMF,9,63.81
INF760K01EF0,CRDVDG,GR,OMF,9,366.22
INF760K01ED5,CRDVDD,DP,OMF,9,95.99
INF090I01262,FTDPEFGP,GR,OMF,9,157.51
INF090I01247,FTDPEFDP,DP,OMF,9,44.4
INF090I01HT0,FTDPEFDDP,DP,OMF,9,52.1
INF090I01HV6,FTDPEFDGP,GR,OMF,9,176.56
INF109K01795,IPAAP,GR,OMF,9,157.58
INF109K01W58,IPRU8149,GR,OMF,9,164.47
INF109K01DW7,IPAAPDP,DP,OMF,9,122.77
INF109K01852,IPRUAVAP,GR,OMF,9,208.35
INF109K01X40,IPRU8162,GR,OMF,9,220.06
INF109K01FR2,IPVAPDP,DP,OMF,9,161.51
INF109K01837,IPAMP,GR,OMF,9,111.44
INF109K01X16,IPRU8157,GR,OMF,9,121.96
INF109K01FJ9,IPAMPDP,DP,OMF,9,85.64
INF109K01811,IPACP,GR,OMF,9,58.83
INF109K01W82,IPRU8153,GR,OMF,9,62.91
INF109K01EB9,IPACPDP,DP,OMF,9,45.14
INF109K01878,IPAVCP,GR,OMF,9,41.81
INF109K01X73,IPRU8166,GR,OMF,9,43.43
INF109K01FS0,IPVCPDP,DP,OMF,9,36.47
INF179K01AE4,HDFCMILTG,GR,OMF,9,78.5
INF179K01AA2,HDFCMILTM,DP,OMF,9,14.83
INF179K01AC8,HDFCMILTQ,DP,OMF,9,15.58
INF179K01XE6,HMLTGTGR,GR,OMF,9,83.09
INF179K01XF3,HMLTMTDP,DP,OMF,9,16.3
INF179K01XH9,HMLTQTDP,DP,OMF,9,17.12
INF204K01FD1,RELMTLIPGP,GR,OMF,9,53.87
INF204K01FE9,RELMTLIPMP,DP,OMF,9,11
INF204K01FG4,RELMTLIPQP,DP,OMF,9,12.2
INF204K01YV4,RELMIPDPGP,GR,OMF,9,59.04
INF204K01YW2,RELMIPDPMD,DP,OMF,9,11.68
INF336L01AE8,OEOIDP,DP,OMF,9,48.47
INF336L01AF5,OEOIG,GR,OMF,9,215.1
INF336L01DF9,OHEODP,DP,OMF,9,51.93
INF336L01DH5,OHEOIG,GR,OMF,9,238.25
INF336L01107,OMISMP,DP,OMF,9,13.7
INF336L01123,OMISQP,DP,OMF,9,18.08
INF336L01099,OMIPSG,GR,OMF,9,58.37
INF336L01DW4,OHMPSG,GR,OMF,9,64.81
INF109K01902,IPIMPG,GR,OMF,9,70.95
INF109K01ER5,IPRUIMPDP,DP,OMF,9,13.79
INF109K01IX4,IP1733,DP,OMF,9,11.83
INF109K01IW6,IP1732,DP,OMF,9,13.51
INF109K01S47,IPRU8186P,DP,OMF,9,17.35
INF109K01S88,IPRU8187P,DP,OMF,9,14.54
INF109K01S62,IPRU8185P,DP,OMF,9,16.21
INF109K01S39,IPRU8188,GR,OMF,9,77.54
INF789F01794,UTIMIDCAP,DP,OMF,9,146.77
INF789F01810,UTIMIDCAP,GR,OMF,9,310.16
INF789F01UA6,UTIMCG1G,GR,OMF,9,342.83
INF789F01752,UTIINFRA,GR,OMF,9,146.82
INF789F01737,UTIINFRA,DP,OMF,9,76.73
INF789F01273,UTITRNSPRT,DP,OMF,9,125.82
INF789F01299,UTITRNSPRT,GR,OMF,9,272.87
INF789F01372,UTIBANKING,GR,OMF,9,168
INF789F01356,UTITRESADV,DP,OMF,9,65.38
INF204K01AE0,RELPOWERGP,GR,OMF,9,367.34
INF204K01AB6,RELPOWERDP,DP,OMF,9,75.68
INF204K01I76,RELDIVDPDP,DP,OMF,9,85.19
INF204K01I92,RELDIVDPGP,GR,OMF,9,394.52
INF209K01769,BSL313MD,DP,OMF,9,16.39
INF209K01751,BSL313G,DP,OMF,9,62.23
INF209K01R47,B313DZ,DP,OMF,9,26.55
INF209K01XH4,B313GZ,GR,OMF,9,68.97
INF204K01968,RELPHARMGP,GR,OMF,9,498.72
INF204K01950,RELPHARMBP,GR,OMF,9,498.72
INF204K01935,RELPHARMDP,DP,OMF,9,126.98
INF204K01I35,RELPHADPDP,DP,OMF,9,176.57
INF204K01I50,RELPHADPGP,GR,OMF,9,550.92
INF740K01151,DSPBRITF,GR,OMF,9,335.76
INF740K01136,DSPBRITF,DP,OMF,9,34.35
INF740K01PU7,DSPTGRDGR,GR,OMF,9,361.58
INF740K01PV5,DSPTGRDDP,DP,OMF,9,62.82
INF740K01441,DSPSFAGGG,GR,OMF,9,54.88
INF740K01458,DSPSFAGGMP,DP,OMF,9,11.58
INF740K01474,DSPSFAGGQP,DP,OMF,9,11.94
INF740K01NO5,DSPMIPDGR,GR,OMF,9,61.43
INF179K01442,HDFC54,GR,OMF,9,54.16
INF179K01475,HDFC58,DP,OMF,9,10.07
INF179K01459,HDFC60,DP,OMF,9,10.18
INF179K01VF7,H54TGR,GR,OMF,9,58.44
INF179K01VG5,H60TDP,DP,OMF,9,10.18
INF179K01434,HDFC59,DR,OMF,9,10.14
INF789F01646,UTIGILTLTP,DP,GMF,10,36.13
INF789F01661,UTIGILTLTP,GR,GMF,10,59.09
INF789F01562,UTIFLOTNGW,DR,OMF,9,1277.61
INF789F01570,UTIFLOTNG,GR,OMF,9,3988.99
INF789F01554,UTIFLOTNGD,DR,OMF,9,1046.15
INF789F01927,UTIMISADVP,DP,OMF,9,65.67
INF789F01877,UTIMISADV,DP,OMF,9,44.19
INF789F01893,UTIMISADV,GR,OMF,9,65.64
INF789F01901,UTIMISADVM,DP,OMF,9,17.47
INF789F01331,UTITRESADV,GR,OMF,9,5870.4
INF789F01OT9,BFIGG,GR,OMF,9,3316.21
INF789F01349,UTITRESADV,DR,OMF,9,1050.79
INF789F01ON2,BFIDR,DR,OMF,9,1278.14
INF789F01PB4,BFWID,DP,OMF,9,1281.36
INF789F01OU7,BFIMD,DP,OMF,9,1303.73
INF174K01484,KEQFOF,DP,OMF,9,212.04
INF174K01468,KEQFOF,GR,OMF,9,217.84
INF174K01LO1,KGF117DP,DP,OMF,9,228.78
INF174K01LN3,KFOFG107D,GR,OMF,9,232.97
INF174K01FD6,KFLTG,GR,OMF,9,40.33
INF174K01FH7,KFLTMDR,DP,OMF,9,10.73
INF174K01JP2,KFLTG135D,GR,OMF,9,42.08
INF174K01JQ0,KFLTM145D,DP,OMF,9,18.14
INF109K01AF8,IPDISCODFG,GR,OMF,9,451.9
INF109K01EC7,IPRUDFDP,DP,OMF,9,42.31
INF109K011K3,IPRU8175P,DP,OMF,9,119.65
INF109K012K1,IPRU8176,GR,OMF,9,494.19
INF204K01CG1,RELFLRTFGP,GR,OMF,9,42
INF204K01CH9,RELFLRFMDP,DP,OMF,9,11.15
INF204K01OQ5,FRWDRMF,DP,OMF,9,10.3
INF204K01E05,RELFSHDPGP,GR,OMF,9,44.08
INF109K01AH4,IPRULFRAG,GR,OMF,9,41.59
INF109K01UF6,IP1729,DP,OMF,9,10.75
INF109K015A5,IPRU8190,GR,OMF,9,45.42
INF109K018A9,IPRU8192P,DP,OMF,9,11.32
INF204K01AQ4,RELMEDIAGP,GR,OMF,9,205.9
INF204K01AN1,RELMEDIADP,DP,OMF,9,43.44
INF204K01G52,RELMEDDPGP,GR,OMF,9,228.36
INF204K01G37,RELMEDDPDP,DP,OMF,9,64.75
INF179K01AM7,HDFCMULG,GR,OMF,9,63.49
INF179K01AK1,HDFCMULD,DP,OMF,9,13.3
INF179K01XT4,HMULGTGR,GR,OMF,9,70.44
INF179K01XR8,HMULDTDP,DP,OMF,9,15.56
INF179K01574,HDFCCORG,GR,OMF,9,211.7
INF179K01558,HDFCCORD,DP,OMF,9,25.81
INF179K01VI1,HCORDTDP,DP,OMF,9,32.52
INF179K01VK7,HCORGTGR,GR,OMF,9,237.76
INF209K01819,BSL321QD,DP,OMF,9,10.68
INF209K01793,BSL321G,GR,OMF,9,43.14
INF209K01801,BSL321MD,DP,OMF,9,10.6
INF209KA1TX3,B321X,DP,OMF,9,13.14
INF209K01N82,B321GZ,GR,OMF,9,46.04
INF209KA1TV7,B321A,DP,OMF,9,12.2
INF109K01AN2,IPESTARESG,GR,OMF,9,286.08
INF109K01EH6,IPRUESDP,DP,OMF,9,44.03
INF109K019M2,IPRU8181P,DP,OMF,9,65.87
INF109K011N7,IPRU8182,GR,OMF,9,318.23
INF204K01604,RELNRIEQGP,GR,OMF,9,170.49
INF204K01570,RELNRIRPDP,DP,OMF,9,34.23
INF204K01G94,RELNRIDPGP,GR,OMF,9,191.04
INF204K01G78,RELNRIDPDP,DP,OMF,9,46.55
INF204K01FI0,RELDYNBFGP,GR,OMF,9,34.61
INF204K01FJ8,RELDYNBFDP,DP,OMF,9,23.28
INF204K01XB8,RELDYNBQDP,DP,OMF,9,10.43
INF204K01A25,RELDYNDPGP,GR,OMF,9,37.01
INF903J01HW6,SFIPRG,GR,OMF,9,37.37
INF903J01NR4,157DP,GR,OMF,9,38.56
INF903J01454,SBNPPEQU13,DP,OMF,9,37.47
INF903J01470,SBNPPEQU15,GR,OMF,9,254.39
INF903J01NI3,71PD,DP,OMF,9,42.21
INF903J01NK9,72PD,GR,OMF,9,278.85
INF174K01237,KMIDCAP,DP,OMF,9,118.75
INF174K01211,KMIDCAP,GR,OMF,9,272.2
INF174K01KU0,KMID114D,DP,OMF,9,138.85
INF174K01KT2,KMIDG104D,GR,OMF,9,316.11
INF090I01205,FIFCAPGP,GR,OMF,9,185.38
INF090I01189,FIFCAPDP,DP,OMF,9,22.96
INF090I01IL5,FIFCAPDDP,DP,OMF,9,26.02
INF090I01IN1,FIFCAPDGP,GR,OMF,9,202.31
INF760K01803,CRFRDDR,DR,OMF,9,10.26
INF760K01ET1,CRFRDG,GR,OMF,9,40.52
INF846K010A4,AXISQFD1R,DR,OMF,9,17.86
INF760K01795,CRFRGPG,GR,OMF,9,39.53
INF760K01779,CRFRDPD,DP,OMF,9,35.41
INF760K01167,CREQGP,GR,OMF,9,251.14
INF760K01175,CREQDP,DP,OMF,9,90.19
INF760K01EG8,CREQDD,DP,OMF,9,135.91
INF760K01EI4,CREQDP,GR,OMF,9,284.85
INF204K01489,RELEQOPPGP,GR,OMF,9,291.5
INF204K01455,RELEQOPPDP,DP,OMF,9,67.23
INF204K01XF9,RELOPPDPGP,GR,OMF,9,317.5
INF204K01XD4,RELOPPDPDP,DP,OMF,9,95.97
INF179K01AQ8,HDFCPRED,DP,OMF,9,17.15
INF179K01AS4,HDFCPREG,GR,OMF,9,113.98
INF179K01XZ1,HPREGTGR,GR,OMF,9,122.83
INF179K01XX6,HPREDTDP,DP,OMF,9,19.42
INF789F01448,UTIDYF,DP,OMF,9,35.98
INF789F01463,UTIDYF,GR,OMF,9,182.13
INF174K01260,KCONTRA,DP,OMF,9,51.69
INF174K01245,KCONTRA,GR,OMF,9,149.96
INF174K01LA0,K134D,DP,OMF,9,62.19
INF174K01KZ9,KCONG124D,GR,OMF,9,174.77
INF204K01GB3,RELREGSEGP,GR,OMF,9,223.83
INF204K01GC1,RELREGSEDP,DP,OMF,9,48.11
INF204K01K23,RELRSEDPDP,DP,OMF,9,74.17
INF204K01K49,RELRSEDPGP,GR,OMF,9,243.45
INF204K01VA4,RELLQDTYGP,GR,GMF,10,3886.83
INF204K01UY6,RELLQDTDDR,DR,GMF,10,1004.5
INF204K01VB2,RELLQDTMDP,DP,GMF,10,1021.63
INF204K01ZQ1,RELLIQDPMD,DP,GMF,10,1021.85
INF204K01ZN8,LQADRMF,DR,GMF,10,1004.44
INF204K01ZP3,RELLIQDPGP,GR,GMF,10,3932.03
INF209K01439,BSL291D,DP,OMF,9,42.87
INF209K01447,BSL291G,GR,OMF,9,216.07
INF209K01Q63,B291DZ,DP,OMF,9,53.85
INF209K01WC7,B291GZ,GR,OMF,9,244.73
INF789F01AE0,UTIOPRTUNE,DP,OMF,9,48.56
INF789F01AG5,UTIOPRTUNE,GR,OMF,9,166.63
INF789F01VB2,UTIOPD2G,GR,OMF,9,181.24
INF179K01AN5,HDFCMYD05,DP,OMF,9,17.36
INF179K01AP0,HDFCMYG05,GR,OMF,9,66.9
INF179K01XU2,HMYD5TDP,DP,OMF,9,20.95
INF179K01XW8,HMYG5TMF,GR,OMF,9,73.89
INF109K01AV5,IPINFRAIFG,GR,OMF,9,189.59
INF109K01FB6,IPRUIFDP,DP,OMF,9,31.76
INF109K018M4,IPRU8184,GR,OMF,9,204.39
INF109K016M8,IPRU8183P,DP,OMF,9,49.69
INF209K01BS7,BSLA,DP,OMF,9,186.29
INF209K01BT5,BSLAG,GR,OMF,9,1475.79
INF209K01ZC0,BAGZ,GR,OMF,9,1641.34
INF209KA1LH3,BAZ,DP,OMF,9,316.05
INF209K01090,BSL02,DP,OMF,9,206.67
INF209K01108,BSL02G,GR,OMF,9,58.82
INF209K01P23,B02Z,DP,OMF,9,449.76
INF209K01UN8,B02GZ,GR,OMF,9,65.22
INF209K01AQ3,BSL52,DP,OMF,9,168.91
INF209K01AJ8,BSL51,GR,OMF,9,1716.13
INF209K01XX1,B51Z,GR,OMF,9,1904.15
INF209KA1LE0,B52Z,DP,OMF,9,236.85
INF209K01132,BSL15,DP,OMF,11.29,47.49
INF209K01140,BSL16,GR,OMF,9,179.57
INF209K01P49,B15Z,DP,OMF,11.29,63.96
INF209K01VF2,B16Z,GR,OMF,9,200.1
INF209K01BO6,BSL91,DP,OMF,9,43.85
INF209K01BR9,BSL92,GR,OMF,9,514.67
INF209K01YX9,B91Z,DP,OMF,9,104.08
INF209K01YY7,B92Z,GR,OMF,9,565.35
INF209K01LX6,B85NIF,DP,OMF,9,149.32
INF209K01LV0,B85NIG,GR,OMF,9,341.71
INF209K01YO8,B85NMZ,DP,OMF,9,106.41
INF209K01LU2,B85NDD,DP,OMF,9,111.61
INF209K01YN0,B85NGZ,GR,OMF,9,353.61
INF209KA12Z1,B85IFZ,DP,OMF,12.45,105.98
INF209K01YM2,B85NDZ,DP,OMF,9,115.44
INF209K01785,BSL32,GR,OMF,9,105.04
INF209K01983,BSL37,DP,OMF,9,12.42
INF209K01N90,B37Z,DP,OMF,9,12.59
INF209K01S38,B32Z,GR,OMF,9,106.65
INF209KA1KT0,B37AZ,DP,OMF,9,10.51
INF209KA1KS2,B37A,DP,OMF,9,11.82
INF209K01LQ0,B43G,GR,OMF,9,616.88
INF209KA1LQ4,B44NRD,DR,OMF,9,100.69
INF209K01XV5,B44RDZ,DR,OMF,9,100.74
INF209K01XU7,B43NZ,GR,OMF,9,678.72
INF209K01XW3,B48NZ,DP,OMF,9,100.56
INF204K01GK4,RELTAXTSGP,GR,OMF,9,127.05
INF204K01GL2,RELTAXTSDP,DP,OMF,9,38.03
INF204K01L30,RELTAXDPDP,DP,OMF,9,50.15
INF204K01L55,RELTAXDPGP,GR,OMF,9,138.6
INF204KA1E12,TSARRMF,DP,OMF,9,24.79
INF204KA1E04,RELTAXADDP,DP,OMF,9,23.09
INF966L01317,166LFGP,GR,GMF,10,38.96
INF966L01291,166LFMD,DP,GMF,10,15.2
INF966L01820,166LFDG,GR,GMF,10,39.89
INF966L01796,166LFDM,DP,GMF,10,15.67
INF174K01203,KOPPORT,DP,OMF,9,58.87
INF174K01187,KOPPORT,GR,OMF,9,337.45
INF174K01LG7,K118D,DP,OMF,9,67.7
INF174K01LF9,KKOPG108D,GR,OMF,9,383.64
INF760K01050,CRGBOE,GR,OMF,9,347.61
INF760K01068,CRGBDP,DP,OMF,9,103.47
INF760K01EX3,CRGBDD,DP,OMF,9,134.84
INF760K01EZ8,CRGBDG,GR,OMF,9,389.2
INF209K01454,BSL292D,DP,OMF,10.58,24.87
INF209K01462,BSL292G,GR,OMF,9,136.73
INF209K01Q71,B292DZ,DP,OMF,10.51,58.08
INF209K01WE3,B292GZ,GR,OMF,9,152.73
INF174K01385,KTAX,DP,OMF,9,43.72
INF174K01369,KTAX,GR,OMF,9,116.83
INF174K01LJ1,KELSD154D,DP,OMF,9,56.73
INF174K01LI3,KELSG144D,GR,OMF,9,135.43
INF109K01VQ1,IPRU1565,GR,GMF,10,364.23
INF109K01VS7,IPRU1567,DP,GMF,10,100.29
INF109K01VP3,IPRU1564,DP,GMF,10,100.15
INF109K01Q31,IPRU8129P,DP,GMF,10,170.43
INF109K01Q49,IPRU8096,GR,GMF,10,367.47
INF109K01VU3,IPRU1780P,DP,GMF,10,169.27
INF109K01Q15,IPRU8095,DR,GMF,10,100.11
INF109K01Q98,IPRU8098,DP,GMF,10,100.32
INF740K01FK9,DSPBRLIGF,GR,GMF,10,3511.22
INF740K01QL4,DSPLQDGR,GR,GMF,10,3548.38
INF090I01569,FISCFGP,GR,OMF,9,182.59
INF090I01544,FISCFDP,DP,OMF,9,56.22
INF090I01IO9,FISCFDDP,DP,OMF,9,66.14
INF090I01IQ4,FISCFDGP,GR,OMF,9,205.11
INF109K01BB5,IPSERVESIG,GR,OMF,9,156.25
INF109K01FL5,IPRUSIDP,DP,OMF,9,38.42
INF109K01W09,IPRU8193P,DP,OMF,9,75.16
INF109K01W25,IPRU8194,GR,OMF,9,169.23
INF760K01258,CRINDP,DP,OMF,9,68.93
INF760K01274,CRINGP,GR,OMF,9,162.1
INF760K01FO9,CRINDG,GR,OMF,9,180.12
INF760K01FM3,CRINDD,DP,OMF,9,95.27
INF209K01470,BSL293D,DP,OMF,9,31.05
INF209K01504,BSL293G,GR,OMF,9,98.55
INF209K01WH6,B293GZ,GR,OMF,9,107.81
INF209K01WG8,B293DZ,DP,OMF,9,51.83
INF082J01036,QUANTEFGPG,GR,OMF,9,128.2
INF082J01044,QUANTEFDPD,DP,OMF,9,129.3
INF082J01242,QMFEFRGG,GR,OMF,9,123.82
INF082J01259,QMFEFRDD,DP,OMF,9,124.52
INF109K01TX1,IPRU1571,GR,GMF,10,355.33
INF109K01TY9,IPRU1569,DP,GMF,10,100.13
INF109K01TZ6,IPRU1573,DP,GMF,10,100.83
INF090I01957,TIEIFGP,GR,OMF,9,146
INF090I01932,TIEIFDP,DP,OMF,9,29.82
INF090I01IR2,TIEIFDDP,DP,OMF,9,33.43
INF090I01IT8,TIEIFDGP,GR,OMF,9,158.55
INF082J01127,QMFLFGPG,GR,GMF,10,33.28
INF082J01143,QMFLFMDP,DP,GMF,10,10.05
INF082J01309,QMFLFRGG,GR,GMF,10,33.08
INF903J01561,SPEQU24,GR,OMF,9,96.95
INF903J01546,SPEQU22,DP,OMF,9,31.75
INF903J01NF9,91PD,DP,OMF,9,35.11
INF903J01NH5,92PD,GR,OMF,9,105.45
INF192K01510,JMAAGP,GR,OMF,9,30.92
INF192K01494,JMAADP,DP,OMF,9,14.35
INF192K01BN6,JMAADG,GR,OMF,9,32.79
INF789FB1RH4,SFDPD,DP,OMF,9,18.66
INF789FB1RJ0,SFGPG,GR,OMF,9,33.03
INF740K01QQ3,DSPBRMMF,GR,OMF,9,3204.9
INF740K01QS9,DSPBRMMF,DP,OMF,9,1072.75
INF740K01ON5,DSPMNYDGR,GR,OMF,9,3462.99
INF740K01128,DSPBRSMF,GR,OMF,9,147.24
INF740K01102,DSPBRSMF,DP,OMF,9,33.18
INF740K01PY9,DSPSMCDDP,DP,OMF,9,76.47
INF740K01PX1,DSPSMCDGR,GR,OMF,9,162.32
INF205K01HM5,RMFLFSIG,GR,GMF,10,3380.48
INF205K01HG7,RMFLFRG,GR,GMF,10,3007.22
INF205K01ME2,RGFLFD4DR,DR,GMF,10,1000.96
INF205K01MF9,IMFLFD1GR,GR,GMF,10,3407.37
INF966L01341,166HYGP,GR,OMF,9,128.8
INF966L01325,166HYDP,DP,OMF,9,78.62
INF966L01622,166HYD1,DP,OMF,9,64.92
INF966L01648,166HYDG,GR,OMF,9,139.38
INF205K01296,RELIGARETP,DP,OMF,9,27.27
INF205K01270,RELIGARETP,GR,OMF,9,125.29
INF205K01NT8,IMFTPD1GR,GR,OMF,9,146.67
INF205K01NR2,IMFTPD2DP,DP,OMF,9,34.61
INF204K01GE7,RELLNGEQGP,GR,OMF,9,119.3
INF204K01GF4,RELLNGEQDP,DP,OMF,9,37.44
INF204K01F95,RELLTEDPGP,GR,OMF,9,130.44
INF204K01F79,RELLTEDPDP,DP,OMF,9,51.03
INF109K01EF0,IPRUEDIRP,DP,OMF,9,14.75
INF109K01BF6,IPRUEDIRG,GR,OMF,9,32.35
INF109K016O4,IPRU8178,GR,OMF,9,34.53
INF109K017O2,IPRU8177P,DP,OMF,9,16.73
INF109K01BH2,IPEQDEDWRG,GR,OMF,9,69.44
INF109K01EG8,IPRUEDWRP,DP,OMF,9,19.25
INF109K010B4,IPRU8179P,DP,OMF,9,29.19
INF109K012B0,IPRU8180,GR,OMF,9,77.06
INF109K018W3,IPRU2059P,DP,OMF,9,21.62
INF336L01AZ3,OTSEDNOR,DP,OMF,9,35.42
INF336L01BA4,OTSEGNOR,GR,OMF,9,88.27
INF336L01EE0,OHTSEG,GR,OMF,9,98.35
INF205K01HY0,RGFUSG,GR,OMF,9,3546.71
INF205K01NY8,RGFUSD1GR,GR,OMF,9,3685.01
INF740K01185,DSPBRTSF,GR,OMF,9,136.81
INF740K01169,DSPBRTSF,DP,OMF,9,26.59
INF740K01OL9,DSPTAXDDP,DP,OMF,9,94.13
INF740K01OK1,DSPTAXDGR,GR,OMF,9,150.66
INF174K01DU5,KEMEDP,DP,OMF,9,71.56
INF174K01DS9,KEMEG,GR,OMF,9,130.3
INF174K01LU8,KEFDDP,DP,OMF,9,89.01
INF174K01LT0,KEMEG123D,GR,OMF,9,149.41
INF903J01DU9,SMFEMDP,DP,OMF,9,33.26
INF903J01DT1,SMFEMG,GR,OMF,9,85.07
INF903J01PP3,EMDDP,DP,OMF,9,37.85
INF903J01PR9,EMGPD,GR,OMF,9,94.78
INF205K01UN6,RMFSTPAG,GR,OMF,9,3327.35
INF205K01UH8,RGFSTD1GR,GR,OMF,9,3652.56
INF044D01906,TMFITGPG,GR,OMF,9,70.08
INF044D01872,TMFITDPD,DP,OMF,9,65.82
INF044D01CD3,ITG1GTMF,GR,OMF,9,74.88
INF205K01205,RELIGARECF,DP,OMF,9,53.84
INF205K01189,RELIGARECF,GR,OMF,9,131.91
INF205K01LE4,IMFCFD1GR,GR,OMF,9,153.05
INF205K01LC8,IMFCFD2DP,DP,OMF,9,71.35
INF205K01BC9,RELIGAREMC,GR,OMF,9,159.08
INF205K01BD7,RELIGAREMC,DP,OMF,9,60.15
INF205K01MT0,IMFMCD2DP,DP,OMF,9,76.46
INF205K01MV6,IMFMCD1GR,GR,OMF,9,189.1
INF205K01122,RELIGAREAF,GR,OMF,9,30.11
INF205K01148,RELIGAREAF,DP,OMF,9,16.07
INF205K01KP2,IMFAFD2DP,DP,OMF,9,17.58
INF205K01KR8,IMFAFD1GR,GR,OMF,9,32.37
INF209KB13X2,B124X,DP,OMF,9,10.9
INF740K01GK7,DSPSB,GR,OMF,9,3176.03
INF209KB14X0,B124Z,DR,OMF,9,10.9
INF740K01QG4,DSPSTBDGR,GR,OMF,9,3364.93
INF179K01CS0,HMIDCAP-DP,DP,OMF,9,56.41
INF179K01CR2,HMIDCAP-G,GR,OMF,9,184.92
INF179K01XO5,HMCODTDP,DP,OMF,9,81.87
INF179K01XQ0,HMCOGTGR,GR,OMF,9,202.49
INF209K01EN2,B295G,GR,OMF,9,88.24
INF209K01EO0,B295D,DP,OMF,9,41.71
INF209K01WN4,B295GZ,GR,OMF,9,99.35
INF209K01WM6,B295DZ,DP,OMF,9,79.65
INF090I01965,FIHGCFDP,DP,OMF,9,42.04
INF090I01981,FIHGCFGP,GR,OMF,9,107.38
