"Security Name","Symbol Name","Trade Date","Quantity"
"AU SMALL FINANCE BANK LIMITED","AUBANK","12-Apr-2024","40000"
"IDEA CELLULAR LIMITED","IDEA","12-Apr-2024","2400000"
