Symbol,Security,From Series,To Series,Change Date,Remarks
AAATECH,AAA TECHNOLOGIES LIMITED,BE,EQ,15-APR-2024,"-"
ASHAPURMIN,ASHAPURA MINECHEM LIMITED,BE,EQ,15-APR-2024,"-"
DOLPHIN,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LIMITED,BE,EQ,15-APR-2024,"-"
HSCL,HIMADRI SPECIALITY CHEMICAL LIMITED,BE,EQ,15-APR-2024,"-"
KEYFINSERV,KEYNOTE FINANCIAL SERVICES LIMITED,EQ,BE,15-APR-2024,"-"
RKDL,RAVI KUMAR DISTILLERIES LIMITED,BE,EQ,15-APR-2024,"-"
SERVOTECH,SERVOTECH POWER SYSTEMS LIMITED,BE,EQ,15-APR-2024,"-"
TIRUPATIFL,TIRUPATI FORGE LIMITED,BE,EQ,15-APR-2024,"-"
