Confirmed list of securities to be auctioned in A 2024069 to be held on Apr 12 2024.

Sr No,Symbol,Series,Total Qty
1,AAKASH,EQ,1074
2,AARON,EQ,1
3,ABCAPITAL,EQ,10
4,ADANIPORTS,EQ,4
5,AEGISCHEM,EQ,500
6,AHL,EQ,106
7,AHLUCONT,EQ,5
8,ANIKINDS,EQ,1705
9,APOLLOHOSP,EQ,2
10,APOLLOTYRE,EQ,10
11,ARCHIDPLY,EQ,519
12,ARE&M,EQ,48
13,ARVEE,EQ,3668
14,ARVINDFASN,EQ,482
15,ASHOKLEY,EQ,448
16,ASMS,EQ,50
17,ATLANTAA,EQ,1165
18,AUBANK,EQ,192
19,AVADHSUGAR,EQ,98
20,AVG,EQ,2
21,AVROIND,EQ,132
22,AWL,EQ,15
23,BAJAJCON,EQ,200
24,BAJAJFINSV,EQ,5
25,BAJFINANCE,EQ,69
26,BALAJITELE,EQ,560
27,BALAMINES,EQ,44
28,BANDHANBNK,EQ,100
29,BANKBARODA,EQ,500
30,BBOX,EQ,41
31,BEL,EQ,15
32,BERGEPAINT,EQ,180
33,BHAGYANGR,EQ,438
34,BHARATFORG,EQ,229
35,BHARTIARTL,EQ,2
36,BHEL,EQ,501
37,BIL,EQ,33
38,BIOCON,EQ,500
39,BLAL,EQ,4
40,BSE,EQ,9
41,BSLGOLDETF,EQ,30
42,BURNPUR,EQ,2152
43,BYKE,EQ,107
44,CADSYS,SM,2000
45,CANFINHOME,EQ,41
46,CAPACITE,EQ,1502
47,CARBORUNIV,EQ,33
48,CASTROLIND,EQ,136
49,CESC,EQ,25
50,CHEMBOND,EQ,4
51,CHEMFAB,EQ,1
52,CINEVISTA,EQ,1
53,CLSEL,EQ,39
54,COALINDIA,EQ,102
55,COCHINSHIP,EQ,3
56,COFORGE,EQ,36
57,CONCOR,EQ,95
58,CONS,EQ,62
59,CSBBANK,EQ,1
60,CUB,EQ,10
61,DBREALTY,EQ,6999
62,DCI,EQ,29
63,DEEPAKFERT,EQ,105
64,DEEPAKNTR,EQ,350
65,DIL,EQ,2191
66,DIVGIITTS,EQ,1
67,DLF,EQ,20
68,DOLLAR,EQ,7
69,DWARKESH,EQ,2000
70,EBBETF0433,EQ,44
71,EMAMILTD,EQ,465
72,EMAMIREAL,EQ,719
73,EMKAY,EQ,4022
74,ENGINERSIN,EQ,50
75,EXXARO,EQ,1
76,FEDERALBNK,EQ,4000
77,FORTIS,EQ,11100
78,FSL,EQ,100
79,GAIL,EQ,2227
80,GEEKAYWIRE,EQ,100
81,GENUSPOWER,EQ,4
82,GKWLIMITED,EQ,126
83,GLAND,EQ,1
84,GMBREW,EQ,1
85,GMDCLTD,EQ,3500
86,GMRINFRA,EQ,1100
87,GMRP&UI,EQ,110
88,GODREJCP,EQ,5
89,GOKEX,EQ,60
90,GOLDETFADD,EQ,352
91,GPIL,EQ,1
92,GRASIM,EQ,337
93,GREAVESCOT,EQ,250
94,GRSE,EQ,208
95,GSLSU,EQ,1
96,GTLINFRA,EQ,1
97,GULFPETRO,EQ,1
98,GULPOLY,EQ,2
99,HCC,EQ,24900
100,HDFCBANK,EQ,25
101,HDFCQUAL,EQ,475
102,HEG,EQ,231
103,HEROMOTOCO,EQ,21
104,HEXATRADEX,EQ,1
105,HFCL,EQ,1545
106,HGINFRA,EQ,101
107,HINDALCO,EQ,327
108,HINDCOPPER,EQ,271
109,HINDPETRO,EQ,825
110,HINDZINC,EQ,1
111,HMVL,EQ,10
112,HOMEFIRST,EQ,28
113,HUDCO,EQ,36
114,IBREALEST,EQ,500
115,IDBI,EQ,2441
116,IDFC,EQ,200
117,IEL,EQ,332
118,IEX,EQ,100
119,IGL,EQ,102
120,IIFL,EQ,261
121,IMAGICAA,EQ,2
122,INDIGO,EQ,70
123,INDSWFTLTD,EQ,5711
124,INDUSINDBK,EQ,4
125,INDUSTOWER,EQ,203
126,INFIBEAM,EQ,118
127,IRB,EQ,298
128,IRCON,EQ,131
129,IRCTC,EQ,6
130,IRFC,EQ,563
131,ITDCEM,EQ,160
132,J&KBANK,EQ,250
133,JAYBARMARU,EQ,10
134,JIOFIN,EQ,2280
135,JKIL,EQ,1
136,JUBLINGREA,EQ,1000
137,JYOTHYLAB,EQ,1
138,KAMDHENU,EQ,2
139,KANPRPLA,EQ,114
140,KAUSHALYA,EQ,139
141,KELLTONTEC,EQ,196
142,KEYFINSERV,EQ,156
143,KIRLOSENG,EQ,2
144,KMSUGAR,EQ,8
145,KNRCON,EQ,1
146,KOLTEPATIL,EQ,3
147,KOTAKBANK,EQ,6
148,KOTHARIPRO,EQ,226
149,KPIGREEN,EQ,16
150,KPITTECH,EQ,10
151,KSL,EQ,10
152,LASA,EQ,151
153,LATENTVIEW,EQ,150
154,LAURUSLABS,EQ,30
155,LGHL,EQ,4
156,LIKHITHA,EQ,2
157,LINDEINDIA,EQ,20
158,LIQUIDBEES,EQ,8
159,LIQUIDIETF,EQ,26
160,LIQUIDSBI,EQ,50
161,LLOYDSME,EQ,1591
162,LT,EQ,75
163,LTFOODS,EQ,10
164,LTIM,EQ,23
165,LYKALABS,EQ,1
166,M&M,EQ,8
167,MAANALU,EQ,96
168,MADRASFERT,EQ,1
169,MAHABANK,EQ,4500
170,MAHEPC,EQ,44
171,MAHLIFE,EQ,1
172,MAITHANALL,EQ,70
173,MANORG,EQ,1
174,MARKSANS,EQ,8
175,MARUTI,EQ,12
176,MASPTOP50,EQ,157
177,MAWANASUG,EQ,2
178,MAXHEALTH,EQ,5
179,MAZDOCK,EQ,1
180,MBLINFRA,EQ,647
181,METROPOLIS,EQ,32
182,MGL,EQ,6
183,MINDTECK,EQ,25
184,MODIRUBBER,EQ,123
185,MODISONLTD,EQ,2
186,MOGSEC,EQ,370
187,MOIL,EQ,17
188,MOM50,EQ,108
189,MOQUALITY,EQ,140
190,MOREPENLAB,EQ,131
191,MOTISONS,EQ,100
192,MRO-TEK,EQ,670
193,MRPL,EQ,200
194,MSTCLTD,EQ,1000
195,MSUMI,EQ,500
196,NAHARPOLY,EQ,1
197,NATCOPHARM,EQ,4
198,NAVA,EQ,50
199,NAVINFLUOR,EQ,20
200,NBCC,EQ,162
201,NCC,EQ,4
202,NECCLTD,EQ,2976
203,NEULANDLAB,EQ,10
204,NGIL,EQ,304
205,NHPC,EQ,20
206,NIPPOBATRY,EQ,7
207,NITINSPIN,EQ,11
208,NLCINDIA,EQ,2551
209,NMDC,EQ,1113
210,NORBTEAEXP,EQ,9
211,NTPC,EQ,2286
212,OIL,EQ,402
213,OMFURN,SM,2400
214,ORTINLAB,EQ,173
215,OSWALSEEDS,EQ,555
216,PAGEIND,EQ,7
217,PAISALO,EQ,1
218,PAR,EQ,143
219,PARSVNATH,EQ,150
220,PEL,EQ,15
221,PERSISTENT,EQ,2
222,PETRONET,EQ,6
223,PIDILITIND,EQ,43
224,PIXTRANS,EQ,100
225,PNB,EQ,880
226,POLYMED,EQ,1
227,PPLPHARMA,EQ,251
228,PREMEXPLN,EQ,46
229,PSB,EQ,50
230,PUNJABCHEM,EQ,2
231,PURVA,EQ,1122
232,PVP,EQ,100
233,QNIFTY,EQ,10
234,QUESS,EQ,3
235,RADIOCITY,EQ,8
236,RAIN,EQ,918
237,RAJESHEXPO,EQ,100
238,RAJSREESUG,EQ,1380
239,RAMCOSYS,EQ,110035
240,RATNAVEER,EQ,150
241,REDTAPE,EQ,178
242,RKEC,EQ,170
243,ROHLTD,EQ,1
244,RRKABEL,EQ,2
245,RSWM,EQ,4
246,RTNINDIA,EQ,100
247,SAIL,EQ,5091
248,SAKSOFT,EQ,1
249,SANDUMA,EQ,239
250,SAREGAMA,EQ,96
251,SATIA,EQ,2
252,SATIN,EQ,1
253,SBIN,EQ,75
254,SCHAEFFLER,EQ,12
255,SCPL,EQ,177
256,SHAILY,EQ,5
257,SHANTIGEAR,EQ,1
258,SHAREINDIA,EQ,1
259,SHREDIGCEM,EQ,65
260,SIGACHI,EQ,100
261,SILVERIETF,EQ,1192
262,SJVN,EQ,1000
263,SKIPPERPP,E1,4
264,SOBHA,EQ,10
265,SOLARA,EQ,50
266,SOUTHBANK,EQ,4233
267,SPIC,EQ,607
268,SRF,EQ,50
269,SSWL,EQ,1
270,STARPAPER,EQ,1000
271,STCINDIA,EQ,40
272,STEELXIND,EQ,400
273,SUMIT,EQ,1088
274,SUNDARMHLD,EQ,8
275,SUNTV,EQ,35
276,SUPRAJIT,EQ,1
277,SURYODAY,EQ,1
278,SUULD,EQ,4316
279,SWELECTES,EQ,128
280,SYRMA,EQ,63
