MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AJ,990IBHFL26,SEC RE NCD SR.VI,      1060.56,      1060.99,      1068.52,      1060.99,      1067.50,                    42580.00,40, ,3,      1080.00,       820.20
N,AR,925IHFL25C,SEC RE NCD 9.25% SR II,       950.00,       932.90,       975.00,       932.90,       975.00,                    58079.00,60, ,2,      1110.00,       900.10
N,AV,990IHFL26I,SEC RE NCD 9.90% SR IV,       910.00,       950.00,       950.00,       910.00,       910.00,                    27500.00,30, ,2,      1240.00,       820.30
N,AZ,1015IHF28B,SEC RE NCD 10.15% SR VII,       940.00,       950.00,       969.00,       950.00,       950.00,                    48640.00,51, ,10,      1135.00,       835.00
N,BC,971IHFL28I,SEC RE NCD 9.71% SR VIII,       910.77,       950.00,       950.00,       950.00,       950.00,                     9500.00,10, ,1,      1020.00,       820.00
N,BV,10IHFL30A,SEC RE NCD 9.71% SR VIII,       990.00,       990.00,       991.00,       990.00,       991.00,                    59450.00,60, ,2,       991.00,       810.85
N,N0,885MOFSL26,SEC RE NCD 8.85% SR I,       995.52,       993.00,       993.06,       993.00,       993.06,                    99303.00,100, ,3,      1002.00,       950.00
N,N0,8ABFL26,SEC RE NCD 8% SR I,      1031.01,      1025.00,      1025.01,      1025.00,      1025.01,                    69700.18,68, ,2,      1184.40,       901.00
N,N0,965IHFL25C,SEC RE NCD 9.39% SR.VIII,       918.00,       960.00,       960.00,       930.00,       930.00,                    34710.00,37, ,2,      1038.00,       815.00
N,N0,975NFL25,SEC RE NCD 9.75% SR. I,       990.00,       984.00,       999.00,       984.00,       985.00,                   186639.66,189, ,10,      1010.00,       960.49
N,N1,0MOFSL26,SEC RE NCD SR II,      1001.00,      1000.00,      1000.00,      1000.00,      1000.00,                   175000.00,175, ,3,      1006.65,       860.00
N,N1,740IIFCL33,7.40% TAX FREETRI SRIII,      1168.07,      1045.00,      1045.00,      1045.00,      1045.00,                   522500.00,500, ,1,      1298.00,      1015.00
N,N1,79NHIT35,SEC RE NCD 7.90% STRPP A,       307.90,       307.00,       307.85,       307.00,       307.15,                    19043.85,62, ,4,       316.90,       295.00
N,N1,872MMFSL26,8.72% UNSECURED NCD,      1015.84,      1016.00,      1016.00,      1016.00,      1016.00,                    73152.00,72, ,5,      1145.00,       972.00
N,N1,CIFCZC25A,SEC RE NCD SR.II,      1080.00,      1080.00,      1080.00,      1080.00,      1080.00,                    32400.00,30, ,1,      1080.00,       950.00
N,N1,IMC1,SEC RE NCGB 8.25% STRPP B,       253.00,       255.00,       255.00,       255.00,       255.00,                     2040.00,8, ,1,       263.74,       240.00
N,N2,736PFCL28,7.36% TAX FREE NCD,      1087.01,      1122.00,      1122.00,      1122.00,      1122.00,                    15708.00,14, ,1,      1179.95,      1010.60
N,N2,738REC27TF,TAXFREE SEC NCD TR1 S2,      1093.30,      1093.30,      1093.30,      1093.30,      1093.30,                    32799.00,30, ,2,      1155.00,      1041.47
N,N2,764NABAR31,7.64% TAX FREE TRI SRIIB,      1133.00,      1140.00,      1140.00,      1133.00,      1133.00,                  1831439.50,1615, ,5,      1330.00,      1062.30
N,N2,79NHIT40,SEC RE NCD 7.90% STRPP B,       307.67,       308.00,       308.00,       307.50,       307.50,                   241128.90,783, ,6,       320.00,       298.45
N,N2,810IRFC27,BOND 8.10% PA TAX FREE S2,      1121.00,      1115.30,      1119.00,      1115.00,      1119.00,                   201062.70,180, ,5,      1180.00,      1065.00
N,N2,830NHAI27,BOND 8.30% PA TAX FREE S2,      1134.50,      1131.10,      1132.50,      1130.11,      1132.00,                  5411139.22,4784, ,28,      1177.00,      1062.20
N,N2,91MOFSL27,SEC RE NCD 9.10% SR III,      1010.00,      1005.00,      1006.00,      1000.00,      1001.63,                   917586.20,916, ,7,      1010.00,       855.20
N,N2,9MMFSML,9.00% UNSECURED NCD,      1010.00,      1015.25,      1015.25,      1014.30,      1014.87,                   101487.00,100, ,3,      1131.00,       996.00
N,N3,79NHIT47,SEC RE NCD 7.90% STRPP C,       409.00,       409.00,       409.00,       408.00,       408.23,                   339333.00,830, ,9,       428.46,       392.00
N,N3,960CAGL25,SEC RE NCD 9.60% SR. III,       991.10,       991.10,       991.10,       991.10,       991.10,                     9911.00,10, ,1,      1025.00,       990.00
N,N4,1003ISFL28,SEC RE NCD 10.03% SR 5,       990.00,       995.00,      1000.00,       986.50,       989.57,                  1680780.50,1682, ,8,      1018.99,       951.00
N,N4,1040UCL25,SEC RED NCD 10.40% SR.III,       999.00,       995.10,       999.00,       995.00,       999.00,                    68785.10,69, ,6,      1010.00,       967.50
N,N4,10IIFL28,UNSEC RE NCD 10% SR.I,      1001.29,      1001.00,      1005.00,      1000.00,      1004.94,                   907795.39,906, ,18,      1040.00,       937.00
N,N4,734IRFC28,7.34 NCD 19FEB28 TR1 SR2,      1103.94,      1103.94,      1129.70,      1103.94,      1129.70,                  1446379.35,1305, ,9,      1168.00,      1050.50
N,N4,840CIFCL28,SEC RE NCD 8.40% SR.V,      1000.01,      1000.01,      1000.01,      1000.01,      1000.01,                   200002.00,200, ,4,      1080.00,       975.11
N,N4,897MOFSL29,SEC RE NCD 8.97% SR V,      1017.00,      1005.00,      1010.00,      1005.00,      1005.03,                  2843600.14,2828, ,10,      1018.00,       990.00
N,N4,945IFSL25,SEC RE NCD 9.45% SR.I,       994.00,       970.00,       973.00,       970.00,       973.00,                   115775.00,119, ,6,      1170.00,       941.00
N,N5,1025NFL25,SEC RE NCD 10.25% SR.II,       970.00,       988.00,       998.00,       988.00,       998.00,                    61776.00,62, ,5,      1180.00,       931.35
N,N5,10CAGL27,SEC RE NCD 10% SR. V,      1018.00,      1015.00,      1015.00,      1015.00,      1015.00,                    10150.00,10, ,1,      1060.00,       888.00
N,N5,751HUDCO28,7.51 NCD 16FEB28 TR1 SR2,      1086.47,      1083.02,      1088.02,      1083.02,      1085.10,                  1269614.00,1170, ,14,      1154.98,      1065.00
N,N5,830PFCL27,8.30% TAX FREE NCD,      1130.00,      1125.00,      1125.00,      1125.00,      1125.00,                  1047375.00,931, ,6,      1179.90,      1054.00
N,N5,880IREDA29,IREDA 8.80NCDTR I SR II B,      1150.80,      1154.99,      1154.99,      1150.00,      1152.49,                    11524.95,10, ,2,      1288.00,      1130.01
N,N5,935LTF29,SE RE NCD 9.35% SR.V OP2,      1060.00,      1053.50,      1056.00,      1053.00,      1056.00,                    98017.80,93, ,7,      1150.00,      1032.00
N,N5,957NIDO26,SEC RED NCD 9.57% SR. V,       984.00,       950.00,       950.00,       950.00,       950.00,                    50350.00,53, ,2,      1024.90,       894.01
N,N5,96IIFL28,UNSEC RE NCD 9.60% SR.II,       934.75,       940.00,       943.00,       933.50,       941.90,                   727384.50,777, ,9,       997.00,       910.00
N,N5,980IFSL25,SEC RE NCD 9.80% SR.II,      1000.00,       982.13,       992.04,       982.13,       992.04,                    21715.87,22, ,2,      1085.00,       849.00
N,N6,1075NFL25,SEC RE NCD 10.75% SR.III,      1078.80,      1078.80,      1078.80,      1078.80,      1078.80,                     1078.80,1, ,1,      1093.00,       982.00
N,N6,10IIFL29,UNSEC RED NCD 10.0% SR. V,       966.11,       957.10,       995.00,       957.10,       995.00,                    46623.00,48, ,4,      1050.00,       875.20
N,N6,10NIDO26,SEC RED NCD 10% SR. VI,       967.50,       967.50,       975.00,       967.50,       967.50,                   416525.00,430, ,8,      1070.00,       913.50
N,N6,85TCAPS24,SERENCD8.50%SR.IICIII&IV,      1068.10,      1073.79,      1073.79,      1068.00,      1068.27,                   571716.06,535, ,15,      1073.79,       985.00
N,N6,875NHAI29,8.75% TAX FREE TR I S IIB,      1155.06,      1156.00,      1156.50,      1155.00,      1155.36,                  2206881.31,1910, ,35,      1250.00,      1130.00
N,N6,891NTPC33,8.91%S-R-NCD SERIES 3B,      1307.01,      1313.00,      1328.50,      1313.00,      1318.81,                   316515.00,240, ,2,      1379.90,      1258.00
N,N6,901NHB34,BOND 9.01%PA TF TR-I S 3B,      6950.14,      6677.00,      6750.00,      6677.00,      6750.00,                    33531.00,5, ,3,      7526.00,      6433.00
N,N6,925ERFL28,SEC RED NCD 9.25% SR. VI,       930.00,       928.00,       928.00,       927.95,       927.95,                   197662.95,213, ,3,      1020.00,       833.50
N,N6,965IFSL26,SEC RE NCD 9.65% SR.III,       980.00,       970.00,       970.00,       970.00,       970.00,                    97970.00,101, ,4,      1009.90,       961.00
N,N6,IIFLZC28C,UNSEC RE NCD 0% SR.III,      1146.33,      1110.00,      1110.00,      1110.00,      1110.00,                   111000.00,100, ,1,      1299.90,      1046.60
N,N7,1050NFL26,SEC RE NCD 10.50% SR.IV,      1002.62,      1000.00,      1005.00,      1000.00,      1005.00,                     7028.00,7, ,3,      1050.00,       950.00
N,N7,1050UCL25,SEC RED NCD 10.50% SR.III,       992.32,       995.00,       995.00,       995.00,       995.00,                   197010.00,198, ,4,      1025.00,       950.00
N,N7,105IIFL29,UNSEC RED NCD 10.5% SR.VI,       954.01,       960.00,       980.00,       960.00,       980.00,                    19400.00,20, ,2,      1360.00,       945.10
N,N7,774IREDA31,7.74% TAX FREE NCD,      1142.00,      1146.00,      1146.00,      1146.00,      1146.00,                   114600.00,100, ,2,      1199.70,      1112.25
N,N7,825IIFL25,SEC RE NCD 8.25% SR.I,      1016.65,      1018.80,      1018.80,      1018.80,      1018.80,                   112068.00,110, ,3,      1040.00,       956.20
N,N7,849NTPC25,8.49% SEC NON-CUM RED NCD,         5.19,         5.20,         5.25,         5.17,         5.23,                   384493.72,73886, ,105,        11.51,         5.00
N,N7,898LTF29,SERENCD 8.98% SR.VI OP2,      1050.00,      1021.30,      1021.30,      1021.30,      1021.30,                     3063.90,3, ,1,      1100.00,      1020.00
N,N8,1025UCL25,SEC RE NCD 10.25% SR I,       989.50,       989.50,       989.50,       989.50,       989.50,                     5937.00,6, ,1,      1050.00,       930.00
N,N8,764HUDCO31,7.64% TAX FREETRI SR2B,      1137.69,      1151.00,      1154.90,      1151.00,      1153.58,                     3460.75,3, ,3,      1198.40,      1106.00
N,N8,865IBHFL26,SEC RED NCD 8.65% SR. V,       951.10,       969.00,       969.00,       969.00,       969.00,                     4845.00,5, ,1,       972.00,       900.00
N,N8,875PCHFL26,SEC RE NCD 8.75% SR.IV,       998.98,       999.99,       999.99,       999.99,       999.99,                    49999.50,50, ,1,      1064.00,       891.00
N,N8,892PFCL33,8.92% TAX FREE NCD,      1323.50,      1322.50,      1322.50,      1314.11,      1314.11,                   586466.50,446, ,3,      1374.80,      1257.50
N,N8,920IIFLS26,SEC RE NCD 9.20% SR I,       951.83,       960.00,       960.00,       960.00,       960.00,                     5760.00,6, ,1,       999.00,       925.00
N,N9,10NFL25,SEC RE NCD 10.00% SR. I,       995.00,       990.01,       990.01,       950.00,       950.00,                   125375.11,131, ,7,      1015.00,       950.00
N,N9,735NHAI31,TAX FREE7.35% SR.IIA,      1130.00,      1150.00,      1150.00,      1128.00,      1128.26,                   298525.50,263, ,8,      1202.00,      1070.90
N,N9,769HUDCO31,7.69% TAX FREETRII SR2B,      1150.00,      1151.00,      1162.79,      1151.00,      1158.29,                   601092.74,520, ,10,      1209.90,      1120.02
N,N9,948IHFL26,SEC RE NCD 9.48% SR V,       951.10,       951.10,       951.10,       951.10,       951.10,                     9511.00,10, ,1,      1000.00,       930.20
N,NA,76NHAI31,TAX FREE7.60% SR.IIB,      1129.00,      1134.39,      1134.39,      1130.00,      1132.00,                  4013501.85,3549, ,25,      1225.00,      1072.55
N,NA,850IIFL27,SEC RE NCD 8.50% SR.IV,       950.00,       965.00,       965.00,       965.00,       965.00,                    10615.00,11, ,1,      1002.55,       910.00
N,NA,865IRFC29,BOND 8.65% PA TF TI-SIIB,      1141.14,      1145.00,      1153.00,      1144.00,      1144.00,                  1099578.50,955, ,23,      1353.60,      1120.11
N,NA,910TCAP28,UNSERENCD9.1%SRIIICIII&IV,      1107.00,      1105.00,      1105.00,      1105.00,      1105.00,                   314925.00,285, ,3,      1138.00,      1035.00
N,NA,9IBHFL26BA,SEC RED NCD 9.0% SR. VI,      1001.00,      1001.00,      1006.00,      1001.00,      1005.61,                   386700.00,385, ,6,      1025.00,       815.00
