"Security Name","Symbol Name","Trade Date","Quantity"
"IDFC FIRST BANK LIMI","IDFCFIRSTB","24-Jul-2024","2407500"
"EICHER MOTORS LIMITED","EICHERMOT","24-Jul-2024","12425"
