MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AG,965IBHFL25,SEC RE NCD SR.III,      1054.96,      1054.96,      1073.79,      1054.96,      1073.79,                    10643.75,10, ,2,      1099.80,       935.10
N,AJ,990IBHFL26,SEC RE NCD SR.VI,      1067.50,      1067.50,      1085.00,      1066.66,      1066.66,                    16169.16,15, ,3,      1085.00,       820.20
N,AR,925IHFL25C,SEC RE NCD 9.25% SR II,       975.00,       968.43,       968.43,       968.43,       968.43,                    17431.74,18, ,1,      1110.00,       900.10
N,AV,990IHFL26I,SEC RE NCD 9.90% SR IV,       926.00,       910.00,       910.00,       900.00,       900.00,                    66200.00,73, ,4,      1240.00,       820.30
N,AX,948IHFL26I,SEC RE NCD 9.48% SR V,       956.00,       955.80,       955.80,       887.00,       887.00,                   113853.30,127, ,8,      1095.00,       670.10
N,BC,971IHFL28I,SEC RE NCD 9.71% SR VIII,       898.50,       900.00,       904.60,       900.00,       900.00,                   103750.00,115, ,13,      1020.00,       820.00
N,N0,885MOFSL26,SEC RE NCD 8.85% SR I,      1000.25,       999.00,      1001.90,       999.00,      1000.42,                   930292.50,930, ,18,      1003.00,       950.00
N,N0,921ISFL25,SEC RE NCD 9.21% SR 1,       966.42,       966.42,       980.00,       966.42,       980.00,                     1946.42,2, ,2,      1050.00,       933.01
N,N0,IMC1,SEC RE NCGB 8.25% STRPP A,       257.01,       257.40,       257.40,       250.41,       250.41,                    17828.10,70, ,5,       261.99,       241.00
N,N1,0MOFSL26,SEC RE NCD SR II,      1000.00,      1000.00,      1000.00,      1000.00,      1000.00,                    30000.00,30, ,2,      1006.65,       860.00
N,N1,79NHIT35,SEC RE NCD 7.90% STRPP A,       307.20,       305.19,       306.01,       305.19,       306.01,                    84956.80,278, ,3,       316.90,       295.00
N,N1,872MMFSL26,8.72% UNSECURED NCD,      1011.00,      1016.00,      1018.00,      1011.00,      1014.31,                   217912.60,215, ,26,      1145.00,       972.00
N,N1,945CAGL24,SEC RE NCD 9.45% SR. I,       995.00,       995.00,       995.00,       995.00,       995.00,                     9950.00,10, ,3,      1020.00,       876.00
N,N1,IMC1,SEC RE NCGB 8.25% STRPP B,       254.00,       255.40,       255.40,       252.01,       255.00,                     7624.10,30, ,3,       263.74,       240.00
N,N2,764NABAR31,7.64% TAX FREE TRI SRIIB,      1143.44,      1134.67,      1140.00,      1134.65,      1138.66,                  1286084.41,1133, ,26,      1330.00,      1062.30
N,N2,79NHIT40,SEC RE NCD 7.90% STRPP B,       306.00,       306.00,       306.00,       306.00,       306.00,                    42534.00,139, ,4,       320.00,       298.45
N,N2,810IRFC27,BOND 8.10% PA TAX FREE S2,      1123.88,      1121.00,      1121.00,      1121.00,      1121.00,                    22420.00,20, ,2,      1180.00,      1065.00
N,N2,82HUDCO27,8.20 NCD05MAR27 FV 1000,      1088.00,      1088.00,      1094.99,      1088.00,      1090.00,                   506707.00,464, ,8,      1209.99,      1060.00
N,N2,830NHAI27,BOND 8.30% PA TAX FREE S2,      1131.20,      1131.20,      1134.80,      1131.12,      1132.00,                   712224.40,629, ,18,      1177.00,      1062.20
N,N2,848NTPC28,8.48%S-R-NCD SERIES 2A,      1235.00,      1479.95,      1479.95,      1479.95,      1479.95,                     1479.95,1, ,1,      1479.95,      1063.10
N,N2,91MOFSL27,SEC RE NCD 9.10% SR III,      1000.10,      1000.20,      1000.20,      1000.20,      1000.20,                    10002.00,10, ,1,      1010.00,       855.20
N,N2,957ISFL26,SEC RE NCD 9.57% SR 3,       966.00,       970.00,       975.00,       970.00,       975.00,                    54350.00,56, ,2,      1009.00,       927.00
N,N2,9MMFSML,9.00% UNSECURED NCD,      1018.00,      1020.00,      1020.00,      1016.00,      1016.00,                  1657400.00,1625, ,3,      1131.00,       996.00
N,N2,IMC1,SEC RE NCGB 8.25% STRPP C,       254.50,       258.98,       258.98,       254.32,       254.32,                     5133.00,20, ,2,       262.00,       240.00
N,N3,760PFCL35,7.60% TAX FREE NCD,      1220.00,      1220.00,      1220.00,      1220.00,      1220.00,                    61000.00,50, ,1,      1277.00,      1119.01
N,N3,79NHIT47,SEC RE NCD 7.90% STRPP C,       411.00,       408.00,       412.85,       408.00,       411.93,                   173340.23,422, ,5,       439.00,       392.00
N,N3,CIFCZC26A,SEC RE NCD SR.IV,      1069.00,      1069.00,      1069.00,      1069.00,      1069.00,                     5345.00,5, ,1,      1085.00,      1000.00
N,N3,IMC1,SEC RE NCGB 8.25% STRPP D,       256.98,       260.00,       260.00,       255.32,       258.00,                    10333.20,40, ,4,       266.50,       240.00
N,N4,1003ISFL28,SEC RE NCD 10.03% SR 5,       988.00,       988.00,       990.00,       985.00,       990.00,                    51320.00,52, ,6,      1018.99,       951.00
N,N4,10IIFL28,UNSEC RE NCD 10% SR.I,       940.00,       926.00,       940.00,       920.00,       940.00,                   312973.72,334, ,14,      1040.00,       920.00
N,N4,840CIFCL28,SEC RE NCD 8.40% SR.V,      1002.00,      1005.00,      1007.00,      1005.00,      1007.00,                   301900.00,300, ,2,      1080.00,       975.11
N,N4,897MOFSL29,SEC RE NCD 8.97% SR V,      1009.00,      1012.00,      1012.10,      1012.00,      1012.10,                   445283.10,440, ,10,      1018.00,       990.00
N,N5,1050ISFL28,SEC RE NCD 10.50% SR 6,       990.00,       985.00,       985.00,       985.00,       985.00,                      985.00,1, ,1,      1050.00,       936.00
N,N5,81ABFL33,SEC RE NCD 8.10% SR VI,      1060.00,      1048.00,      1069.99,      1048.00,      1066.59,                   247590.44,232, ,18,      1125.00,       993.00
