Symbol,Security,From Series,To Series,Change Date,Remarks
ANIKINDS,ANIK INDUSTRIES LIMITED,EQ,BE,25-JUL-2024,"-"
CONTI,CONTINENTAL SEEDS AND CHEMICALS LIMITED,SM,ST,25-JUL-2024,"-"
FLEXITUFF,FLEXITUFF VENTURES INTERNATIONAL LIMITED,EQ,BE,25-JUL-2024,"-"
KPIGREEN,KPI GREEN ENERGY LIMITED,EQ,BE,25-JUL-2024,"-"
MANAKALUCO,MANAKSIA ALUMINIUM COMPANY LIMITED,EQ,BE,25-JUL-2024,"-"
NECCLTD,NORTH EASTERN CARRYING CORPORATION LIMITED,EQ,BE,25-JUL-2024,"-"
RETAIL,JHS SVENDGAARD RETAIL VENTURES LIMITED,EQ,BE,25-JUL-2024,"-"
SAGARDEEP,SAGARDEEP ALLOYS LIMITED,EQ,BE,25-JUL-2024,"-"
