MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AB,965SCFL25,SEC RE NCD 9.65% SR.I,       965.00,       965.00,       965.00,       965.00,       965.00,                    18335.00,19, ,1,      1063.80,       930.20
N,AH,990SCL26D,SEC RE NCD 9.90% SR.IV,       765.00,       764.00,       764.00,       764.00,       764.00,                    19100.00,25, ,1,      1052.61,       680.00
N,N0,8ABFL26,SEC RE NCD 8% SR I,      1035.02,      1035.10,      1035.10,      1035.10,      1035.10,                    10351.00,10, ,1,      1184.40,       901.00
N,N0,965SCL25C,SEC RE NCD 9.39% SR.VIII,       890.00,       899.80,       899.80,       888.80,       888.80,                   125598.20,140, ,18,      1038.00,       815.00
N,N0,975NFL25,SEC RE NCD 9.75% SR. I,       996.00,       995.00,       995.00,       995.00,       995.00,                     3980.00,4, ,1,      1010.00,       960.49
N,N0,9PEL25,SEC RE NCD 9.00% SR I,      1049.00,      1049.00,      1049.00,      1049.00,      1049.00,                     5245.00,5, ,1,      1068.89,       985.00
N,N0,IMC1,SEC RE NCGB 8.25% STRPP A,       249.14,       250.00,       250.00,       248.00,       248.00,                     6730.00,27, ,2,       260.00,       241.00
N,N1,79NHIT35,SEC RE NCD 7.90% STRPP A,       307.50,       307.50,       307.50,       306.60,       306.60,                   310913.10,1014, ,7,       316.90,       295.00
N,N1,872MMFSL26,8.72% UNSECURED NCD,      1018.00,      1018.10,      1026.00,      1013.00,      1021.00,                   599933.45,590, ,25,      1145.00,       972.00
N,N1,945CAGL24,SEC RE NCD 9.45% SR. I,       995.00,       930.00,       966.00,       930.00,       966.00,                   121950.00,129, ,3,      1020.00,       876.00
N,N1,960ISFL25,SEC RE NCD 9.60% SR 2,      1010.00,      1010.20,      1018.80,      1010.20,      1018.80,                    35486.00,35, ,3,      1032.00,       901.00
N,N1,IMC1,SEC RE NCGB 8.25% STRPP B,       249.00,       250.00,       250.00,       248.50,       248.50,                    38196.00,153, ,4,       263.74,       240.00
N,N2,736PFCL28,7.36% TAX FREE NCD,      1085.50,      1109.90,      1109.90,      1109.90,      1109.90,                     1109.90,1, ,1,      1179.95,      1010.60
N,N2,738REC27TF,TAXFREE SEC NCD TR1 S2,      1092.80,      1092.71,      1092.71,      1092.71,      1092.71,                   207614.90,190, ,1,      1155.00,      1041.47
N,N2,764NABAR31,7.64% TAX FREE TRI SRIIB,      1135.50,      1136.60,      1137.00,      1136.55,      1136.74,                   236439.10,208, ,7,      1333.20,      1062.30
N,N2,79NHIT40,SEC RE NCD 7.90% STRPP B,       307.00,       308.00,       308.00,       305.11,       305.11,                  1042834.00,3411, ,27,       319.87,       298.45
N,N2,82HUDCO27,8.20 NCD05MAR27 FV 1000,      1094.00,      1093.00,      1093.00,      1086.55,      1091.11,                  4257615.00,3910, ,7,      1209.99,      1060.00
N,N2,830NHAI27,BOND 8.30% PA TAX FREE S2,      1132.17,      1133.00,      1136.00,      1130.00,      1130.94,                 13899927.76,12282, ,87,      1177.00,      1062.20
N,N2,91MOFSL27,SEC RE NCD 9.10% SR III,      1009.00,      1009.00,      1009.00,      1009.00,      1009.00,                     3027.00,3, ,1,      1010.00,       855.20
N,N2,9MMFSML,9.00% UNSECURED NCD,      1019.05,      1020.00,      1020.00,      1020.00,      1020.00,                     5100.00,5, ,1,      1131.00,       996.00
N,N2,IMC1,SEC RE NCGB 8.25% STRPP C,       248.00,       250.00,       250.00,       249.00,       249.98,                     8489.86,34, ,3,       262.00,       240.00
N,N3,760PFCL35,7.60% TAX FREE NCD,      1234.99,      1222.10,      1222.10,      1222.00,      1222.00,                     2444.10,2, ,2,      1276.00,      1119.01
N,N3,79NHIT47,SEC RE NCD 7.90% STRPP C,       411.15,       411.50,       411.50,       410.01,       410.01,                    62858.18,153, ,3,       439.00,       392.00
N,N3,IMC1,SEC RE NCGB 8.25% STRPP D,       248.50,       250.00,       250.00,       248.00,       248.00,                     6730.00,27, ,3,       266.50,       240.00
