"Security Name","Symbol Name","Trade Date","Quantity"
"GODREJ CONSUMER PRODUCTS LIMITED","GODREJCP","07-Aug-2024","9500"
"RBL BANK LIMITED    ","RBLBANK","07-Aug-2024","35000"
