Symbol,Security,From Series,To Series,Change Date,Remarks
AARTECH,AARTECH SOLONICS LIMITED,EQ,BE,24-APR-2024,"-"
HITECHGEAR,THE HI-TECH GEARS LIMITED,EQ,BE,24-APR-2024,"-"
K2INFRA,K2 INFRAGEN LIMITED,ST,SM,24-APR-2024,"-"
SHYAMTEL,SHYAM TELECOM LIMITED,EQ,BE,24-APR-2024,"GSM Stage - 0"
YASHOPTICS,YASH OPTICS & LENS LIMITED,ST,SM,24-APR-2024,"-"
