Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,16082024,1583539851,0002482
Trade Date <16-AUG-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1003ISFL28,N4,522,522,100.00
20,2,1015SCL28B,AZ,1,1,100.00
20,3,1018GS2026,GS,496,494,99.60
20,4,1025NFL25,N5,100,100,100.00
20,5,1025SCL34,Z8,1501,1501,100.00
20,6,1025SCL34A,ZT,1,1,100.00
20,7,1040UCL25,N4,300,300,100.00
20,8,1049DLSL25,NX,50,50,100.00
20,9,1050IIFL29,ND,2,2,100.00
20,10,1050NFL26,N7,25,25,100.00
20,11,1050UCL25,N7,16,16,100.00
20,12,10IIFL28,N4,2424,2421,99.88
20,13,10IIFL28A,NE,364,344,94.51
20,14,10IIFL29,N6,100,100,100.00
20,15,10NIDO26,N6,308,229,74.35
20,16,1119NFL27,ND,20,20,100.00
20,17,182D050924,TB,100,100,100.00
20,18,182D060225,TB,200,200,100.00
20,19,182D111024,TB,100,100,100.00
20,20,182D120924,TB,100,100,100.00
20,21,182D170125,TB,100,100,100.00
20,22,182D190924,TB,200,200,100.00
20,23,182D230125,TB,100,100,100.00
20,24,182D290824,TB,1000,1000,100.00
20,25,20MICRONS,EQ,276858,104198,37.64
20,26,360ONE,EQ,1240680,580282,46.77
20,27,364D180725,TB,2000,2000,100.00
20,28,364D220824,TB,300,300,100.00
20,29,364D260625,TB,700,700,100.00
20,30,364D270924,TB,5100,5100,100.00
20,31,3IINFOLTD,EQ,765078,390016,50.98
20,32,3MINDIA,EQ,6896,3258,47.24
20,33,515GS2025,GS,2,2,100.00
20,34,522GS2025,GS,1,1,100.00
20,35,574GS2026,GS,5,5,100.00
20,36,5PAISA,EQ,45252,19466,43.02
20,37,618GS2024,GS,1010,1007,99.70
20,38,619GS2034,GS,250,250,100.00
20,39,63MOONS,EQ,120488,68538,56.88
20,40,654GS2032,GS,1300,1300,100.00
20,41,676GS2061,GS,1586,1586,100.00
20,42,679GS2027,GS,150000,150000,100.00
20,43,68GS2060,GS,1,1,100.00
20,44,697GR2034,GS,1170,1110,94.87
20,45,699GS2026,GS,845,844,99.88
20,46,699GS2051,GS,1578,1574,99.75
20,47,702GS2027,GS,400,400,100.00
20,48,704GS2029,GS,10000,10000,100.00
20,49,704IRFC28,N6,100,100,100.00
20,50,706GS2028,GS,21600,19600,90.74
20,51,710GS2029,GS,22000,22000,100.00
20,52,716GS2050,GS,200,200,100.00
20,53,717GS2030,GS,10,10,100.00
20,54,718GS2033,GS,95605,95605,100.00
20,55,718GS2037,GS,23781,23781,100.00
20,56,71GS2034,GS,1300,1300,100.00
20,57,723GS2039,GS,10201,10201,100.00
20,58,725GS2063,GS,2021,2021,100.00
20,59,726GS2032,GS,4790,4790,100.00
20,60,726GS2033,GS,215,215,100.00
20,61,727GS2026,GS,1300,800,61.54
20,62,732GS2030,GS,800,800,100.00
20,63,732IRFC25,NI,498,498,100.00
20,64,733GS2026,GS,51942,49441,95.19
20,65,734GS2064,GS,1825,1824,99.95
20,66,736GS2052,GS,675,675,100.00
20,67,737GS2028,GS,11700,11700,100.00
20,68,738GS2027,GS,168557,165476,98.17
20,69,738REC27TF,N2,700,500,71.43
20,70,739NHAI26,N8,8,8,100.00
20,71,73GS2053,GS,121925,120000,98.42
20,72,740IIFCL33,N1,1000,950,95.00
20,73,741GS2036,GS,3201,3101,96.88
20,74,742GJ33,SG,153000,153000,100.00
20,75,743CG29,SG,119600,119600,100.00
20,76,743REC35,NH,100,100,100.00
20,77,746GS2073,GS,300,300,100.00
20,78,747HR36,SG,163000,163000,100.00
20,79,748KA33,SG,103000,103000,100.00
20,80,748MH35,SG,200200,200200,100.00
20,81,749HR36,SG,130000,130000,100.00
20,82,749MH36,SG,201200,201200,100.00
20,83,74GS2062,GS,153,153,100.00
20,84,751HUDCO28,N5,4699,3055,65.01
20,85,753IRFC30,NJ,3486,3208,92.03
20,86,753NTPC30E,NC,359,343,95.54
20,87,754GS2036,GS,167788,167708,99.95
20,88,758GJ32,SG,105000,105000,100.00
20,89,760PFCL35,N3,9,9,100.00
20,90,762NTPC35F,ND,31,31,100.00
20,91,763MH35,SG,112900,112900,100.00
20,92,763MH36,SG,112500,112500,100.00
20,93,764HUDCO31,N8,550,450,81.82
20,94,764IRFC31,NO,5469,5250,96.00
20,95,764NABAR31,N2,265,265,100.00
20,96,769HUDCO31,N9,104,104,100.00
20,97,769NHAI31,NE,5467,4937,90.31
20,98,76NHAI31,NA,1566,1061,67.75
20,99,772GS2049,GS,1,1,100.00
20,100,774IREDA31,N7,12,12,100.00
20,101,77AP38,SG,100,100,100.00
20,102,77TS38,SG,200,100,50.00
20,103,79NHIT35,N1,2749,2459,89.45
20,104,79NHIT40,N2,103,103,100.00
20,105,79NHIT47,N3,139,136,97.84
20,106,801TCH25,N4,22,17,77.27
20,107,810IRFC27,N2,7872,7417,94.22
20,108,812REC27,NI,850,850,100.00
20,109,81TCHF28,N8,40,40,100.00
20,110,820IIFL27,N9,1159,1159,100.00
20,111,824GS2027,GS,8176,7676,93.88
20,112,825IIFL25,N7,66,44,66.67
20,113,828GS2027,GS,100,100,100.00
20,114,829LTF24,NL,1,1,100.00
20,115,82HUDCO27,N2,576,576,100.00
20,116,82IGT31,NJ,176,176,100.00
20,117,82SCL24,NO,200,200,100.00
20,118,830CIFC26,N2,81,81,100.00
20,119,830NHAI27,N2,7095,6479,91.32
20,120,830PFCL27,N5,1,1,100.00
20,121,835SCL23,NN,6,6,100.00
20,122,840CIFCL28,N4,8,8,100.00
20,123,842IIFL26,NL,572,556,97.20
20,124,843IHFL29,NC,100,100,100.00
20,125,847SCL25,Z2,2,2,100.00
20,126,849NTPC25,N7,9823,9817,99.94
20,127,84CIFCL28,NA,2,1,50.00
20,128,84TCHF28,NA,800,800,100.00
20,129,863REC29,NC,1,1,100.00
20,130,865IFL28,NZ,10,10,100.00
20,131,865IIFL28,NS,805,760,94.41
20,132,865IRFC29,NA,1000,1000,100.00
20,133,865TCAPS27,N8,100,100,100.00
20,134,86LTF24,NJ,304,264,86.84
20,135,871REC28,N9,232,232,100.00
20,136,872MMFSL26,N1,80,80,100.00
20,137,875IHFL29,ND,1,1,100.00
20,138,875NHAI29,N6,1297,996,76.79
20,139,876HUDCO28,ND,1395,1355,97.13
20,140,87LTF27,NH,74,65,87.84
20,141,888IHFL25C,NR,85,85,100.00
20,142,888IRFC29,NE,126,115,91.27
20,143,889SCFL27,YC,63,63,100.00
20,144,88SCFL25,YZ,11,11,100.00
20,145,891NTPC33,N6,2343,2343,100.00
20,146,892NHPC33,N6,147,74,50.34
20,147,892PFCL33,N8,3349,3047,90.98
20,148,894SCL27,ZY,20,20,100.00
20,149,897GS2030,GS,1800,1800,100.00
20,150,897MOFSL29,N4,399,399,100.00
20,151,898LTF29,N7,339,176,51.92
20,152,8ABFL26,N0,10,10,100.00
20,153,901HUDCO34,NE,1392,976,70.11
20,154,901NHB34,N6,221,170,76.92
20,155,903SFL28,YI,209,209,100.00
20,156,905LTF27,NF,50,50,100.00
20,157,910TCAP28,NA,180,100,55.56
20,158,915SCL26,NE,10,10,100.00
20,159,91D031024,TB,200,200,100.00
20,160,91D050924,TB,700,700,100.00
20,161,91D071124,TB,800,800,100.00
20,162,91D181024,TB,1400,1400,100.00
20,163,91D190924,TB,100,100,100.00
20,164,91D260924,TB,100,100,100.00
20,165,921ISFL25,N0,1,1,100.00
20,166,925SCL25B,Y3,12,12,100.00
20,167,925SCL26B,YQ,20,20,100.00
20,168,925SCL26D,ZD,1,1,100.00
20,169,92GS2030,GS,500,500,100.00
20,170,92ICCL28,ND,9,9,100.00
20,171,931SFL26,Z5,10,10,100.00
20,172,935LTF29,N5,545,350,64.22
20,173,93MOFSL34,N6,142,142,100.00
20,174,943ECL28,NJ,300,300,100.00
20,175,948SCL26I,AX,7,7,100.00
20,176,94NFL24,N3,693,693,100.00
20,177,94SFL28,YL,1096,996,90.88
20,178,955SCL27,Z5,2,2,100.00
20,179,965SCL25,AG,8,8,100.00
20,180,965SCL25B,Y1,10,10,100.00
20,181,96IIFL28,N5,2383,2383,100.00
20,182,96IIFL28A,NF,1110,1080,97.30
20,183,96SFL24A,NB,35,35,100.00
20,184,970CAGL28,ND,195,195,100.00
20,185,971SCL28,AN,5,5,100.00
20,186,971SCL28I,BC,16,16,100.00
20,187,975NFL25,N0,529,529,100.00
20,188,97MOFSL34,N7,330,330,100.00
20,189,97SFL28,YS,100,100,100.00
20,190,97SFL29,YZ,65,65,100.00
20,191,985ECL28,NK,2,2,100.00
20,192,985IIFL22,NC,452,452,100.00
20,193,9IIFL28,Y0,48,48,100.00
20,194,9IIFL28A,NT,10,10,100.00
20,195,9MMFSML,N2,101,101,100.00
20,196,9SCFL25,Y5,100,100,100.00
20,197,9SFL25A,ZH,160,160,100.00
20,198,AAATECH,EQ,56396,22001,39.01
20,199,AADHARHFC,EQ,1371483,908213,66.22
20,200,AAREYDRUGS,EQ,551421,265573,48.16
20,201,AARON,EQ,9133,3849,42.14
20,202,AARTECH,EQ,52039,31405,60.35
20,203,AARTIDRUGS,EQ,49613,25177,50.75
20,204,AARTIIND,EQ,3247090,1013379,31.21
20,205,AARTIPHARM,EQ,157818,80446,50.97
20,206,AARTISURF,EQ,10153,5575,54.91
20,207,AARVI,EQ,10464,5084,48.59
20,208,AATMAJ,SM,6000,6000,100.00
20,209,AAVAS,EQ,75900,38569,50.82
20,210,ABAN,EQ,956216,629042,65.78
20,211,ABB,EQ,383686,184059,47.97
20,212,ABBOTINDIA,EQ,22838,9629,42.16
20,213,ABCAPITAL,EQ,10587128,3947166,37.28
20,214,ABDL,EQ,944799,500108,52.93
20,215,ABFRL,EQ,1757777,1037507,59.02
20,216,ABGSEC,EQ,38,37,97.37
20,217,ABINFRA,SM,12000,10000,83.33
20,218,ABSLAMC,EQ,222195,105340,47.41
20,219,ABSLBANETF,EQ,171512,168645,98.33
20,220,ABSLLIQUID,EQ,1619,1510,93.27
20,221,ABSLNN50ET,EQ,12902,9862,76.44
20,222,ABSLPSE,EQ,296958,237651,80.03
20,223,ABSMARINE,SM,510000,315000,61.76
20,224,ACC,EQ,192352,73680,38.30
20,225,ACCELYA,EQ,16365,7068,43.19
20,226,ACCENTMIC,SM,22000,15000,68.18
20,227,ACE,EQ,256453,145538,56.75
20,228,ACEINTEG,EQ,56329,22047,39.14
20,229,ACI,EQ,681984,337645,49.51
20,230,ACL,EQ,25424,12761,50.19
20,231,ACLGATI,EQ,571968,321598,56.23
20,232,ACSAL,SM,30000,24000,80.00
20,233,ADANIENSOL,EQ,3187004,1303794,40.91
20,234,ADANIENT,EQ,970067,248649,25.63
20,235,ADANIGREEN,EQ,883836,409911,46.38
20,236,ADANIPORTS,EQ,1985315,665001,33.50
20,237,ADANIPOWER,EQ,16281420,8763875,53.83
20,238,ADFFOODS,EQ,83806,43071,51.39
20,239,ADL,EQ,14090,4078,28.94
20,240,ADORWELD,EQ,10876,6433,59.15
20,241,ADROITINFO,EQ,45625,18000,39.45
20,242,ADROITPP1,E1,44408,37561,84.58
20,243,ADSL,EQ,335821,156552,46.62
20,244,ADVANIHOTR,EQ,740722,248252,33.51
20,245,ADVENZYMES,EQ,222248,106981,48.14
20,246,AEGISLOG,EQ,226848,152692,67.31
20,247,AEROFLEX,EQ,494676,236396,47.79
20,248,AESTHETIK,ST,1010000,1010000,100.00
20,249,AETHER,EQ,43663,26635,61.00
20,250,AFFLE,EQ,422200,154033,36.48
20,251,AFIL,EQ,736876,314869,42.73
20,252,AGARIND,EQ,49890,22987,46.08
20,253,AGARWALFT,ST,3000,3000,100.00
20,254,AGI,EQ,212391,102536,48.28
20,255,AGIIL,EQ,68699,26962,39.25
20,256,AGNI,SM,42500,20000,47.06
20,257,AGRITECH,EQ,17565,9848,56.07
20,258,AGROPHOS,EQ,44111,28205,63.94
20,259,AGSTRA,EQ,434010,180949,41.69
20,260,AGUL,SM,2000,2000,100.00
20,261,AHL,EQ,452536,143841,31.79
20,262,AHLEAST,EQ,11515,8848,76.84
20,263,AHLUCONT,EQ,59841,30395,50.79
20,264,AIAENG,EQ,43258,23090,53.38
20,265,AIIL,EQ,48998,24162,49.31
20,266,AILIMITED,ST,21000,21000,100.00
20,267,AIMTRON,ST,108800,104800,96.32
20,268,AIROLAM,EQ,7718,4429,57.39
20,269,AIRTELPP,E1,182419,135044,74.03
20,270,AISL,SM,33600,21600,64.29
20,271,AJANTPHARM,EQ,221692,116971,52.76
20,272,AJOONI,EQ,1245831,759441,60.96
20,273,AKANKSHA,ST,22000,16000,72.73
20,274,AKASH,EQ,87682,25182,28.72
20,275,AKG,EQ,3605844,887734,24.62
20,276,AKI,EQ,133621,95231,71.27
20,277,AKIKO,SM,193600,158400,81.82
20,278,AKSHAR,EQ,4079241,2889452,70.83
20,279,AKSHARCHEM,EQ,5692,3602,63.28
20,280,AKSHOPTFBR,EQ,1246805,756974,60.71
20,281,AKUMS,EQ,982763,335937,34.18
20,282,AKZOINDIA,EQ,5361,2858,53.31
20,283,ALANKIT,EQ,1308101,726766,55.56
20,284,ALBERTDAVD,EQ,10070,5094,50.59
20,285,ALEMBICLTD,EQ,604849,265866,43.96
20,286,ALICON,EQ,10139,4342,42.82
20,287,ALKALI,EQ,17950,7654,42.64
20,288,ALKEM,EQ,299515,213887,71.41
20,289,ALKYLAMINE,EQ,33181,15224,45.88
20,290,ALLCARGO,EQ,1920919,1060303,55.20
20,291,ALLETEC,SM,144000,80000,55.56
20,292,ALLSEC,EQ,36481,15573,42.69
20,293,ALOKINDS,EQ,9181334,3820424,41.61
20,294,ALPA,EQ,172135,81685,47.45
20,295,ALPEXSOLAR,ST,88000,81600,92.73
20,296,ALPHA,EQ,704710,375508,53.29
20,297,ALPHAETF,EQ,3419800,3327134,97.29
20,298,ALPL30IETF,EQ,3925345,3772958,96.12
20,299,ALUWIND,ST,78000,78000,100.00
20,300,AMBANIORGO,SM,1000,1000,100.00
20,301,AMBER,EQ,133792,99370,74.27
20,302,AMBEY,SM,250000,216000,86.40
20,303,AMBICAAGAR,EQ,27501,27501,100.00
20,304,AMBIKCO,EQ,61968,30778,49.67
20,305,AMBUJACEM,EQ,958226,398207,41.56
20,306,AMDIND,EQ,54226,31073,57.30
20,307,AMEYA,SM,34000,26000,76.47
20,308,AMIORG,EQ,120333,57892,48.11
20,309,AMJUMBO,ST,368000,344000,93.48
20,310,AMNPLST,EQ,11727,4990,42.55
20,311,AMRUTANJAN,EQ,47184,32314,68.49
20,312,ANANDRATHI,EQ,14314,10044,70.17
20,313,ANANTRAJ,EQ,6890740,2223150,32.26
20,314,ANDHRAPAP,EQ,42116,19268,45.75
20,315,ANDHRSUGAR,EQ,185152,75201,40.62
20,316,ANGELONE,EQ,385491,178528,46.31
20,317,ANLON,ST,1600,1600,100.00
20,318,ANNAPURNA,SM,173000,119000,68.79
20,319,ANTGRAPHIC,EQ,1602886,942576,58.80
20,320,ANUP,EQ,36877,21396,58.02
20,321,ANURAS,EQ,178541,107512,60.22
20,322,APARINDS,EQ,43500,13884,31.92
20,323,APCL,EQ,12009,7055,58.75
20,324,APCOTEXIND,EQ,38861,21820,56.15
20,325,APEX,EQ,109151,49630,45.47
20,326,APLAPOLLO,EQ,624511,487233,78.02
20,327,APLLTD,EQ,180781,70878,39.21
20,328,APOLLO,EQ,3493608,1714770,49.08
20,329,APOLLOHOSP,EQ,611092,192612,31.52
20,330,APOLLOPIPE,EQ,123297,72848,59.08
20,331,APOLLOTYRE,EQ,1682594,817025,48.56
20,332,APOLSINHOT,EQ,3784,2898,76.59
20,333,APRAMEYA,SM,140000,112000,80.00
20,334,APS,ST,42500,36500,85.88
20,335,APTECHT,EQ,106915,57701,53.97
20,336,APTUS,EQ,273977,169148,61.74
20,337,ARABIAN,SM,26000,18000,69.23
20,338,ARCHIDPLY,EQ,175105,74583,42.59
20,339,ARCHIES,EQ,66091,45127,68.28
20,340,ARE&M,EQ,264213,123854,46.88
20,341,ARHAM,SM,27000,24000,88.89
20,342,ARIES,EQ,91688,40319,43.97
20,343,ARIHANTACA,SM,27200,24000,88.24
20,344,ARIHANTCAP,EQ,805541,458761,56.95
20,345,ARIHANTSUP,EQ,103585,40777,39.37
20,346,ARISTO,SM,6400,6400,100.00
20,347,ARMANFIN,EQ,124001,63923,51.55
20,348,AROGRANITE,EQ,31354,15532,49.54
20,349,ARROWGREEN,EQ,110543,53236,48.16
20,350,ARTEMISMED,EQ,70275,42161,59.99
