"Security Name","Symbol Name","Trade Date","Quantity"
"HCL TECHNOLOGIES LTD","HCLTECH","14-Aug-2024","24850"
"MARUTI SUZUKI INDIA LTD.","MARUTI","14-Aug-2024","20350"
