Symbol,Security,From Series,To Series,Change Date,Remarks
APRAMEYA,APRAMEYA ENGINEERING LIMITED,ST,SM,16-AUG-2024,"-"
BIRLAMONEY,ADITYA BIRLA MONEY LIMITED,EQ,BE,16-AUG-2024,"-"
PARSVNATH,PARSVNATH DEVELOPERS LIMITED,EQ,BE,16-AUG-2024,"-"
TROM,TROM INDUSTRIES LIMITED,ST,SM,16-AUG-2024,"-"
