Confirmed list of securities to be auctioned in A 2024153 to be held on Aug 16 2024.

Sr No,Symbol,Series,Total Qty
1,ABCAPITAL,EQ,4894
2,ACC,EQ,68
3,ADANIENSOL,EQ,22
4,ADANIPORTS,EQ,189
5,ADANIPOWER,EQ,100
6,ADROITPP1,E1,5
7,AGIIL,EQ,34
8,AJOONI,EQ,12
9,ALANKIT,EQ,100
10,APEX,EQ,37
11,APTECHT,EQ,1
12,ARCHIES,EQ,497
13,ASAHISONG,EQ,4
14,ASHAPURMIN,EQ,500
15,ASIANENE,EQ,787
16,ASTERDM,EQ,1
17,AUBANK,EQ,18
18,AUTOIND,EQ,295
19,AWFIS,EQ,1
20,AWL,EQ,300
21,AXISBANK,EQ,2045
22,BAJAJ-AUTO,EQ,76
23,BAJAJFINSV,EQ,437
24,BAJFINANCE,EQ,385
25,BARBEQUE,EQ,50
26,BERGEPAINT,EQ,3404
27,BHARTIARTL,EQ,1870
28,BHEL,EQ,93
29,BIL,EQ,193
30,BLKASHYAP,EQ,3
31,BOSCHLTD,EQ,5
32,BPCL,EQ,1877
33,BRITANNIA,EQ,56
34,CHEMFAB,EQ,2
35,CIPLA,EQ,532
36,COFORGE,EQ,5
37,CRAFTSMAN,EQ,3
38,CYIENT,EQ,1
39,DCMFINSERV,EQ,50
40,DELHIVERY,EQ,1
41,DIAMONDYD,EQ,1
42,DIVISLAB,EQ,84
43,DOLATALGO,EQ,30
44,DRREDDY,EQ,160
45,DVL,EQ,1
46,EDELWEISS,EQ,2
47,EICHERMOT,EQ,196
48,ELGIEQUIP,EQ,1
49,EMAMILTD,EQ,1
50,EPL,EQ,5
51,EQUITASBNK,EQ,9800
52,FMNL,EQ,480
53,FORCEMOT,EQ,100
54,GENUSPOWER,EQ,1
55,GFLLIMITED,EQ,5
56,GMRP&UI,EQ,9
57,GODREJAGRO,EQ,3
58,GOKEX,EQ,128
59,GRASIM,EQ,42
60,GRAVITA,EQ,3000
61,GULPOLY,EQ,1
