MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AP,950SCL23A,SEC RE NCD 9.65% SR I,      1055.00,       966.55,       970.00,       966.55,       966.55,                    24198.25,25, ,6,      1148.00,       900.10
N,AV,990SCL26I,SEC RE NCD 9.90% SR IV,       845.00,       875.00,       875.00,       875.00,       875.00,                    13125.00,15, ,1,      1240.00,       723.00
N,AX,948SCL26I,SEC RE NCD 9.48% SR V,       898.00,       878.00,       878.00,       878.00,       878.00,                      878.00,1, ,1,      1095.00,       670.10
N,BC,971SCL28I,SEC RE NCD 9.71% SR VIII,       880.66,       880.00,       880.00,       880.00,       880.00,                     4400.00,5, ,1,      1020.00,       820.00
N,N0,965SCL25C,SEC RE NCD 9.39% SR.VIII,       925.00,       945.00,       945.00,       898.00,       916.87,                   180887.00,196, ,9,      1038.00,       815.00
N,N0,975NFL25,SEC RE NCD 9.75% SR. I,       985.08,       984.00,       997.00,       984.00,       986.08,                   579113.08,585, ,18,      1010.00,       960.49
N,N0,IMC1,SEC RE NCGB 8.25% STRPP A,       247.00,       249.00,       249.00,       247.20,       247.20,                    22096.28,89, ,5,       260.00,       241.00
N,N1,79NHIT35,SEC RE NCD 7.90% STRPP A,       306.43,       307.98,       308.95,       307.98,       308.95,                     1233.86,4, ,3,       316.90,       295.00
N,N1,905PEL26,SEC RE NCD 9.05% SR II,      1061.00,      1061.00,      1061.00,      1061.00,      1061.00,                    10610.00,10, ,1,      1061.00,       983.87
N,N2,736PFCL28,7.36% TAX FREE NCD,      1084.91,      1085.30,      1114.00,      1085.30,      1114.00,                   119698.70,110, ,2,      1179.95,      1010.60
N,N2,764NABAR31,7.64% TAX FREE TRI SRIIB,      1135.00,      1135.01,      1136.55,      1135.00,      1136.53,                   566675.09,499, ,10,      1333.20,      1062.30
N,N2,82HUDCO27,8.20 NCD05MAR27 FV 1000,      1098.00,      1096.00,      1096.00,      1096.00,      1096.00,                  1426992.00,1302, ,10,      1209.99,      1060.00
N,N2,830NHAI27,BOND 8.30% PA TAX FREE S2,      1135.10,      1140.00,      1140.00,      1133.10,      1133.20,                   139975.05,123, ,11,      1177.00,      1062.20
N,N2,91MOFSL27,SEC RE NCD 9.10% SR III,      1004.85,      1006.00,      1006.00,      1006.00,      1006.00,                   307836.00,306, ,4,      1010.00,       855.20
N,N2,9MMFSML,9.00% UNSECURED NCD,      1022.00,      1015.60,      1015.60,      1015.00,      1015.00,                   355377.00,350, ,7,      1131.00,       996.00
N,N2,IMC1,SEC RE NCGB 8.25% STRPP C,       252.46,       249.50,       249.50,       248.00,       248.00,                    89537.87,360, ,6,       262.00,       240.00
N,N3,79NHIT47,SEC RE NCD 7.90% STRPP C,       411.00,       411.00,       411.00,       411.00,       411.00,                   466485.00,1135, ,6,       439.00,       392.00
N,N3,867NHPC33,8.67% SEC RED BOND S3A,      1314.00,      1575.80,      1575.80,      1575.80,      1575.80,                    20485.40,13, ,1,      1739.80,      1095.60
N,N3,935PEL33,SEC RE NCD 9.35% SR IV,      1055.00,      1055.00,      1055.00,      1055.00,      1055.00,                    11605.00,11, ,2,      1115.01,       983.00
N,N3,960CAGL25,SEC RE NCD 9.60% SR. III,       999.50,      1000.00,      1000.00,       998.00,       998.00,                   119960.00,120, ,3,      1025.00,       986.00
N,N3,IMC1,SEC RE NCGB 8.25% STRPP D,       250.00,       250.00,       250.00,       248.00,       248.50,                    78595.00,316, ,5,       266.50,       240.00
N,N4,1003ISFL28,SEC RE NCD 10.03% SR 5,       986.05,       986.05,       986.05,       986.05,       986.05,                     4930.25,5, ,1,      1018.99,       933.00
N,N4,1040UCL25,SEC RED NCD 10.40% SR.III,      1000.00,       995.00,       995.10,       989.00,       989.00,                   193767.70,195, ,7,      1009.80,       967.50
N,N4,10IIFL28,UNSEC RE NCD 10% SR.I,       935.00,       950.00,       950.00,       933.00,       946.00,                   141256.10,151, ,9,      1040.00,       920.00
N,N4,734IRFC28,7.34 NCD 19FEB28 TR1 SR2,      1100.42,      1108.10,      1108.10,      1108.10,      1108.10,                    12189.10,11, ,1,      1168.00,      1050.50
N,N4,801TCH25,SEC RED NCD 8.01% SR.II,       999.62,      1000.00,      1000.00,      1000.00,      1000.00,                    10000.00,10, ,1,      1100.01,       951.00
N,N4,840CIFCL28,SEC RE NCD 8.40% SR.V,      1003.05,      1009.80,      1009.80,      1008.90,      1009.05,                   126124.50,125, ,4,      1080.00,       930.00
N,N4,888SCL25E,SEC RE NCD 10.25% SR XII,      1009.99,      1005.00,      1009.99,      1005.00,      1009.99,                    42317.80,42, ,4,      1010.00,       900.00
N,N4,891IIFCL34,8.91% TAX FREE NCD,      1290.21,      1292.02,      1293.00,      1292.00,      1293.00,                   985234.40,762, ,20,      1359.90,      1241.02
N,N4,897MOFSL29,SEC RE NCD 8.97% SR V,      1016.00,      1014.00,      1014.00,      1014.00,      1014.00,                    73008.00,72, ,4,      1018.00,       990.00
N,N4,945IFSL25,SEC RE NCD 9.45% SR.I,       975.00,       973.00,       975.10,       972.00,       975.10,                     9737.06,10, ,5,      1170.00,       941.00
N,N5,1025NFL25,SEC RE NCD 10.25% SR.II,       985.31,       990.00,       990.00,       990.00,       990.00,                      990.00,1, ,1,      1180.00,       931.35
N,N5,1050ISFL28,SEC RE NCD 10.50% SR 6,       985.00,       985.00,      1010.00,       980.00,      1010.00,                    11825.00,12, ,4,      1050.00,       936.00
N,N5,10CAGL27,SEC RE NCD 10% SR. V,      1020.00,      1015.00,      1015.00,      1003.80,      1012.10,                   129461.75,128, ,7,      1060.00,       888.00
N,N5,830PFCL27,8.30% TAX FREE NCD,      1135.00,      1131.00,      1131.00,      1131.00,      1131.00,                   113100.00,100, ,3,      1179.90,      1054.00
N,N5,935LTF29,SE RE NCD 9.35% SR.V OP2,      1064.16,      1069.00,      1090.00,      1069.00,      1090.00,                     7504.00,7, ,3,      1150.00,      1032.00
N,N5,935MOFSL29,SEC RE NCD 9.35% SR VI,      1017.00,      1020.00,      1020.00,      1020.00,      1020.00,                    51000.00,50, ,1,      1020.00,       980.00
N,N5,957NIDO26,SEC RED NCD 9.57% SR. V,       970.49,       970.70,       973.00,       970.70,       970.70,                   329193.75,339, ,16,      1007.00,       894.01
