Symbol,Security,From Series,To Series,Change Date,Remarks
DNAMEDIA,DILIGENT MEDIA CORPORATION LIMITED,EQ,BE,07-AUG-2024,"-"
KATARIA,KATARIA INDUSTRIES LIMITED,ST,SM,07-AUG-2024,"-"
MACOBSTECH,MACOBS TECHNOLOGIES LIMITED,ST,SM,07-AUG-2024,"-"
