Sr. No,Symbol,Series,Security Name,From,To
1,KAYA,EQ,KAYA LIMITED,10,5
2,RKEC,EQ,RKEC PROJECTS LIMITED,10,5
3,SUVEN,EQ,SUVEN LIFE SCIENCES LIMITED,10,5
4,KORE,SM,JAY JALARAM TECHNOLOGIES LIMITED,20,10
5,NAMAN,SM,NAMAN IN-STORE (INDIA) LIMITED,20,10
6,SURAJEST,EQ,SURAJ ESTATE DEVELOPERS LIMITED,20,10
7,SMARTLINK,BE,SMARTLINK HOLDINGS LIMITED,5,2
