Confirmed list of securities to be auctioned in A 2024127 to be held on Jul 09 2024.

Sr No,Symbol,Series,Total Qty
1,AADHARHFC,EQ,2
2,ABFRL,EQ,1228
3,ACE,EQ,2
4,ACI,EQ,2
5,AEGISLOG,EQ,4
6,AGI,EQ,20
7,AGROPHOS,EQ,150
8,AIRAN,EQ,4
9,AJOONI,EQ,10367
10,AKSHOPTFBR,EQ,801
11,ALKEM,EQ,30
12,ALPHAGEO,EQ,20623
13,AMBUJACEM,EQ,22
14,ANANDRATHI,EQ,1
15,ANGELONE,EQ,422
16,ARVIND,EQ,10
17,ASIANENE,EQ,5
18,ASTERDM,EQ,148
19,ATUL,EQ,100
20,AUBANK,EQ,101
21,AUROPHARMA,EQ,35
22,AWHCL,EQ,2
23,AXISBANK,EQ,328
24,AXISCADES,EQ,6
25,BAJAJ-AUTO,EQ,6
26,BAJAJCON,EQ,70
27,BAJFINANCE,EQ,161
28,BALAJITELE,EQ,200
29,BANARISUG,EQ,1
30,BANDHANBNK,EQ,1200
31,BANKBARODA,EQ,2080
32,BCLIND,EQ,18
33,BDL,EQ,28
34,BEL,EQ,1020
35,BEPL,EQ,32
36,BHAGCHEM,EQ,1
37,BHARTIARTL,EQ,293
38,BHEL,EQ,1348
39,BOSCHLTD,EQ,1
40,BPCL,EQ,130
41,BSE,EQ,3
42,CANFINHOME,EQ,6
43,CENTEXT,EQ,1464
44,CHAMBLFERT,EQ,5
45,CIPLA,EQ,13
46,CLEAN,EQ,30
47,CLOUD,SM,19000
48,COCHINSHIP,EQ,46
49,COMPUSOFT,EQ,285
50,CORALFINAC,EQ,6234
51,COUNCODOS,EQ,25002
52,CROMPTON,EQ,10
53,DAMODARIND,EQ,192
54,DBCORP,EQ,1000
55,DBREALTY,EQ,201
56,DCXINDIA,EQ,1
57,DELTACORP,EQ,1000
58,DLF,EQ,138
59,DMART,EQ,5
60,DREAMFOLKS,EQ,455
61,DREDGECORP,EQ,7
62,DRREDDY,EQ,71
63,DSSL,EQ,92
64,DYNPRO,EQ,92
65,ECLERX,EQ,79
66,EGOLD,EQ,134
67,EMBDL,EQ,200
68,EMIL,EQ,969
69,EMMBI,EQ,1
70,ENERGYDEV,EQ,1783
71,ENGINERSIN,EQ,819
72,ENIL,EQ,1
73,ESSARSHPNG,EQ,70
74,ESTER,EQ,10000
75,EVEREADY,EQ,100
76,EXICOM,EQ,3
77,EXIDEIND,EQ,43
78,FACT,EQ,4010
79,FMCGIETF,EQ,3519
80,FSL,EQ,65
81,GAEL,EQ,1
82,GENCON,EQ,663
83,GENESYS,EQ,245
84,GENUSPOWER,EQ,1
85,GESHIP,EQ,189
86,GILLETTE,EQ,10
87,GIPCL,EQ,1
88,GLOBUSSPR,EQ,1
89,GMDCLTD,EQ,50
90,GMRINFRA,EQ,100
91,GMRP&UI,EQ,21786
92,GNFC,EQ,50
93,GODREJCP,EQ,62
94,GOLDCASE,EQ,2031
95,GOLDETF,EQ,547
96,GOLDETFADD,EQ,138
97,GPIL,EQ,1
98,GRAVITA,EQ,111
99,GREAVESCOT,EQ,50
100,GREENPOWER,EQ,10088
101,GTLINFRA,EQ,55768
102,GULFPETRO,EQ,1
103,HAL,EQ,22
104,HATSUN,EQ,36
105,HBSL,EQ,10
106,HCG,EQ,100
107,HDFCBANK,EQ,216
108,HDFCLIFE,EQ,265
109,HDFCNEXT50,EQ,2
110,HDFCNIFTY,EQ,9
111,HEMIPROP,EQ,600
112,HEXATRADEX,EQ,209
113,HILTON,EQ,6518
114,HINDCOPPER,EQ,255
115,HINDUNILVR,EQ,15
116,HINDZINC,EQ,1
117,HIRECT,EQ,19
118,HSCL,EQ,6
119,HTMEDIA,EQ,10
120,ICICIBANK,EQ,211
121,IDBI,EQ,2
122,IDEA,EQ,5000
123,IDEAFORGE,EQ,500
124,IFCI,EQ,1395
125,INDHOTEL,EQ,7
126,INDIANCARD,EQ,20
127,INDUSINDBK,EQ,133
128,INDUSTOWER,EQ,5
129,INFIBEAM,EQ,200
130,INFY,EQ,158
131,INOXGREEN,EQ,45
132,INOXINDIA,EQ,194
133,INOXWIND,EQ,45
134,INTLCONV,EQ,1
135,IOB,EQ,11
136,IONEXCHANG,EQ,25
137,IRCON,EQ,683
138,IRCTC,EQ,79
139,IREDA,EQ,136
140,IRFC,EQ,242
141,ISEC,EQ,96
142,ITC,EQ,921
143,IVC,EQ,772
144,IVP,EQ,631
145,IXIGO,EQ,307
146,JAYBARMARU,EQ,1
147,JAYNECOIND,EQ,18
148,JBMA,EQ,29
149,JTEKTINDIA,EQ,50
150,JUNIORBEES,EQ,14
151,JYOTICNC,EQ,10
152,KAUSHALYA,EQ,4
153,KAYA,EQ,5574
154,KOTAKBANK,EQ,1
155,KRBL,EQ,500
156,KRITINUT,EQ,905
157,KUANTUM,EQ,10
158,LAURUSLABS,EQ,1
159,LEXUS,EQ,1
160,LICI,EQ,198
161,LIQUID,EQ,100
162,LIQUID1,EQ,10
163,LIQUIDADD,EQ,967
164,LIQUIDBEES,EQ,228
165,LIQUIDBETF,EQ,260
166,LIQUIDIETF,EQ,500
167,LLOYDSENGG,EQ,645
168,LPDC,EQ,9195
169,LRRPL,SM,3000
170,LT,EQ,25
171,LUXIND,EQ,3
172,LYKALABS,EQ,25
173,M&M,EQ,178
174,MADRASFERT,EQ,3000
175,MAGNUM,EQ,121
176,MAHABANK,EQ,5000
177,MANINDS,EQ,1400
178,MANKIND,EQ,111
179,MARINE,EQ,120839
180,MASTEK,EQ,61
181,MAXESTATES,EQ,536
182,MAZDOCK,EQ,505
183,MCLEODRUSS,EQ,17
184,MENONBE,EQ,10
185,MICEL,EQ,100
186,MIDCAP,EQ,5
187,MIDHANI,EQ,475
188,MIDQ50ADD,EQ,15
189,MINDTECK,EQ,7
190,MOIL,EQ,130
191,MOTISONS,EQ,550
192,MUKTAARTS,EQ,2
193,MUTHOOTFIN,EQ,25
194,NAHARPOLY,EQ,12
195,NATIONALUM,EQ,195
196,NAVA,EQ,400
197,NCC,EQ,75
198,NEOGEN,EQ,10
199,NESTLEIND,EQ,700
200,NFL,EQ,1246
201,NMDC,EQ,114
202,NOCIL,EQ,1000
203,NTPC,EQ,797
204,NV20IETF,EQ,110
205,OIL,EQ,166
206,OMAXE,EQ,281
207,ONGC,EQ,416
208,ORIENTPPR,EQ,300
209,PANACEABIO,EQ,99
210,PARAS,EQ,1
211,PAYTM,EQ,10
212,PCJEWELLER,EQ,31084
213,PENINLAND,EQ,500
214,PFC,EQ,6
215,PFOCUS,EQ,2
216,PFS,EQ,500
217,PGHH,EQ,4
218,PIDILITIND,EQ,7
219,PNB,EQ,1
220,PRITI,EQ,1
221,PSPPROJECT,EQ,81
222,PTC,EQ,1
223,RAILTEL,EQ,50
224,RAJMET,EQ,1717
225,RAJRATAN,EQ,501
226,RCF,EQ,5
227,RECLTD,EQ,534
228,REFRACTORY,SM,4000
229,RELIANCE,EQ,590
