Symbol,Security,From Series,To Series,Change Date,Remarks
IVC,IL&FS INVESTMENT MANAGERS LIMITED,EQ,BE,31-JUL-2024,"-"
RTNPOWER,RATTANINDIA POWER LIMITED,EQ,BE,31-JUL-2024,"-"
SIL,STANDARD INDUSTRIES LIMITED,EQ,BE,31-JUL-2024,"-"
