Confirmed list of securities to be auctioned in A 2024142 to be held on Jul 31 2024.

Sr No,Symbol,Series,Total Qty
1,360ONE,EQ,50
2,63MOONS,EQ,1260
3,849NTPC25,N7,129
4,AAATECH,EQ,23
5,AARVEEDEN,EQ,4383
6,ABFRL,EQ,656
7,ABGSEC,EQ,98
8,ADANIENSOL,EQ,101
9,AFFLE,EQ,447
10,AHLUCONT,EQ,106
11,AJOONI,EQ,350
12,AKSHAR,EQ,2000
13,ANDHRSUGAR,EQ,2
14,APOLLOHOSP,EQ,29
15,APOLLOTYRE,EQ,335
16,ASAHISONG,EQ,15
17,ASHOKA,EQ,20
18,ASPINWALL,EQ,33
19,AUBANK,EQ,2
20,AURIONPRO,EQ,87
21,AUROPHARMA,EQ,125
22,AURUMPP1,E1,9
23,AWL,EQ,100
24,AXISBANK,EQ,307
25,AXISCETF,EQ,10
26,AYMSYNTEX,EQ,22
27,BAJAJFINSV,EQ,5
28,BAJAJHIND,EQ,200
29,BEL,EQ,1
30,BHEL,EQ,172
31,BPCL,EQ,250
32,BSE,EQ,3
33,CCL,EQ,450
34,CENTEXT,EQ,500
35,CESC,EQ,100
36,CGPOWER,EQ,75
37,CHAMBLFERT,EQ,5
38,CMSINFO,EQ,1
39,COALINDIA,EQ,202
40,COLPAL,EQ,1
41,COUNCODOS,EQ,28304
42,CROMPTON,EQ,1
43,CUMMINSIND,EQ,9
44,DBSTOCKBRO,EQ,440
45,DCW,EQ,5
46,DEEPAKNTR,EQ,72
47,DEVYANI,EQ,100
48,DNAMEDIA,EQ,541
49,DONEAR,EQ,94
50,EGOLD,EQ,20
51,ENERGYDEV,EQ,135
52,ESTER,EQ,372
53,EXIDEIND,EQ,292
54,FEDERALBNK,EQ,1
55,FIBERWEB,EQ,17184
56,FILATEX,EQ,7228
57,FSL,EQ,1109
58,GABRIEL,EQ,1
59,GAIL,EQ,10
60,GANESHBE,EQ,100
61,GARFIBRES,EQ,100
62,GENSOL,EQ,51
63,GENUSPAPER,EQ,500
64,GENUSPOWER,EQ,512
65,GESHIP,EQ,350
66,GICRE,EQ,1
67,GMRINFRA,EQ,1427
68,GOACARBON,EQ,28
69,GODFRYPHLP,EQ,1
70,GODREJCP,EQ,1
71,GOLDIAM,EQ,3
72,GPIL,EQ,3
73,GRANULES,EQ,500
74,GREAVESCOT,EQ,1030
75,GRSE,EQ,4224
76,GUJGASLTD,EQ,21
77,GUJRAFFIA,EQ,59
78,HAL,EQ,100
79,HARRMALAYA,EQ,50
80,HAVELLS,EQ,97
81,HCL-INSYS,EQ,7989
82,HDFCAMC,EQ,358
83,HDFCBANK,EQ,16924
84,HEXATRADEX,EQ,116
85,HFCL,EQ,350
86,HILTON,EQ,16
87,HINDMOTORS,EQ,4752
88,HINDPETRO,EQ,212
89,HSCL,EQ,51
90,HUBTOWN,EQ,9416
91,ICICIBANK,EQ,7906
92,ICICIPRULI,EQ,656
93,IDEA,EQ,3098
94,IDFC,EQ,2499
95,IEL,EQ,8672
96,IFCI,EQ,5720
97,IGL,EQ,50
98,IIFLSEC,EQ,1800
99,INDIGO,EQ,1
100,INDOCO,EQ,199
101,INDOTECH,EQ,152
102,INDSWFTLTD,EQ,7162
103,INOXGREEN,EQ,10
104,INOXWIND,EQ,1
105,IOC,EQ,500
106,IRCON,EQ,1512
107,IVC,EQ,1000
108,JAGRAN,EQ,119
109,JAICORPLTD,EQ,3
110,JBCHEPHARM,EQ,50
111,JINDALPHOT,EQ,53
112,JINDALSTEL,EQ,1
113,JINDRILL,EQ,1
114,JKCEMENT,EQ,1
115,JYOTISTRUC,EQ,1248
116,KESORAMIND,EQ,24
117,KHAICHEM,EQ,50
118,KNRCON,EQ,500
119,KOTAKBANK,EQ,9238
120,KRITI,EQ,124
121,KSCL,EQ,10
122,LAL,EQ,2
123,LALPATHLAB,EQ,1
124,LAXMICOT,EQ,33
125,LFIC,EQ,506
126,LICHSGFIN,EQ,137
127,LICI,EQ,65
128,LINC,EQ,11
129,LIQUIDBETF,EQ,10
130,LTIM,EQ,24
131,LTTS,EQ,822
132,LUPIN,EQ,25
133,LUXIND,EQ,2
134,M&MFIN,EQ,180
135,MAHSCOOTER,EQ,4
136,MALUPAPER,EQ,929
137,MANGCHEFER,EQ,2
138,MAWANASUG,EQ,1
139,MEGASOFT,EQ,44
140,MMTC,EQ,100
141,MODISONLTD,EQ,1
142,MOMOMENTUM,EQ,536
143,MPHASIS,EQ,5
144,MRPL,EQ,300
145,MSPL,EQ,2500
146,MTNL,EQ,21069
147,MUTHOOTFIN,EQ,87
148,NAGREEKEXP,EQ,1
149,NAHARPOLY,EQ,224
150,NAHARSPING,EQ,45
151,NATCOPHARM,EQ,1
152,NAVINFLUOR,EQ,11
153,NAZARA,EQ,30
154,NEPHROCARE,SM,9600
155,NITCO,EQ,100
156,NTPC,EQ,97
157,OIL,EQ,1
158,ONGC,EQ,100
159,ORCHPHARMA,EQ,1
160,ORIENTELEC,EQ,8
161,OSWALAGRO,EQ,100
162,OSWALGREEN,EQ,150
163,PANAMAPET,EQ,1
164,PARACABLES,EQ,101
165,PARSVNATH,EQ,2000
166,PCBL,EQ,19
167,PCJEWELLER,EQ,2833
168,PENIND,EQ,1
169,PFC,EQ,145
170,PNB,EQ,50
171,POCL,EQ,56
172,PONNIERODE,EQ,13
173,POWERGRID,EQ,20
174,PPL,EQ,201
175,PPLPHARMA,EQ,250
176,PRAENG,EQ,5335
177,PRAKASH,EQ,1
178,PRITIKA,SM,4000
179,PRSMJOHNSN,EQ,200
180,RADHIKAJWE,EQ,2340
181,RAILTEL,EQ,50
182,RAMANEWS,EQ,257
183,RAMCOIND,EQ,2
184,RANASUG,EQ,100
185,RBLBANK,EQ,50
186,RCF,EQ,198
187,RECLTD,EQ,494
188,RELTD,EQ,1
189,ROUTE,EQ,15
190,SAKUMA,EQ,9
191,SANDUMA,EQ,100
192,SANSERA,EQ,1
193,SANSTAR,EQ,2258
194,SARTELE,SM,500
195,SARVESHWAR,EQ,1
196,SBILIFE,EQ,471
197,SBIN,EQ,2618
198,SEL,SM,400
199,SENSEXIETF,EQ,6
200,SEPC,EQ,28
201,SERVOTECH,EQ,1
202,SHALPAINTS,EQ,1
203,SHILPAMED,EQ,1
204,SHIVAMAUTO,EQ,1506
205,SHRIRAMFIN,EQ,319
206,SHYAMMETL,EQ,1250
207,SIGACHI,EQ,50
208,SILGO,EQ,50
209,SIS,EQ,200
210,SKIPPER,EQ,1315
211,SMSPHARMA,EQ,100
212,SOUTHBANK,EQ,4000
213,SPMLINFRA,EQ,96
214,STARPAPER,EQ,2
215,SURYODAY,EQ,8
216,SUTLEJTEX,EQ,1
217,SUVEN,EQ,1
218,SUZLON,EQ,148375
219,TATACHEM,EQ,1
220,TATAPOWER,EQ,3
221,TCPLPACK,EQ,6
222,TECHM,EQ,177
223,TIMETECHNO,EQ,1
224,TPLPLASTEH,EQ,49564
225,TTML,EQ,31
226,UBL,EQ,100
227,UJJIVANSFB,EQ,33
228,VLEGOV,EQ,8
229,VOLTAS,EQ,9
230,VTL,EQ,590
231,WALCHANNAG,EQ,610
232,WORTH,EQ,94
233,WSI,EQ,2
234,YAARI,EQ,346
235,YESBANK,EQ,100
236,ZENTEC,EQ,365
237,ZUARI,EQ,10
238,ZYDUSLIFE,EQ,1
