MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AJ,SAMMAANCAP,SAMMAAN CAPITAL LIMITED,      1066.66,      1070.00,      1070.00,      1070.00,      1070.00,                    10700.00,10, ,1,      1085.00,       820.20
N,AR,SAMMAANCAP,SAMMAAN CAPITAL LIMITED,       968.43,       951.00,       967.13,       951.00,       967.13,                     3836.26,4, ,2,      1110.00,       900.10
N,BC,SAMMAANCAP,SAMMAAN CAPITAL LIMITED,       900.00,       905.00,       905.00,       900.00,       900.00,                    18050.00,20, ,2,      1020.00,       820.00
N,BV,SAMMAANCAP,SAMMAAN CAPITAL LIMITED,       991.00,      1001.00,      1001.00,      1001.00,      1001.00,                    11011.00,11, ,2,      1001.00,       810.85
N,BX,SAMMAANCAP,SAMMAAN CAPITAL LIMITED,      1000.00,      1024.40,      1024.40,      1024.40,      1024.40,                    10244.00,10, ,1,      1024.40,       810.90
N,N0,885MOFSL26,SEC RE NCD 8.85% SR I,      1000.42,       996.10,      1005.00,       993.25,       995.00,                   497136.41,499, ,14,      1005.00,       950.00
N,N0,8ABFL26,SEC RE NCD 8% SR I,      1025.01,      1021.00,      1035.12,      1021.00,      1035.12,                    41122.40,40, ,2,      1184.40,       901.00
N,N0,975NFL25,SEC RE NCD 9.75% SR. I,       984.31,       984.31,       984.31,       984.31,       984.31,                      984.31,1, ,1,      1010.00,       960.49
N,N0,SAMMAANCAP,SAMMAAN CAPITAL LIMITED,       901.05,       910.00,       910.00,       910.00,       910.00,                     8190.00,9, ,1,      1038.00,       815.00
N,N1,740IIFCL33,7.40% TAX FREETRI SRIII,      1046.00,      1046.10,      1046.10,      1046.10,      1046.10,                    31383.00,30, ,1,      1298.00,      1015.00
N,N1,79NHIT35,SEC RE NCD 7.90% STRPP A,       306.01,       306.10,       306.10,       306.01,       306.04,                   153024.60,500, ,5,       316.90,       295.00
N,N1,872MMFSL26,8.72% UNSECURED NCD,      1014.31,      1013.00,      1013.00,      1011.01,      1011.01,                    50639.04,50, ,3,      1145.00,       972.00
N,N1,945CAGL24,SEC RE NCD 9.45% SR. I,       995.00,      1004.00,      1004.00,       980.00,       980.00,                    59520.00,60, ,3,      1020.00,       876.00
N,N1,960ISFL25,SEC RE NCD 9.60% SR 2,      1007.34,      1007.34,      1007.34,      1007.34,      1007.34,                    10073.40,10, ,1,      1032.00,       901.00
N,N1,IMC1,SEC RE NCGB 8.25% STRPP B,       255.00,       255.40,       255.40,       255.40,       255.40,                     1532.40,6, ,2,       263.74,       240.00
N,N2,738REC27TF,TAXFREE SEC NCD TR1 S2,      1091.60,      1092.80,      1092.80,      1092.80,      1092.80,                   547492.80,501, ,2,      1155.00,      1041.47
N,N2,764NABAR31,7.64% TAX FREE TRI SRIIB,      1138.66,      1138.66,      1138.66,      1134.00,      1134.09,                  1390597.41,1225, ,34,      1330.00,      1062.30
N,N2,79NHIT40,SEC RE NCD 7.90% STRPP B,       306.00,       306.01,       308.32,       306.00,       307.00,                   115786.01,378, ,9,       320.00,       298.45
N,N2,810IRFC27,BOND 8.10% PA TAX FREE S2,      1121.00,      1118.10,      1120.00,      1116.01,      1120.00,                   119497.59,107, ,6,      1180.00,      1065.00
N,N2,830NHAI27,BOND 8.30% PA TAX FREE S2,      1132.00,      1130.60,      1135.90,      1130.60,      1135.90,                   564008.20,498, ,13,      1177.00,      1062.20
N,N2,91MOFSL27,SEC RE NCD 9.10% SR III,      1000.20,      1001.10,      1001.10,      1001.00,      1001.00,                   100105.00,100, ,2,      1010.00,       855.20
N,N2,920PEL28,SEC RE NCD 9.20% SR III,      1043.03,      1074.00,      1074.00,      1074.00,      1074.00,                   322200.00,300, ,2,      1074.00,       991.00
N,N2,957ISFL26,SEC RE NCD 9.57% SR 3,       975.00,       975.15,       975.15,       971.00,       971.00,                    48695.60,50, ,4,      1009.00,       927.00
N,N2,9MMFSML,9.00% UNSECURED NCD,      1016.00,      1016.00,      1016.75,      1016.00,      1016.05,                   858655.14,845, ,50,      1131.00,       996.00
N,N2,SAMMAANCAP,SAMMAAN CAPITAL LIMITED,      1000.20,      1031.90,      1031.90,      1031.90,      1031.90,                    22701.80,22, ,1,      1200.00,       912.20
N,N3,79NHIT47,SEC RE NCD 7.90% STRPP C,       411.93,       411.00,       411.30,       411.00,       411.30,                   291138.00,708, ,2,       439.00,       392.00
N,N3,IMC1,SEC RE NCGB 8.25% STRPP D,       258.00,       257.50,       257.50,       257.50,       257.50,                     8240.00,32, ,1,       266.50,       240.00
N,N4,1003ISFL28,SEC RE NCD 10.03% SR 5,       990.00,       960.00,       988.00,       933.00,       988.00,                    51525.00,53, ,6,      1018.99,       933.00
N,N4,10IIFL28,UNSEC RE NCD 10% SR.I,       940.00,       932.00,       932.00,       930.00,       932.00,                    47434.00,51, ,5,      1040.00,       920.00
N,N4,801TCH25,SEC RED NCD 8.01% SR.II,      1009.00,      1008.00,      1008.25,      1005.00,      1008.25,                    36258.25,36, ,4,      1100.01,       951.00
N,N4,897MOFSL29,SEC RE NCD 8.97% SR V,      1012.10,      1015.80,      1015.80,      1010.00,      1012.75,                   151913.00,150, ,4,      1018.00,       990.00
N,N4,945IFSL25,SEC RE NCD 9.45% SR.I,       988.00,       989.00,       989.00,       989.00,       989.00,                     9890.00,10, ,2,      1170.00,       941.00
N,N4,SAMMAANCAP,SAMMAAN CAPITAL LIMITED,       970.00,       980.00,      1000.00,       980.00,      1000.00,                    66160.00,67, ,6,      1010.00,       900.00
N,N5,830PFCL27,8.30% TAX FREE NCD,      1129.00,      1127.00,      1127.00,      1126.00,      1126.17,                   337852.00,300, ,2,      1179.90,      1054.00
N,N5,888ERFL28,SEC RED NCD 8.88% SR. V,       918.05,       902.30,       902.30,       902.00,       902.00,                   270666.00,300, ,3,       955.00,       825.80
N,N5,935LTF29,SE RE NCD 9.35% SR.V OP2,      1067.00,      1069.95,      1070.00,      1069.95,      1070.00,                   683723.00,639, ,11,      1150.00,      1032.00
N,N5,957NIDO26,SEC RED NCD 9.57% SR. V,       969.00,       967.70,       967.70,       960.70,       960.70,                    98691.70,102, ,3,      1024.90,       894.01
N,N5,96IIFL28,UNSEC RE NCD 9.60% SR.II,       933.00,       940.00,       940.00,       928.00,       930.99,                  1849130.64,1983, ,33,       997.00,       910.00
N,N5,980IFSL25,SEC RE NCD 9.80% SR.II,       992.04,      1010.00,      1010.00,      1010.00,      1010.00,                    50500.00,50, ,1,      1085.00,       849.00
N,N6,10IIFL29,UNSEC RED NCD 10.0% SR. V,       965.00,       965.00,       965.00,       953.00,       957.02,                   197006.02,206, ,4,      1050.00,       875.20
