Sr. No,Symbol,Series,Security Name,From,To
1,CHEMFAB,EQ,CHEMFAB ALKALIS LIMITED,10,5
2,PRAENG,EQ,PRAJAY ENGINEERS SYNDICATE LIMITED,10,5
3,BHAGCHEM,EQ,BHAGIRADHA CHEMICALS & INDUSTRIES LIMITED,20,10
4,AMBEY,SM,AMBEY LABORATORIES LIMITED,5,20
5,RAYMOND,EQ,RAYMOND LIMITED,5,20
