Symbol,Security,From Series,To Series,Change Date,Remarks
EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LIMITED,EQ,BE,14-JUN-2024,"-"
GSMFOILS,GSM FOILS LIMITED,ST,SM,14-JUN-2024,"-"
HUBTOWN,HUBTOWN LIMITED,EQ,BE,14-JUN-2024,"-"
ZENITHEXPO,ZENITH EXPORTS LIMITED,EQ,BE,14-JUN-2024,"-"
