Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,13062024,2368360731,0002520
Trade Date <13-JUN-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1003ISFL28,N4,22,22,100.00
20,2,1015ECL29,NR,326,313,96.01
20,3,1015IHF28B,AZ,10,10,100.00
20,4,1018GS2026,GS,1000,1000,100.00
20,5,1025IHF34,Z8,139,139,100.00
20,6,1035UCL26,NA,745,745,100.00
20,7,1040UCL25,N4,1,1,100.00
20,8,1049DLSL25,NX,35,35,100.00
20,9,1050NFL26,N7,25,25,100.00
20,10,1050UCL25,N7,35,30,85.71
20,11,1060ECL29,NS,69,69,100.00
20,12,1065NFL27,NC,390,390,100.00
20,13,1075UCL25,N9,100,100,100.00
20,14,10CAGL27,N5,192,179,93.23
20,15,10IIFL28,N4,500,500,100.00
20,16,10IIFL28A,NE,94,94,100.00
20,17,10IIFL29,N6,250,250,100.00
20,18,10NFL25,N9,8,8,100.00
20,19,10NIDO26,N6,53,53,100.00
20,20,182D031024,TB,3000,3000,100.00
20,21,182D040724,TB,200,200,100.00
20,22,182D050924,TB,100,100,100.00
20,23,182D180724,TB,1200,1200,100.00
20,24,182D200624,TB,800,800,100.00
20,25,182D220824,TB,100,100,100.00
20,26,182D221124,TB,1000,1000,100.00
20,27,182D270624,TB,200,200,100.00
20,28,182D281124,TB,100,100,100.00
20,29,182D290824,TB,1000,1000,100.00
20,30,20MICRONS,EQ,94891,46903,49.43
20,31,360ONE,EQ,900650,571427,63.45
20,32,364D031024,TB,15000,15000,100.00
20,33,364D051224,TB,500,500,100.00
20,34,364D071124,TB,200,200,100.00
20,35,364D080525,TB,100,100,100.00
20,36,364D121224,TB,100,100,100.00
20,37,364D130325,TB,100,100,100.00
20,38,364D150525,TB,6000,6000,100.00
20,39,364D180425,TB,100,100,100.00
20,40,364D180724,TB,1100,1100,100.00
20,41,364D190924,TB,55000,50000,90.91
20,42,364D200325,TB,2100,2100,100.00
20,43,364D200624,TB,18000,18000,100.00
20,44,364D240425,TB,100,100,100.00
20,45,364D270924,TB,10000,10000,100.00
20,46,364D290525,TB,14500,14500,100.00
20,47,3IINFOLTD,EQ,1074009,404630,37.67
20,48,3MINDIA,EQ,9335,2732,29.27
20,49,3PLAND,EQ,12855,10067,78.31
20,50,515GS2025,GS,10,10,100.00
20,51,574GS2026,GS,1015,1001,98.62
20,52,579GS2030,GS,1,1,100.00
20,53,5PAISA,EQ,42302,20916,49.44
20,54,622GS2035,GS,2,2,100.00
20,55,63MOONS,EQ,68770,49813,72.43
20,56,654GS2032,GS,11,10,90.91
20,57,669GS2024,GS,13560,13543,99.87
20,58,676GS2061,GS,2,2,100.00
20,59,68GS2060,GS,6,4,66.67
20,60,699GS2026,GS,1901,1900,99.95
20,61,702GS2027,GS,22190,22190,100.00
20,62,706GS2028,GS,13105,13105,100.00
20,63,710GS2029,GS,59519,59269,99.58
20,64,717GS2030,GS,1092,1092,100.00
20,65,718GS2033,GS,100,100,100.00
20,66,718GS2037,GS,40208,35309,87.82
20,67,719HUDCO28,N7,305,305,100.00
20,68,71GS2034,GS,1,1,100.00
20,69,725GS2063,GS,88500,75700,85.54
20,70,726GS2032,GS,1451,951,65.54
20,71,726GS2033,GS,70,70,100.00
20,72,729NHAI26,NC,354,354,100.00
20,73,732GS2030,GS,858,529,61.66
20,74,732IRFC25,NI,517,517,100.00
20,75,733GS2026,GS,913,913,100.00
20,76,734GS2064,GS,300,300,100.00
20,77,734IRFC28,N4,100,100,100.00
20,78,735PFCL35,N1,90,90,100.00
20,79,736GS2052,GS,165314,165314,100.00
20,80,736NTPC25D,NB,32,32,100.00
20,81,737GS2028,GS,3650,3650,100.00
20,82,738GS2027,GS,642188,634186,98.75
20,83,739NHAI26,N8,751,751,100.00
20,84,739NHAI31A,ND,195,195,100.00
20,85,73GS2053,GS,1500,1000,66.67
20,86,741GS2036,GS,4732,4732,100.00
20,87,743REC35,NH,120,120,100.00
20,88,746GS2073,GS,19136,15636,81.71
20,89,74GS2062,GS,286,286,100.00
20,90,750IRFC35,NK,705,653,92.62
20,91,751HUDCO28,N5,14,14,100.00
20,92,753IRFC30,NJ,205,155,75.61
20,93,754GS2036,GS,354496,341794,96.42
20,94,760PFCL35,N3,7,7,100.00
20,95,762NTPC35F,ND,1,1,100.00
20,96,764HUDCO31,N8,1074,1074,100.00
20,97,764IRFC31,NO,40,40,100.00
20,98,764NABAR31,N2,1220,1220,100.00
20,99,769HUDCO31,N9,109,100,91.74
20,100,769NHAI31,NE,1293,1133,87.63
20,101,76NHAI31,NA,5130,5000,97.47
20,102,772GS2049,GS,9,9,100.00
20,103,774IREDA31,N7,1089,1044,95.87
20,104,785AP37,SG,200,200,100.00
20,105,79NHIT35,N1,2546,2031,79.77
20,106,79NHIT40,N2,169,100,59.17
20,107,801TCH25,N4,200,200,100.00
20,108,810IRFC27,N2,420,402,95.71
20,109,820IIFL27,N9,596,586,98.32
20,110,824GS2027,GS,15000,15000,100.00
20,111,825IIFL25,N7,500,500,100.00
20,112,829LTF24,NL,18,18,100.00
20,113,82IGT31,NJ,200,200,100.00
20,114,82IHFL24,NO,10,10,100.00
20,115,830NHAI27,N2,1302,1052,80.80
20,116,830PFCL27,N5,382,376,98.43
20,117,833GS2026,GS,892,892,100.00
20,118,833IHFL24,YX,100,100,100.00
20,119,83GS2040,GS,100,100,100.00
20,120,83TCHF25,N6,27,27,100.00
20,121,840CIFCL28,N4,50,50,100.00
20,122,842IIFL26,NL,3101,2413,77.81
20,123,849NTPC25,N7,77960,77959,100.00
20,124,84TCHF28,NA,1,1,100.00
20,125,85IFL26,NX,55,55,100.00
20,126,85IIFL24,NJ,150,150,100.00
20,127,85IIFL25,NO,51,51,100.00
20,128,85PCHFL24,N6,1,1,100.00
20,129,85TCAPS24,N6,110,110,100.00
20,130,863NHB34,N3,10,10,100.00
20,131,865IFL28,NZ,1616,1366,84.53
20,132,865IIFL28,NS,2485,2385,95.98
20,133,865IRFC29,NA,1,1,100.00
20,134,865LTF26,NN,2,2,100.00
20,135,866IBHL25,YP,52,52,100.00
20,136,866SFL25,ZE,50,25,50.00
20,137,871REC28,N9,1021,1001,98.04
20,138,875IIFL26,NM,100,100,100.00
20,139,875NHAI29,N6,906,906,100.00
20,140,876HUDCO28,ND,2735,2735,100.00
20,141,879NHPC28,N5,1,1,100.00
20,142,880IREDA29,N5,206,206,100.00
20,143,885MOFSL26,N0,60,60,100.00
20,144,888ERFL28,N5,1,1,100.00
20,145,888IRFC29,NE,800,800,100.00
20,146,888REC29,NF,501,501,100.00
20,147,890NHB34,N7,1,1,100.00
20,148,892NHPC33,N6,111,111,100.00
20,149,892PFCL33,N8,812,809,99.63
20,150,893NHB29,N6,57,55,96.49
20,151,897MOFSL29,N4,345,345,100.00
20,152,898LTF29,N7,1829,1162,63.53
20,153,8ABFL26,N0,30,20,66.67
20,154,901NHB34,N6,10,10,100.00
20,155,905IH24B,Z9,10,10,100.00
20,156,905IHF24,YV,50,50,100.00
20,157,910CAGL25,N7,16,16,100.00
20,158,91D020824,TB,500,500,100.00
20,159,91D040724,TB,200,200,100.00
20,160,91D080824,TB,300,300,100.00
20,161,91D120724,TB,13000,13000,100.00
20,162,91D200624,TB,1100,1100,100.00
20,163,91D230824,TB,5300,5200,98.11
20,164,91D250724,TB,600,600,100.00
20,165,91D290824,TB,300,300,100.00
20,166,921ISFL25,N0,10,10,100.00
20,167,925CAGL26,N9,441,441,100.00
20,168,925ERFL28,N6,50,50,100.00
20,169,925ICCL24A,NE,10,10,100.00
20,170,925IHFL25B,Y3,2,2,100.00
20,171,925IHFL26B,YQ,10,10,100.00
20,172,925IHFL26D,ZD,20,20,100.00
20,173,92GS2030,GS,1780,890,50.00
20,174,92ICCL28,ND,50,50,100.00
20,175,935LTF29,N5,828,750,90.58
20,176,93IHFL24A,ZN,15,15,100.00
20,177,93MOFSL34,N6,5,5,100.00
20,178,943ECL28,NJ,20,20,100.00
20,179,94IFCI25,NL,214,112,52.34
20,180,94NFL24,N3,200,200,100.00
20,181,94SFL28,YL,46,46,100.00
20,182,955ICCL25A,NH,401,400,99.75
20,183,955IHFL27,Z5,60,60,100.00
20,184,957ISFL26,N2,207,207,100.00
20,185,957NIDO26,N5,3,3,100.00
20,186,965IHFL25C,N0,31,31,100.00
20,187,965IHFL26A,ZB,75,70,93.33
20,188,966ICCL25A,NI,17,17,100.00
20,189,96IIFL28,N5,113,113,100.00
20,190,96IIFL28A,NF,866,829,95.73
20,191,96SFL24A,NB,6,6,100.00
20,192,975NFL25,N0,12,12,100.00
20,193,97SFL26,Z9,108,104,96.30
20,194,97SFL29,YZ,1126,1000,88.81
20,195,980IHFL33,NX,18,18,100.00
20,196,980IHFL33D,YG,9,9,100.00
20,197,985ECL28,NK,559,488,87.30
20,198,98IHFL27,ZX,20,20,100.00
20,199,990IHFL26,N7,20,20,100.00
20,200,990IHFL27,YT,200,200,100.00
20,201,99IFCI24,NH,2098,2058,98.09
20,202,9IBHFL26BA,NA,8,8,100.00
20,203,9IHFL25,Y5,5,5,100.00
20,204,9IIFL28,Y0,125,125,100.00
20,205,9MMFSML,N2,278,258,92.81
20,206,9PEL25,N0,50,50,100.00
20,207,9TCAP28,N9,10,10,100.00
20,208,AADHARHFC,EQ,1523716,893095,58.61
20,209,AAKASH,EQ,1232209,889226,72.17
20,210,AARON,EQ,5271,3182,60.37
20,211,AARTIDRUGS,EQ,144322,73544,50.96
20,212,AARTIIND,EQ,1310157,547650,41.80
20,213,AARTIPHARM,EQ,102106,56035,54.88
20,214,AARTISURF,EQ,19090,10520,55.11
20,215,AARTISURF,P1,66,25,37.88
20,216,AARVEEDEN,EQ,63088,31460,49.87
20,217,AARVI,EQ,13616,8867,65.12
20,218,AATMAJ,SM,32000,22000,68.75
20,219,AAVAS,EQ,396746,196239,49.46
20,220,ABB,EQ,386195,158473,41.03
20,221,ABBOTINDIA,EQ,5056,1582,31.29
20,222,ABCAPITAL,EQ,10260024,3038060,29.61
20,223,ABCOTS,SM,500,500,100.00
20,224,ABFRL,EQ,2170899,657517,30.29
20,225,ABINFRA,SM,222000,222000,100.00
20,226,ABMINTLLTD,EQ,12744,3563,27.96
20,227,ABSLAMC,EQ,658163,439532,66.78
20,228,ABSLBANETF,EQ,126415,84996,67.24
20,229,ABSLLIQUID,EQ,11455,10949,95.58
20,230,ABSLNN50ET,EQ,22769,18932,83.15
20,231,ABSLPSE,EQ,541890,358255,66.11
20,232,ABSMARINE,SM,182000,125000,68.68
20,233,ACC,EQ,384618,180445,46.92
20,234,ACCELYA,EQ,53561,28824,53.82
20,235,ACCENTMIC,SM,47000,33000,70.21
20,236,ACCORD,SM,6000,6000,100.00
20,237,ACCURACY,EQ,581689,442838,76.13
20,238,ACE,EQ,293296,125863,42.91
20,239,ACEINTEG,EQ,6074,4072,67.04
20,240,ACI,EQ,3789776,529056,13.96
