Latency in microseconds observed for '27-AUG-2024'
Segment,Min,Mean,50%ile,90%ile,99%ile,Max,No. of Order Messages (Million msgs)
CM,46.905,416.299,63.132,122.965,569.211,932640,706.55Mmsgs

"Note :- Latency is measured as the complete round trip for an order message (includes new, modification and cancel) within exchange trading infrastructure wall to wall (includes network and application firewalls to the matching engine and back)"
