EDELAMC - EBBETF0431          ,EBBETF0431,EQ,N,0001249.84,0001249.50,0001257.25,0001245.01,0001251.52,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0001254.00
EDELAMC - EBBETF0433          ,EBBETF0433,EQ,N,0001153.19,0001155.00,0001156.50,0001150.00,0001154.09,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0001153.51
EDELAMC - EGOLD               ,EGOLD     ,EQ,N,0000073.35,0000073.55,0000073.80,0000072.90,0000073.35,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000073.35
EDELAMC - ESILVER             ,ESILVER   ,EQ,N,0000087.29,0000089.90,0000089.90,0000086.40,0000087.09,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000087.10
EDELWEISS FIN SERV LTD        ,EDELWEISS ,EQ,N,0000111.04,0000111.95,0000116.00,0000110.13,0000115.11,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000114.00
EFFWA INFRA & RESEARCH L      ,EFFWA     ,SM,N,0000370.65,0000378.00,0000389.15,0000371.50,0000389.15,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000389.15
EICHER MOTORS LTD             ,EICHERMOT ,EQ,N,0004868.85,0004870.00,0004975.75,0004840.00,0004946.85,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0004940.00
EID PARRY INDIA LTD           ,EIDPARRY  ,EQ,N,0000819.15,0000828.00,0000839.15,0000799.95,0000811.95,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000811.90
EIH ASSOCIATED HOTELS LTD     ,EIHAHOTELS,EQ,N,0000409.40,0000411.40,0000411.40,0000400.10,0000402.30,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000401.95
EIH LIMITED                   ,EIHOTEL   ,EQ,N,0000387.85,0000389.70,0000389.70,0000379.80,0000380.80,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000380.50
EIMCO ELECON (INDIA) LTD      ,EIMCOELECO,EQ,N,0003068.70,0003222.10,0003222.10,0002915.30,0002944.30,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0002915.30
ELDECO HSG & IND LTD.         ,ELDEHSG   ,EQ,N,0000972.25,0000977.10,0000977.40,0000945.00,0000953.15,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000955.00
ELECON ENG. CO. LTD           ,ELECON    ,EQ,N,0000617.00,0000620.50,0000621.10,0000610.95,0000615.85,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000617.00
ELECTRO FORCE (INDIA) LTD     ,EFORCE    ,SM,N,0000078.55,0000078.95,0000080.00,0000073.60,0000076.20,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000076.85
ELECTRONICS MART IND LTD      ,EMIL      ,EQ,N,0000219.68,0000220.70,0000237.50,0000219.01,0000229.53,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000228.00
ELECTROSTEEL CASTINGS LTD     ,ELECTCAST ,EQ,N,0000223.63,0000225.50,0000226.80,0000216.00,0000216.96,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000217.34
ELECTROTHERM (I) LTD.         ,ELECTHERM ,BE,G,0000980.00,0000999.60,0000999.60,0000996.00,0000996.00,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000996.00
ELGI EQUIPMENTS LTD           ,ELGIEQUIP ,EQ,N,0000721.60,0000721.50,0000729.90,0000714.00,0000722.30,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000719.20
ELGI RUBBER CO. LTD           ,ELGIRUBCO ,BE,G,0000109.38,0000111.56,0000111.56,0000107.19,0000107.30,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000107.30
ELIN ELECTRONICS LIMITED      ,ELIN      ,EQ,N,0000242.51,0000241.99,0000257.40,0000239.36,0000241.51,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000241.50
EMAMI LIMITED                 ,EMAMILTD  ,EQ,N,0000834.00,0000834.95,0000842.55,0000826.35,0000839.75,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000840.00
EMAMI PAPER MILLS LIMITED     ,EMAMIPAP  ,EQ,N,0000135.60,0000137.65,0000139.99,0000133.45,0000135.68,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000136.58
EMAMI REALTY LIMITED          ,EMAMIREAL ,EQ,N,0000119.72,0000120.88,0000124.40,0000116.00,0000117.97,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000116.99
EMBASSY OFFICE PARKS REIT     ,EMBASSY   ,RR,N,0000369.61,0000370.00,0000377.85,0000369.81,0000376.26,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000374.11
EMCURE PHARMACEUTICALS L      ,EMCURE    ,EQ,N,0001388.95,0001390.00,0001409.15,0001372.00,0001383.10,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0001375.05
EMKAY GLOBAL FIN SERV LTD     ,EMKAY     ,BE,G,0000188.70,0000191.00,0000191.95,0000191.00,0000191.95,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000191.95
EMKAY TAP & CUT. TOOL LTD     ,EMKAYTOOLS,SM,N,0000936.85,0000962.95,0000962.95,0000962.95,0000962.95,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000962.95
EMMBI INDUSTRIES LIMITED      ,EMMBI     ,EQ,N,0000123.06,0000126.00,0000127.00,0000121.31,0000124.01,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000123.25
EMS LIMITED                   ,EMSLIMITED,EQ,N,0000848.95,0000854.90,0000892.00,0000851.00,0000882.75,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000885.00
EMUDHRA LIMITED               ,EMUDHRA   ,EQ,N,0000793.30,0000794.00,0000804.80,0000780.00,0000800.90,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000802.00
ENDURANCE TECHNO. LTD.        ,ENDURANCE ,EQ,N,0002509.05,0002538.00,0002538.00,0002471.05,0002487.25,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0002486.35
ENERGY DEVE. CO.LTD           ,ENERGYDEV ,BE,N,0000028.40,0000028.79,0000028.79,0000027.51,0000028.00,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000028.19
ENERGY MISSION MACH IND L     ,EMMIL     ,SM,N,0000330.00,0000335.00,0000357.00,0000309.95,0000329.15,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000348.10
ENFUSE SOLUTIONS LIMITED      ,ENFUSE    ,ST,N,0000190.55,0000197.95,0000200.05,0000196.00,0000197.15,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000198.40
ENGINEERS INDIA LTD           ,ENGINERSIN,EQ,N,0000215.05,0000215.55,0000229.00,0000215.55,0000225.55,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000225.80
ENSER COMMUNICATIONS LTD      ,ENSER     ,SM,N,0000246.50,0000254.00,0000254.00,0000245.00,0000245.85,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000245.00
ENTERO HEALTHCARE SOLU L      ,ENTERO    ,EQ,N,0001301.20,0001314.20,0001344.10,0001296.00,0001312.65,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0001311.00
ENTERTAIN NET. IND. LTD.      ,ENIL      ,EQ,N,0000216.15,0000217.30,0000223.00,0000215.00,0000219.00,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000220.00
EPACK DURABLE LIMITED         ,EPACK     ,EQ,N,0000258.55,0000261.00,0000271.40,0000258.85,0000269.75,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000269.75
EPIGRAL LIMITED               ,EPIGRAL   ,EQ,N,0001976.80,0001984.00,0001984.00,0001910.00,0001920.85,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0001924.90
EPL LIMITED                   ,EPL       ,EQ,N,0000259.82,0000261.40,0000262.50,0000254.09,0000255.76,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000254.93
EQUINOX INDIA DEV LTD         ,EMBDL     ,EQ,N,0000148.90,0000148.90,0000150.40,0000138.11,0000138.63,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000138.91
EQUIPPP SOC IMP TECH LTD      ,EQUIPPP   ,BE,N,0000024.47,0000024.50,0000024.80,0000023.51,0000024.39,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000024.40
EQUITAS SMALL FIN BNK LTD     ,EQUITASBNK,EQ,N,0000081.17,0000081.19,0000082.50,0000081.05,0000081.83,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000081.81
ERIS LIFESCIENCES LIMITED     ,ERIS      ,EQ,N,0001292.55,0001292.55,0001351.00,0001250.60,0001331.60,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0001318.00
EROS INTL MEDIA LTD           ,EROSMEDIA ,EQ,N,0000018.32,0000018.44,0000018.82,0000018.20,0000018.32,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000018.45
ESAB INDIA LTD                ,ESABINDIA ,EQ,N,0006199.55,0006229.00,0006229.00,0006115.00,0006152.55,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0006150.00
ESAF SMALL FINANCE BANK L     ,ESAFSFB   ,EQ,N,0000050.89,0000051.14,0000051.14,0000050.30,0000050.44,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000050.51
ESCONET TECHNOLOGIES LTD      ,ESCONET   ,ST,N,0000315.50,0000316.10,0000330.95,0000316.00,0000330.10,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000329.80
ESCORTS KUBOTA LIMITED        ,ESCORTS   ,EQ,N,0003865.90,0003880.00,0003908.95,0003830.85,0003854.75,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0003830.85
ESPRIT STONES LIMITED         ,ESPRIT    ,SM,N,0000113.60,0000114.20,0000127.90,0000114.20,0000117.75,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000117.20
ESSAR SHIPPING LTD            ,ESSARSHPNG,BE,N,0000046.89,0000046.55,0000047.80,0000045.55,0000047.00,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000047.40
ESSEN SPECIALITY FILMS L      ,ESFL      ,SM,N,0000164.45,0000171.00,0000197.30,0000168.10,0000196.90,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000197.30
ESTER INDUSTRIES LTD          ,ESTER     ,EQ,N,0000147.70,0000147.40,0000151.00,0000147.00,0000150.05,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000150.95
ETHOS LIMITED                 ,ETHOSLTD  ,EQ,N,0003168.65,0003148.00,0003210.00,0003118.05,0003179.90,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0003179.25
EURO (I) FRESH FOODS LTD      ,EIFFL     ,EQ,N,0000172.51,0000173.19,0000177.86,0000171.01,0000174.99,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000174.00
EURO PANEL PRODUCTS LTD       ,EUROBOND  ,SM,N,0000194.00,0000195.00,0000195.00,0000194.00,0000194.00,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000194.00
EUROTEX INDUSTRIES LTD        ,EUROTEXIND,EQ,N,0000015.82,0000016.00,0000016.61,0000015.13,0000015.43,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000015.33
EVEREADY INDS. IND.  LTD.     ,EVEREADY  ,EQ,N,0000469.25,0000469.80,0000474.00,0000467.00,0000469.85,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000469.05
EVEREST INDUSTRIES LTD        ,EVERESTIND,EQ,N,0001155.05,0001159.90,0001159.90,0001127.00,0001140.55,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0001140.00
EVEREST KANTO CYLINDERLTD     ,EKC       ,EQ,N,0000188.38,0000188.00,0000195.00,0000186.25,0000189.58,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000189.80
EXCEL INDUSTRIES LTD          ,EXCELINDUS,EQ,N,0001506.30,0001493.40,0001523.15,0001470.00,0001477.20,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0001486.35
EXCEL REALTY N INFRA LTD      ,EXCEL     ,BE,N,0000000.79,0000000.79,0000000.81,0000000.78,0000000.79,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000000.80
EXICOM TELE SYSTEMS LTD       ,EXICOM    ,BE,N,0000393.35,0000399.80,0000401.00,0000388.00,0000392.55,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000390.35
EXIDE INDUSTRIES LTD          ,EXIDEIND  ,EQ,N,0000498.70,0000499.35,0000500.75,0000490.15,0000491.70,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000491.10
EXPLEO SOLUTIONS LIMITED      ,EXPLEOSOL ,EQ,N,0001373.00,0001388.00,0001391.80,0001365.05,0001376.00,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0001383.00
EXXARO TILES LIMITED          ,EXXARO    ,EQ,N,0000085.36,0000085.78,0000085.99,0000084.31,0000084.43,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000084.52
FACT LTD                      ,FACT      ,EQ,N,0000984.80,0000985.00,0000991.80,0000976.10,0000979.30,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000978.00
FAIRCHEM ORGANICS LIMITED     ,FAIRCHEMOR,EQ,N,0001391.30,0001402.30,0001417.40,0001362.20,0001371.10,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0001370.00
FALCON TECHNOPROJ IND LTD     ,FALCONTECH,SM,N,0000057.10,0000057.40,0000057.90,0000056.75,0000057.25,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000057.25
FAZE THREE LIMITED            ,FAZE3Q    ,EQ,N,0000505.95,0000506.00,0000520.00,0000500.80,0000501.95,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000501.00
FCS SOFTWARE SOLN. LTD.       ,FCSSOFT   ,EQ,N,0000003.72,0000003.76,0000003.87,0000003.74,0000003.76,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000003.77
FDC LIMITED                   ,FDC       ,EQ,N,0000538.20,0000544.80,0000549.50,0000529.00,0000532.65,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000540.00
FEDBANK FINANCIAL SER L       ,FEDFINA   ,EQ,N,0000120.18,0000120.50,0000121.40,0000119.50,0000119.65,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000119.60
FEDERAL BANK LTD              ,FEDERALBNK,EQ,N,0000196.92,0000197.30,0000197.49,0000193.93,0000195.56,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000195.15
FEDERAL-MOGUL GOETZE (IND     ,FMGOETZE  ,EQ,N,0000441.85,0000445.35,0000454.00,0000438.50,0000439.65,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000439.50
FELIX INDUSTRIES LTD.         ,FELIX     ,SM,N,0000266.80,0000270.00,0000277.70,0000263.00,0000265.25,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000266.00
FIBERWEB INDIA LIMITED        ,FIBERWEB  ,BE,N,0000049.66,0000049.66,0000050.00,0000048.25,0000049.06,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000049.70
FIDEL SOFTECH LIMITED         ,FIDEL     ,SM,N,0000124.55,0000121.05,0000126.75,0000121.05,0000126.60,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000126.75
FIEM INDUSTRIES LIMITED       ,FIEMIND   ,EQ,N,0001591.70,0001590.05,0001591.00,0001530.05,0001540.75,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0001544.00
FILATEX FASHIONS LIMITED      ,FILATFASH ,EQ,N,0000001.15,0000001.15,0000001.36,0000001.15,0000001.21,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000001.23
FILATEX INDIA LTD             ,FILATEX   ,EQ,N,0000064.82,0000064.95,0000067.17,0000064.66,0000065.74,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000065.65
FINE ORGANIC IND. LTD.        ,FINEORG   ,EQ,N,0005658.20,0005698.00,0005698.00,0005500.10,0005521.55,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0005502.00
FINEOTEX CHEMICAL LIMITED     ,FCL       ,EQ,N,0000375.25,0000380.00,0000384.00,0000373.60,0000374.95,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000374.60
FINO PAYMENTS BANK LTD        ,FINOPB    ,EQ,N,0000420.15,0000420.15,0000420.15,0000405.00,0000408.85,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000412.00
FINOLEX CABLES LTD            ,FINCABLES ,EQ,N,0001482.70,0001482.70,0001492.15,0001460.05,0001464.10,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0001464.90
FINOLEX INDUSTRIES LTD        ,FINPIPE   ,EQ,N,0000290.30,0000292.20,0000298.95,0000289.05,0000297.45,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000297.50
FIRSTSOURCE SOLU. LTD.        ,FSL       ,EQ,N,0000308.60,0000310.00,0000313.70,0000305.00,0000305.95,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000307.25
FIVE-STAR BUS FIN LTD         ,FIVESTAR  ,EQ,N,0000733.15,0000733.00,0000748.00,0000726.30,0000743.80,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000743.25
FLAIR WRITING INDUST LTD      ,FLAIR     ,EQ,N,0000308.55,0000308.55,0000317.25,0000306.75,0000315.40,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000313.10
FLEXITUFF VENTURES INT L      ,FLEXITUFF ,BE,G,0000078.60,0000080.17,0000080.17,0000080.17,0000080.17,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000080.17
FOCE INDIA LIMITED            ,FOCE      ,SM,N,0001475.00,0001445.00,0001445.00,0001445.00,0001445.00,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0001445.00
FOCUS LIGHTG & FIXTRS LTD     ,FOCUS     ,BE,N,0000103.97,0000103.97,0000105.69,0000102.06,0000103.27,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000103.01
FONEBOX RETAIL LIMITED        ,FONEBOX   ,SM,N,0000185.15,0000191.00,0000191.00,0000190.00,0000190.00,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000190.00
FOODS & INNS LIMITED          ,FOODSIN   ,EQ,N,0000136.92,0000137.50,0000141.50,0000136.90,0000137.64,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000137.62
FORCAS STUDIO LIMITED         ,FORCAS    ,ST,N,0000137.20,0000130.35,0000130.35,0000130.35,0000130.35,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000130.35
FORCE MOTORS LIMITED          ,FORCEMOT  ,EQ,N,0008380.15,0008420.00,0008420.00,0008210.00,0008229.40,XO  ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0008238.00
FORTIS HEALTHCARE LTD         ,FORTIS    ,EQ,N,0000539.70,0000544.40,0000558.00,0000536.50,0000546.30,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000546.95
FOSECO INDIA LTD              ,FOSECOIND ,EQ,N,0004882.20,0004893.45,0004893.70,0004850.00,0004860.45,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0004857.75
FROG CELLSAT LIMITED          ,FROG      ,SM,N,0000334.45,0000337.20,0000337.20,0000325.10,0000326.90,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000328.50
FSN E COMMERCE VENTURES       ,NYKAA     ,EQ,N,0000225.55,0000226.30,0000226.70,0000215.37,0000217.15,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000218.50
FUSION MICRO FINANCE LTD      ,FUSION    ,EQ,N,0000307.65,0000304.10,0000324.80,0000304.10,0000314.25,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000313.80
FUT LIFESTYLE FASH LTD        ,FLFL      ,BZ,N,0000002.32,0000002.30,0000002.35,0000002.30,0000002.31,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000002.34
FUTURE ENTERPRISES LTD        ,FEL       ,BZ,N,0000000.82,0000000.83,0000000.83,0000000.83,0000000.83,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000000.83
FUTURE ENTERPRISES LTD        ,FELDVR    ,BE,N,0000005.89,0000006.18,0000006.18,0000005.65,0000005.85,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000005.95
FUTURE MKT NETWORKS LTD       ,FMNL      ,EQ,N,0000009.62,0000010.10,0000010.10,0000009.81,0000010.10,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000010.10
G M BREWERIES LTD             ,GMBREW    ,EQ,N,0000842.55,0000847.80,0000847.80,0000832.00,0000833.90,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000832.10
G R INFRAPROJECTS LIMITED     ,GRINFRA   ,EQ,N,0001532.45,0001532.45,0001549.95,0001510.30,0001516.75,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0001519.10
G-TEC JAINX EDUCATION LTD     ,GTECJAINX ,BE,N,0000067.46,0000067.46,0000067.46,0000064.30,0000064.40,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000064.40
GABRIEL INDIA LTD             ,GABRIEL   ,EQ,N,0000538.90,0000538.90,0000543.40,0000511.35,0000515.10,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000515.00
GACM TECHNOLOGIES LIMITED     ,GATECH    ,EQ,N,0000001.35,0000001.34,0000001.41,0000001.33,0000001.39,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000001.40
GACM TECHNOLOGIES LIMITED     ,GATECHDVR ,BE,N,0000002.05,0000002.14,0000002.14,0000002.02,0000002.09,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000002.10
GAIL (INDIA) LTD              ,GAIL      ,EQ,N,0000236.52,0000237.50,0000238.00,0000234.16,0000235.47,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000234.80
GALAXY SURFACTANTS LTD        ,GALAXYSURF,EQ,N,0002946.55,0002946.55,0002994.05,0002845.00,0002853.65,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0002859.80
GALLANTT ISPAT LIMITED        ,GALLANTT  ,BE,N,0000370.30,0000365.00,0000377.80,0000365.00,0000371.35,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000374.80
GANDHAR OIL REFINE IND L      ,GANDHAR   ,EQ,N,0000214.47,0000216.00,0000231.95,0000214.53,0000224.22,XO  ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000223.50
GANDHI SPL. TUBES LTD         ,GANDHITUBE,EQ,N,0000793.85,0000793.85,0000798.90,0000780.00,0000782.65,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000782.00
GANESH BENZOPLAST LIMITED     ,GANESHBE  ,EQ,N,0000164.88,0000163.20,0000174.30,0000163.20,0000167.50,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000168.50
GANESH GREEN BHARAT LTD       ,GGBL      ,SM,N,0000473.30,0000476.00,0000481.00,0000447.95,0000450.75,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000450.00
GANESH HOUSING CORP LTD       ,GANESHHOUC,EQ,N,0000878.00,0000883.70,0000904.00,0000875.10,0000882.10,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000883.90
GANESHA ECOSPHERE LIMITED     ,GANECOS   ,EQ,N,0001918.70,0001932.10,0001935.00,0001860.20,0001866.85,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0001861.00
GANGA FORGING LIMITED         ,GANGAFORGE,EQ,N,0000009.02,0000009.00,0000009.18,0000008.78,0000008.87,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000008.82
GANGES SECURITIES LIMITED     ,GANGESSECU,EQ,N,0000185.95,0000186.00,0000194.95,0000184.81,0000188.85,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000189.00
GARDEN REACH SHIP&ENG LTD     ,GRSE      ,EQ,N,0001777.75,0001788.80,0001812.00,0001770.00,0001773.50,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0001772.40
GARWARE HI-TECH FILMS LTD     ,GRWRHITECH,EQ,N,0003124.25,0003138.00,0003200.00,0003131.00,0003179.85,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0003182.00
GARWARE TECH FIBRES LTD       ,GARFIBRES ,EQ,N,0003938.85,0003984.90,0003984.90,0003872.00,0003899.45,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0003909.95
GATEWAY DISTRIPARKS LTD       ,GATEWAY   ,EQ,N,0000099.01,0000099.10,0000103.53,0000099.10,0000100.63,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000100.46
GE POWER INDIA LIMITED        ,GEPIL     ,BE,N,0000444.40,0000448.90,0000457.00,0000437.00,0000439.65,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000443.00
GE T&D INDIA LIMITED          ,GET&D     ,BE,N,0001679.90,0001680.00,0001714.95,0001680.00,0001699.35,XD  ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0001695.00
GEECEE VENTURES LIMITED       ,GEECEE    ,EQ,N,0000402.85,0000404.60,0000410.00,0000396.00,0000396.35,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000396.00
GEEKAY WIRES LIMITED          ,GEEKAYWIRE,EQ,N,0000107.62,0000109.00,0000109.21,0000106.55,0000106.78,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000106.60
GENERAL INS CORP OF INDIA     ,GICRE     ,EQ,N,0000414.30,0000415.00,0000425.90,0000413.30,0000416.75,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000417.00
GENERIC ENG CONS PROJ LTD     ,GENCON    ,BE,N,0000051.28,0000051.88,0000051.88,0000049.00,0000049.48,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000050.00
GENESYS INTL CORPN LTD        ,GENESYS   ,EQ,N,0000727.95,0000730.00,0000774.45,0000727.15,0000746.70,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000745.50
GENSOL ENGINEERING LTD        ,GENSOL    ,EQ,N,0000947.00,0000970.00,0000970.00,0000930.00,0000932.90,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000932.00
GENUS P&B LIMITED             ,GENUSPAPER,EQ,N,0000027.33,0000027.45,0000027.78,0000026.52,0000027.01,    ,              ,                  ,0000000.00,0000000.00,28-AUG-2024,        ,0000026.91
