Confirmed list of securities to be auctioned in A 2024157 to be held on Aug 22 2024.

Sr No,Symbol,Series,Total Qty
1,915SCL27,Z7,1
2,ABAN,EQ,9
3,ABB,EQ,1
4,ACC,EQ,15
5,ADANIGREEN,EQ,3
6,ADVENZYMES,EQ,25
7,AEROFLEX,EQ,200
8,AKUMS,EQ,6
9,AMBICAAGAR,EQ,361
10,AMRUTANJAN,EQ,1
11,ANGELONE,EQ,1
12,ASHALOG,SM,8000
13,ASIANPAINT,EQ,1
14,AURIONPRO,EQ,7
15,AURUMPP1,E1,100
16,AVALON,EQ,2
17,AWL,EQ,28040
18,BAJAJFINSV,EQ,2
19,BAJEL,EQ,1
20,BANDHANBNK,EQ,1
21,BANKIETF,EQ,96
22,BEL,EQ,2600
23,BEML,EQ,7
24,BHARATFORG,EQ,5
25,BHARATRAS,EQ,2
26,BHARTIARTL,EQ,1
27,BLKASHYAP,EQ,73
28,BOROLTD,EQ,50
29,BROOKS,EQ,1
30,BSE,EQ,10
31,CAPACITE,EQ,500
32,CAPTRUST,EQ,11
33,CENTURYTEX,EQ,100
34,COALINDIA,EQ,540
35,CYIENTDLM,EQ,893
36,DCW,EQ,5
37,DIVISLAB,EQ,6
38,DUCON,EQ,1000
39,EMSLIMITED,EQ,144
40,ESTER,EQ,3
41,FIRSTCRY,EQ,465
42,FMNL,EQ,2
43,GENUSPOWER,EQ,7277
44,GHCL,EQ,1
45,GICHSGFIN,EQ,1
46,GIPCL,EQ,500
47,GLENMARK,EQ,397
48,GODREJPROP,EQ,59
49,GRASIMPP1,E1,1
50,GREENPOWER,EQ,12677
51,GSEC10IETF,EQ,4
52,GSEC5IETF,EQ,26
53,GSFC,EQ,225
54,GUJAPOLLO,EQ,3156
55,GVPTECH,EQ,112
56,HARIOMPIPE,EQ,25
57,HDFCLIFE,EQ,818
58,HEROMOTOCO,EQ,1
59,HGS,EQ,10
60,HINDOILEXP,EQ,10
61,HIRECT,EQ,365
62,HTMEDIA,EQ,200
63,IEX,EQ,15
64,IGARASHI,EQ,4
65,IIFL,EQ,3
66,INDBANK,EQ,20
