Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,22082024,1861785991,0002504
Trade Date <22-AUG-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL26,N1,74,74,100.00
20,2,1003IIFL29,NC,150,150,100.00
20,3,1003ISFL28,N4,19,19,100.00
20,4,1015ECL29,NR,190,190,100.00
20,5,1015SCL28B,AZ,13,13,100.00
20,6,1018GS2026,GS,4000,4000,100.00
20,7,1025ICCL26,NT,33,33,100.00
20,8,1025SCL34,Z8,85,85,100.00
20,9,1025SCL34A,ZT,5,5,100.00
20,10,1050NFL26,N7,450,450,100.00
20,11,1050UCL25,N7,2,2,100.00
20,12,105IIFL29,N7,180,180,100.00
20,13,1060ECL29,NS,1489,1439,96.64
20,14,1065NFL27,NC,50,50,100.00
20,15,10CAGL27,N5,100,100,100.00
20,16,10IIFL28,N4,2422,2422,100.00
20,17,10IIFL28A,NE,1052,959,91.16
20,18,10NIDO26,N6,400,400,100.00
20,19,182D111024,TB,1200,1000,83.33
20,20,182D281124,TB,300,300,100.00
20,21,182D290824,TB,3100,3100,100.00
20,22,20MICRONS,EQ,481768,208837,43.35
20,23,360ONE,EQ,885144,743964,84.05
20,24,364D030425,TB,800,800,100.00
20,25,364D051224,TB,22500,20000,88.89
20,26,364D060325,TB,200,200,100.00
20,27,364D110425,TB,200,200,100.00
20,28,364D121224,TB,20100,20100,100.00
20,29,364D141124,TB,100,100,100.00
20,30,364D150525,TB,100,100,100.00
20,31,364D240725,TB,100,100,100.00
20,32,364D260625,TB,1000,1000,100.00
20,33,364D300125,TB,100,100,100.00
20,34,3IINFOLTD,EQ,743740,330970,44.50
20,35,3MINDIA,EQ,5687,3203,56.32
20,36,563GS2026,GS,300,200,66.67
20,37,574GS2026,GS,32,31,96.88
20,38,5PAISA,EQ,104153,41447,39.79
20,39,610GS2031,GS,1035,1035,100.00
20,40,618GS2024,GS,1133,756,66.73
20,41,619GS2034,GS,250,250,100.00
20,42,63MOONS,EQ,121594,79128,65.08
20,43,654GS2032,GS,15503,15500,99.98
20,44,667GS2050,GS,3975,3200,80.50
20,45,68GS2060,GS,3003,3000,99.90
20,46,695GS2061,GS,1000,1000,100.00
20,47,697GR2034,GS,100,100,100.00
20,48,699GS2026,GS,200,200,100.00
20,49,702GS2027,GS,100,100,100.00
20,50,702GS2031,GS,1307,1307,100.00
20,51,704GS2029,GS,10001,10000,99.99
20,52,706GS2028,GS,2500,2500,100.00
20,53,710GS2029,GS,86347,86211,99.84
20,54,716GS2050,GS,1000,1000,100.00
20,55,717GS2030,GS,400,400,100.00
20,56,718GS2033,GS,302250,302250,100.00
20,57,718GS2037,GS,46897,46896,100.00
20,58,719HUDCO28,N7,2,2,100.00
20,59,725GS2063,GS,14060,14060,100.00
20,60,726GS2032,GS,163576,163576,100.00
20,61,729IRFC26,NN,1,1,100.00
20,62,732GS2030,GS,6701,6701,100.00
20,63,732IRFC25,NI,1704,1467,86.09
20,64,733GS2026,GS,35237,34726,98.55
20,65,734GS2064,GS,100,100,100.00
20,66,734IRFC28,N4,100,100,100.00
20,67,736GS2052,GS,10074,10074,100.00
20,68,736NTPC25D,NB,264,257,97.35
20,69,737GS2028,GS,1110,1110,100.00
20,70,737NTPC35C,NA,63,63,100.00
20,71,738GS2027,GS,90030,89030,98.89
20,72,738REC27TF,N2,10,10,100.00
20,73,739NHAI26,N8,34,34,100.00
20,74,73GS2053,GS,3916,3916,100.00
20,75,741GS2036,GS,11413,11413,100.00
20,76,743REC35,NH,100,100,100.00
20,77,746GS2073,GS,249,249,100.00
20,78,74GS2062,GS,144,144,100.00
20,79,750IRFC35,NK,250,200,80.00
20,80,753IRFC30,NJ,1752,987,56.34
20,81,754GS2036,GS,421972,421972,100.00
20,82,760PFCL35,N3,90,90,100.00
20,83,762NTPC35F,ND,104,47,45.19
20,84,764HUDCO31,N8,8,8,100.00
20,85,764IRFC31,NO,130,120,92.31
20,86,764NABAR31,N2,4198,2570,61.22
20,87,767AP38,SG,100,100,100.00
20,88,769HUDCO31,N9,1177,1177,100.00
20,89,769NHAI31,NE,2545,2169,85.23
20,90,76KL45,SG,100,100,100.00
