Symbol,Security,From Series,To Series,Change Date,Remarks
DCMFINSERV,DCM FINANCIAL SERVICES LIMITED,EQ,BE,23-AUG-2024,"GSM STAGE - 0"
DHARIWAL,DHARIWALCORP LIMITED,ST,SM,23-AUG-2024,"-"
