Confirmed list of securities to be auctioned in A 2024143 to be held on Aug 01 2024.

Sr No,Symbol,Series,Total Qty
1,63MOONS,EQ,6362
2,AARTIIND,EQ,59
3,ABCAPITAL,EQ,490
4,ABFRL,EQ,50
5,ACI,EQ,128
6,ADANIPOWER,EQ,100
7,ADVANIHOTR,EQ,3317
8,AKSHOPTFBR,EQ,1144
9,ALMONDZ,EQ,5318
10,ANUP,EQ,51
11,APARINDS,EQ,10
12,APCOTEXIND,EQ,20
13,APOLLO,EQ,324
14,ARROWGREEN,EQ,1
15,ASAHIINDIA,EQ,45
16,ASHIANA,EQ,1
17,ASHOKAMET,EQ,42
18,ASTEC,EQ,19
19,AVANTEL,EQ,20
20,AXISBPSETF,EQ,10
21,BALAXI,EQ,3
22,BALKRISIND,EQ,20
23,BALRAMCHIN,EQ,127
24,BASML,EQ,171
25,BBNPPGOLD,EQ,2
26,BEDMUTHA,EQ,30
27,BHANDARI,EQ,2
28,BHARTIARTL,EQ,1
29,BIRLACORPN,EQ,1
30,BLUEJET,EQ,80
31,BORORENEW,EQ,100
32,BPCL,EQ,1
33,BRITANNIA,EQ,2
34,BSE,EQ,4
35,BSOFT,EQ,1
36,CAPACITE,EQ,609
37,CARBORUNIV,EQ,5
38,CARERATING,EQ,3
39,CCL,EQ,780
40,CDSL,EQ,28
41,CEATLTD,EQ,270
42,CENTEXT,EQ,2028
43,CHOLAFIN,EQ,64
44,CLEAN,EQ,77
45,COALINDIA,EQ,491
46,COASTCORP,EQ,70
47,COLPAL,EQ,350
48,COUNCODOS,EQ,7580
49,CREDITACC,EQ,74
50,CRISIL,EQ,11
51,DALMIASUG,EQ,50
52,DCAL,EQ,97034
53,DCW,EQ,2
54,DEEPAKFERT,EQ,657
55,DEEPAKNTR,EQ,2
56,DEEPINDS,EQ,11
57,DHARMAJ,EQ,48
58,DLF,EQ,31
59,DNAMEDIA,EQ,3715
60,DOLATALGO,EQ,18
61,DVL,EQ,25
62,EBBETF0425,EQ,4
63,ELECTCAST,EQ,2500
64,EMAMILTD,EQ,2
65,EMAMIPAP,EQ,401
66,EMBASSY,RR,117
67,ENERGYDEV,EQ,474
68,EQUAL50ADD,EQ,13
69,EXCELINDUS,EQ,9
70,FEDERALBNK,EQ,89
71,FIBERWEB,EQ,39833
72,GABRIEL,EQ,36
73,GICRE,EQ,250
74,GMRINFRA,EQ,100
75,GODIGIT,EQ,270
76,GOKULAGRO,EQ,50
77,GOLD1,EQ,10
78,GOLDSHARE,EQ,50
79,GPTHEALTH,EQ,1
80,GRANULES,EQ,247
81,GRINFRA,EQ,129
82,GSFC,EQ,300
83,GSTL,SM,4000
84,HARSHA,EQ,89
85,HCLTECH,EQ,1
86,HDFCBANK,EQ,10
87,HDFCGOLD,EQ,480
88,HEALTHIETF,EQ,72
89,HEG,EQ,1
90,HERITGFOOD,EQ,5000
91,HEXATRADEX,EQ,100
92,HFCL,EQ,750
93,HIKAL,EQ,153
94,HINDALCO,EQ,18
95,HINDMOTORS,EQ,16735
96,HINDOILEXP,EQ,76
97,HINDPETRO,EQ,252
98,HINDUNILVR,EQ,25
99,HITECH,EQ,230
100,HTMEDIA,EQ,50
101,ICICIGI,EQ,49
102,IDEA,EQ,9664
103,IDFC,EQ,40
104,IEL,EQ,11551
105,IIFLSEC,EQ,923
106,INDIACEM,EQ,2
107,INDIAGLYCO,EQ,2
108,INDOCO,EQ,1
109,INDOTECH,EQ,187
110,INDSWFTLAB,EQ,121642
111,INDSWFTLTD,EQ,6310
112,INDTERRAIN,EQ,1
113,INFY,EQ,93
114,INTELLECT,EQ,78
115,IRCTC,EQ,100
116,IREDA,EQ,500
117,ISGEC,EQ,1
118,ITC,EQ,16
119,JAGRAN,EQ,674
120,JAYBARMARU,EQ,25
121,JETFREIGHT,EQ,493
122,JINDALSTEL,EQ,100
123,JITFINFRA,EQ,1
124,JKCEMENT,EQ,50
125,JLHL,EQ,8
126,JSWENERGY,EQ,12
127,JSWSTEEL,EQ,200
128,JUBLFOOD,EQ,4
129,JUSTDIAL,EQ,1
130,JYOTISTRUC,EQ,21602
131,KCPSUGIND,EQ,201
132,KEC,EQ,250
133,KOTAKBANK,EQ,850
134,KOTHARIPET,EQ,600
135,KRITIKA,EQ,9990
136,KSB,EQ,54
137,KSL,EQ,49
138,LIBERTSHOE,EQ,15
139,LIQUIDBEES,EQ,2
140,LIQUIDIETF,EQ,8501
141,LOYALTEX,EQ,418
142,LTF,EQ,340
143,LUPIN,EQ,114
144,M&M,EQ,16
145,MAFANG,EQ,216
146,MAGADSUGAR,EQ,17
147,MANALIPETC,EQ,100
148,MANINFRA,EQ,333
149,MANORG,EQ,8
150,MARICO,EQ,223
151,MEDIASSIST,EQ,46
152,MINDSPACE,RR,8
153,MINDTECK,EQ,221
154,MMTC,EQ,100
155,MOL,EQ,250
156,MONARCH,EQ,2
157,MONTECARLO,EQ,1
158,MOTILALOFS,EQ,500
159,MSPL,EQ,250
160,MSTCLTD,EQ,3
161,MUNJALAU,EQ,93434
162,MUNJALSHOW,EQ,50
163,NAUKRI,EQ,3
