MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AB,965SCFL25,SEC RE NCD 9.65% SR.I,       981.02,       963.37,       963.37,       963.37,       963.37,                    25047.62,26, ,1,      1063.80,       930.20
N,AG,965SCL25,SEC RE NCD SR.III,      1090.00,      1090.00,      1090.00,      1080.00,      1080.00,                   108500.00,100, ,4,      1099.80,       950.20
N,AX,948SCL26I,SEC RE NCD 9.48% SR V,       887.00,       887.00,       887.00,       887.00,       887.00,                     4435.00,5, ,1,      1095.00,       670.10
N,BV,10SCL30A,SEC RE NCD 9.71% SR VIII,      1001.00,       990.00,       990.00,       990.00,       990.00,                   257400.00,260, ,1,      1001.00,       810.85
N,N0,1190VCCL26,VCCL 11.90% 2026,     99250.00,     99598.00,     99599.00,     99598.00,     99598.33,                   298795.00,3, ,2,     99599.00,     99250.00
N,N0,8ABFL26,SEC RE NCD 8% SR I,      1035.12,      1035.26,      1035.26,      1035.12,      1035.12,                   103515.12,100, ,4,      1184.40,       901.00
N,N0,975NFL25,SEC RE NCD 9.75% SR. I,       996.98,       996.98,       996.98,       995.00,       996.00,                   624434.80,627, ,10,      1010.00,       960.49
N,N0,IMC1,SEC RE NCGB 8.25% STRPP A,       250.75,       246.15,       246.15,       246.15,       246.15,                     2461.50,10, ,1,       261.00,       241.00
N,N1,740IIFCL33,7.40% TAX FREETRI SRIII,      1164.92,      1165.00,      1172.60,      1165.00,      1171.04,                  1546916.00,1320, ,3,      1298.00,      1015.00
N,N1,872MMFSL26,8.72% UNSECURED NCD,      1020.00,      1020.00,      1020.00,      1018.00,      1018.00,                   131336.00,129, ,5,      1145.00,       972.00
N,N1,945CAGL24,SEC RE NCD 9.45% SR. I,      1004.00,       995.00,       995.00,       995.00,       995.00,                    62685.00,63, ,5,      1020.00,       876.00
N,N1,960ISFL25,SEC RE NCD 9.60% SR 2,      1010.00,      1019.90,      1019.90,      1019.90,      1019.90,                    10199.00,10, ,1,      1032.00,       901.00
N,N1,ABFL26,SEC RE NCD SR II,      1215.00,      1025.01,      1025.01,      1020.00,      1020.00,                    10205.01,10, ,2,      1215.00,       852.40
N,N1,IMC1,SEC RE NCGB 8.25% STRPP B,       250.26,       250.21,       250.21,       246.05,       246.25,                     8934.27,36, ,5,       263.74,       240.00
N,N2,764NABAR31,7.64% TAX FREE TRI SRIIB,      1140.00,      1136.00,      1136.00,      1134.07,      1134.19,                  1013621.50,893, ,42,      1333.20,      1062.30
N,N2,79NHIT40,SEC RE NCD 7.90% STRPP B,       307.01,       307.50,       309.95,       306.33,       309.95,                   567751.59,1848, ,4,       319.87,       298.45
N,N2,82HUDCO27,8.20 NCD05MAR27 FV 1000,      1096.00,      1095.00,      1095.00,      1095.00,      1095.00,                  1111425.00,1015, ,2,      1209.99,      1060.00
N,N2,830NHAI27,BOND 8.30% PA TAX FREE S2,      1133.14,      1132.80,      1132.99,      1131.20,      1131.21,                   532058.01,470, ,11,      1177.00,      1062.20
N,N2,91MOFSL27,SEC RE NCD 9.10% SR III,      1001.00,      1001.00,      1001.00,      1001.00,      1001.00,                    50050.00,50, ,3,      1010.00,       855.20
N,N2,9MMFSML,9.00% UNSECURED NCD,      1018.00,      1016.60,      1019.00,      1016.55,      1017.45,                   445701.90,438, ,9,      1131.00,       996.00
N,N2,IMC1,SEC RE NCGB 8.25% STRPP C,       250.15,       250.50,       250.50,       246.05,       246.50,                   110605.35,442, ,3,       262.00,       240.00
N,N3,0MOFSL27,SEC RE NCD SR IV,      1001.00,      1000.00,      1001.00,      1000.00,      1000.83,                   120100.00,120, ,3,      1002.40,       860.15
N,N3,79NHIT47,SEC RE NCD 7.90% STRPP C,       409.04,       410.00,       411.00,       410.00,       411.00,                   115863.00,282, ,3,       439.00,       392.00
N,N3,IMC1,SEC RE NCGB 8.25% STRPP D,       251.04,       245.28,       246.05,       245.28,       246.05,                     6630.26,27, ,2,       266.50,       240.00
N,N3,M&MFIN,UNSECURED NCD,      2048.00,      2000.00,      2000.00,      2000.00,      2000.00,                    80000.00,40, ,1,      2244.00,      1855.56
N,N4,1003ISFL28,SEC RE NCD 10.03% SR 5,       993.00,       993.00,       993.00,       981.00,       983.99,                   695998.50,708, ,22,      1018.99,       933.00
N,N4,1040UCL25,SEC RED NCD 10.40% SR.III,       995.00,       995.00,       995.00,       995.00,       995.00,                     2985.00,3, ,2,      1010.00,       967.50
N,N4,10IIFL28,UNSEC RE NCD 10% SR.I,       937.05,       937.00,       979.00,       937.00,       960.00,                   456839.00,475, ,10,      1040.00,       920.00
N,N4,78ABFL33,SEC RE NCD 7.80% SR V,      1000.00,      1070.00,      1070.00,      1070.00,      1070.00,                     1070.00,1, ,1,      1070.00,       960.00
N,N4,801TCH25,SEC RED NCD 8.01% SR.II,      1000.00,      1000.00,      1000.00,      1000.00,      1000.00,                   227000.00,227, ,5,      1100.01,       951.00
N,N4,891IIFCL34,8.91% TAX FREE NCD,      1319.00,      1318.99,      1318.99,      1301.00,      1302.00,                  2481895.00,1900, ,4,      1359.90,      1241.02
N,N4,897MOFSL29,SEC RE NCD 8.97% SR V,      1011.00,      1011.00,      1011.00,      1011.00,      1011.00,                    25275.00,25, ,1,      1018.00,       990.00
N,N4,945IFSL25,SEC RE NCD 9.45% SR.I,       989.00,       971.00,       971.00,       971.00,       971.00,                    97100.00,100, ,4,      1170.00,       941.00
N,N5,1025NFL25,SEC RE NCD 10.25% SR.II,      1000.00,      1000.00,      1000.00,      1000.00,      1000.00,                     9000.00,9, ,2,      1180.00,       931.35
N,N5,10CAGL27,SEC RE NCD 10% SR. V,      1011.20,      1022.00,      1022.00,      1022.00,      1022.00,                    23506.00,23, ,2,      1060.00,       888.00
N,N5,873NTPC28,8.73%S-R-NCD SERIES 2B,      1121.87,      1150.00,      1150.00,      1150.00,      1150.00,                   115000.00,100, ,1,      1374.90,      1103.66
N,N5,880IREDA29,IREDA 8.80NCDTR I SR II B,      1176.83,      1176.00,      1176.00,      1175.86,      1175.86,                     4703.62,4, ,4,      1288.00,      1130.01
N,N5,957NIDO26,SEC RED NCD 9.57% SR. V,       955.70,       956.01,       973.95,       955.70,       970.49,                    81714.70,85, ,5,      1024.90,       894.01
N,N5,96IIFL28,UNSEC RE NCD 9.60% SR.II,       935.98,       935.98,       935.98,       930.00,       931.25,                  2477308.48,2657, ,36,       997.00,       910.00
N,N6,10NIDO26,SEC RED NCD 10% SR. VI,       960.05,       957.33,       961.00,       955.10,       961.00,                    37363.23,39, ,4,      1070.00,       952.00
N,N6,85TCAPS24,SERENCD8.50%SR.IICIII&IV,      1071.05,      1071.05,      1074.80,      1070.00,      1072.01,                  1148363.51,1073, ,35,      1080.00,       985.00
N,N6,875NHAI29,8.75% TAX FREE TR I S IIB,      1165.89,      1162.00,      1164.70,      1161.50,      1162.78,                   976854.20,840, ,13,      1250.00,      1130.00
N,N6,891NTPC33,8.91%S-R-NCD SERIES 3B,      1315.00,      1334.00,      1334.00,      1334.00,      1334.00,                    93380.00,70, ,1,      1379.90,      1258.00
N,N6,892NHPC33,8.92% SEC RED BOND S3B,      1290.00,      1299.50,      1299.50,      1292.90,      1292.90,                   194271.60,150, ,4,      1400.00,      1203.11
N,N6,901NHB34,BOND 9.01%PA TF TR-I S 3B,      6652.00,      6654.00,      6654.00,      6654.00,      6654.00,                    26616.00,4, ,1,      7526.00,      6433.00
N,N6,925IHFL25D,SEC RE NCD 8.25% SR 1,      1017.00,      1003.00,      1003.00,       996.01,       996.01,                    15998.05,16, ,4,      1141.00,       987.10
N,N6,93MOFSL34,SEC RE NCD 9.30% SR VII,      1016.03,      1033.95,      1033.95,      1033.95,      1033.95,                     2067.90,2, ,1,      1043.45,       980.00
N,N7,1050NFL26,SEC RE NCD 10.50% SR.IV,      1005.00,      1005.00,      1011.95,      1005.00,      1011.95,                   191429.55,190, ,5,      1050.00,       914.85
N,N7,774IREDA31,7.74% TAX FREE NCD,      1141.50,      1141.50,      1151.00,      1141.50,      1151.00,                   984140.50,859, ,8,      1199.70,      1112.25
N,N7,837REC33,BOND 8.37% TAX FREE S3A,     12250.00,      9850.00,      9850.00,      9850.00,      9850.00,                    59100.00,6, ,1,     14690.00,      2425.00
N,N7,849NTPC25,8.49% SEC NON-CUM RED NCD,         5.15,         5.15,         5.19,         5.12,         5.14,                  6644225.04,1294762, ,167,        11.51,         5.00
N,N7,97MOFSL34,SEC RE NCD 9.70% SR VIII,      1021.00,      1049.00,      1049.00,      1049.00,      1049.00,                    52450.00,50, ,1,      1095.00,       870.00
N,N8,711NTPC25A,TFB 7.11% 2025 SR. 1A,      1040.25,      1055.00,      1055.00,      1055.00,      1055.00,                     1055.00,1, ,1,      1239.90,      1029.10
N,N8,739NHAI26,TAX FREE7.39% SR.IB,      1041.18,      1043.01,      1049.90,      1043.00,      1043.00,                   132560.12,127, ,8,      1109.90,      1010.10
N,N8,764HUDCO31,7.64% TAX FREETRI SR2B,      1140.00,      1140.00,      1145.00,      1140.00,      1145.00,                   123125.00,108, ,2,      1198.40,      1106.00
N,N8,865TCAPS27,SERENCD8.65%SR.IIICIII&IV,      1084.90,      1084.89,      1084.89,      1082.55,      1083.59,                   381443.59,352, ,32,      1170.10,      1020.00
N,N8,875PCHFL26,SEC RE NCD 8.75% SR.IV,       998.00,       997.95,       997.95,       997.95,       997.95,                    79836.00,80, ,3,      1064.00,       891.00
N,N8,892PFCL33,8.92% TAX FREE NCD,      1323.00,      1326.60,      1326.60,      1326.20,      1326.60,                   331646.00,250, ,5,      1374.80,      1257.50
