Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,10052024,1083833630,0002422
Trade Date <10-MAY-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1003ICCL28,NX,11,11,100.00
20,2,1003ISFL28,N4,411,388,94.40
20,3,1013DLSL24,NF,1,1,100.00
20,4,1015ECL29,NR,362,362,100.00
20,5,1025ICCL26,NT,30,30,100.00
20,6,1025NFL25,N5,1607,1607,100.00
20,7,1035UCL26,NA,70,70,100.00
20,8,1040UCL25,N4,20,20,100.00
20,9,1049DLS25A,Y5,7,7,100.00
20,10,1050NFL26,N7,12,12,100.00
20,11,1050UCL25,N7,1154,997,86.40
20,12,105UCL2026,NB,700,700,100.00
20,13,1065NFL27,NC,150,150,100.00
20,14,10CAGL27,N5,50,50,100.00
20,15,10IIFL28,N4,517,517,100.00
20,16,10IIFL28A,NE,544,481,88.42
20,17,10IIFL29,N6,10,10,100.00
20,18,182D031024,TB,200,100,50.00
20,19,182D040724,TB,300,300,100.00
20,20,182D050924,TB,100,100,100.00
20,21,182D060624,TB,200,200,100.00
20,22,182D071124,TB,100,100,100.00
20,23,182D080824,TB,800,800,100.00
20,24,182D110724,TB,1000,1000,100.00
20,25,182D111024,TB,100,100,100.00
20,26,182D150824,TB,300,300,100.00
20,27,182D200624,TB,100,100,100.00
20,28,182D241024,TB,100,100,100.00
20,29,182D270624,TB,1000,1000,100.00
20,30,20MICRONS,EQ,69859,34167,48.91
20,31,360ONE,EQ,305148,83250,27.28
20,32,364D020125,TB,100,100,100.00
20,33,364D020525,TB,8000,8000,100.00
20,34,364D080525,TB,300,200,66.67
20,35,364D090125,TB,100,100,100.00
20,36,364D101024,TB,700,500,71.43
20,37,364D110425,TB,100,100,100.00
20,38,364D160524,TB,4500,4500,100.00
20,39,364D200225,TB,9000,5000,55.56
20,40,3IINFOLTD,EQ,610394,286976,47.01
20,41,3MINDIA,EQ,1520,927,60.99
20,42,3PLAND,EQ,1476,1090,73.85
20,43,574GS2026,GS,2,2,100.00
20,44,5PAISA,EQ,29329,13871,47.29
20,45,63MOONS,EQ,88721,55342,62.38
20,46,654GS2032,GS,40204,35204,87.56
20,47,667GS2035,GS,7,6,85.71
20,48,667GS2050,GS,618,618,100.00
20,49,669GS2024,GS,207,206,99.52
20,50,676GS2061,GS,1,1,100.00
20,51,68GS2060,GS,60,60,100.00
20,52,699GS2026,GS,1400,1400,100.00
20,53,699GS2051,GS,4830,4830,100.00
20,54,706GS2028,GS,12074,12013,99.49
20,55,710GS2029,GS,40001,40001,100.00
20,56,716GS2050,GS,8,4,50.00
20,57,718GS2033,GS,402,402,100.00
20,58,718GS2037,GS,247518,247468,99.98
20,59,71GS2034,GS,21177,21177,100.00
20,60,723GS2039,GS,200,200,100.00
20,61,725GJ26,SG,100,100,100.00
20,62,725GS2063,GS,12561,12561,100.00
20,63,726GS2029,GS,50,50,100.00
