Confirmed list of securities to be auctioned in A 2024172 to be held on Sep 12 2024.

Sr No,Symbol,Series,Total Qty
1,3IINFOLTD,EQ,4
2,ADL,EQ,531
3,ADROITPP1,E1,1
4,AEROFLEX,EQ,19750
5,AMBUJACEM,EQ,239
6,AMRUTANJAN,EQ,1
7,ANANTRAJ,EQ,100
8,APARINDS,EQ,1
9,ARIHANTCAP,EQ,2
10,ARVIND,EQ,2
11,ASALCBR,EQ,4
12,ASHOKLEY,EQ,500
13,ASIANHOTNR,EQ,1
14,ASIANTILES,EQ,1
15,ASMS,EQ,1473
16,ASTRAZEN,EQ,22
17,AUTOIETF,EQ,3
18,BAJFINANCE,EQ,106
19,BANSALWIRE,EQ,25
20,BCLIND,EQ,348
21,BERGEPAINT,EQ,10
22,BHEL,EQ,1213
23,BIL,EQ,246
24,BOROSCI,EQ,1
25,BOSCHLTD,EQ,9
26,BRITANNIA,EQ,20
27,BSE,EQ,95
28,BSOFT,EQ,1
29,CALSOFT,EQ,120
30,CAMPUS,EQ,10
31,CEIGALL,EQ,35
32,CELLECOR,SM,6000
33,CGPOWER,EQ,200
34,CLEDUCATE,EQ,1030
35,COCHINSHIP,EQ,1000
36,CONCORDBIO,EQ,4
37,CONFIPET,EQ,989
38,CREATIVE,EQ,12109
39,CROMPTON,EQ,2
40,DATAMATICS,EQ,74
41,DEEPINDS,EQ,533
42,DEN,EQ,162
43,DISHTV,EQ,20
44,DIXON,EQ,51
45,EBBETF0430,EQ,12
46,EIHAHOTELS,EQ,1
47,EIHOTEL,EQ,1
48,EMBASSY,RR,128
49,EMCURE,EQ,22
50,EMIL,EQ,5
51,ENGINERSIN,EQ,500
52,ENTERO,EQ,111
53,EPACK,EQ,251
54,EROSMEDIA,EQ,10
55,ETHOSLTD,EQ,25
56,FEDERALBNK,EQ,100
57,FORTIS,EQ,1
58,FOSECOIND,EQ,45
59,GAIL,EQ,263
60,GEOJITFSL,EQ,3
61,GMRP&UI,EQ,565
62,GODREJCP,EQ,22
63,GOLDBEES,EQ,26
64,GRANULES,EQ,1
65,GRSE,EQ,1000
66,GSEC10YEAR,EQ,8
67,GTLINFRA,EQ,4016
68,HAVELLS,EQ,4
69,HCC,EQ,125
70,HCLTECH,EQ,56
71,HEMIPROP,EQ,1
72,HFCL,EQ,300
73,HINDUNILVR,EQ,30
74,ICICIBANK,EQ,34
75,IFCI,EQ,100
76,IIFLSEC,EQ,1
77,INDIGO,EQ,32
78,INDOAMIN,EQ,1
79,INDUSTOWER,EQ,214
80,INOXWIND,EQ,2151
81,IRB,EQ,50
82,IRCON,EQ,2
83,IRCTC,EQ,150
84,IREDA,EQ,20
85,IRMENERGY,EQ,1
86,JASH,EQ,1
87,JINDALPOLY,EQ,50
88,JIOFIN,EQ,85
89,JKTYRE,EQ,1
90,JPPOWER,EQ,53
91,JSWENERGY,EQ,684
92,JSWINFRA,EQ,200
93,JYOTISTRUC,EQ,2048
94,KECL,EQ,3
95,KITEX,EQ,2
96,KKCL,EQ,1
97,KOHINOOR,EQ,2
98,KPIL,EQ,299
99,KRBL,EQ,1
100,KRITIKA,EQ,23805
101,LEMONTREE,EQ,6
102,LICHSGFIN,EQ,3
103,LINCOLN,EQ,50
104,LIQUIDADD,EQ,18
105,LIQUIDSHRI,EQ,9
106,MANAPPURAM,EQ,20
107,MASTEK,EQ,500
108,MAXHEALTH,EQ,4
109,MOTILALOFS,EQ,3
110,MSUMI,EQ,12
111,NATCOPHARM,EQ,47
112,NDTV,EQ,1
113,NELCO,EQ,1
114,NMDC,EQ,2500
115,ORIENTHOT,EQ,501
116,ORIENTLTD,EQ,22
117,ORIENTTECH,EQ,1
118,ORISSAMINE,EQ,11
119,PATELENG,EQ,50000
120,PCJEWELLER,EQ,25000
121,PFS,EQ,11
122,PGHH,EQ,3
123,POKARNA,EQ,5
124,POONAWALLA,EQ,23
125,PPLPHARMA,EQ,1250
126,PRAKASH,EQ,1256
127,PREMIERENE,EQ,4
128,PRSMJOHNSN,EQ,2
129,PRUDMOULI,EQ,1315
130,PTL,EQ,991
131,RADHIKAJWE,EQ,83
132,RAMASTEEL,EQ,3554
133,RAMCOSYS,EQ,27
134,RCF,EQ,500
135,RELTD,EQ,58
136,RGL,EQ,2
137,RITES,EQ,5
138,RPEL,EQ,1
139,RPTECH,EQ,2
140,RTNPOWER,EQ,250
141,SANDUMA,EQ,4
142,SANSERA,EQ,1231
143,SANSTAR,EQ,150
144,SATINDLTD,EQ,1
145,SBICARD,EQ,1361
146,SEPC,EQ,1000
147,SHANTIGEAR,EQ,500
148,SHOPERSTOP,EQ,200
149,SIMPLEXINF,EQ,250
150,SIRCA,EQ,7
151,SKFINDIA,EQ,10
152,SMSPHARMA,EQ,10
153,SRF,EQ,38
154,SUNPHARMA,EQ,1
155,SURANASOL,EQ,2891
156,SUZLON,EQ,120427
157,SYMPHONY,EQ,1
158,TATAMOTORS,EQ,10
159,TCS,EQ,1
160,TIIL,EQ,1
161,TUNWAL,SM,2000
162,TVSMOTOR,EQ,122
163,TVSSCS,EQ,1
164,UNITDSPR,EQ,3
165,UNIVCABLES,EQ,1
166,VAKRANGEE,EQ,1000
167,VEDL,EQ,3696
168,VIJAYA,EQ,2
169,VIVIDHA,EQ,7935
170,VRAJ,EQ,220
171,WALCHANNAG,EQ,300
172,WESTLIFE,EQ,10
173,WHEELS,EQ,1
174,WIPRO,EQ,25
175,ZAGGLE,EQ,10022
176,ZOMATO,EQ,150
177,ZYDUSLIFE,EQ,1099
