Sr. No,Symbol,Series,Security Name,From,To
1,MANAKCOAT,EQ,MANAKSIA COATED METALS & INDUSTRIES LIMITED,10,5
2,SWARAJ,SM,SWARAJ SUITING LIMITED,10,5
3,SWSOLAR,EQ,STERLING AND WILSON RENEWABLE ENERGY LIMITED,10,5
4,INSPIRE,SM,INSPIRE FILMS LIMITED,20,10
5,SUPREMEPWR,SM,SUPREME POWER EQUIPMENT LIMITED,20,10
6,TEJASNET,EQ,TEJAS NETWORKS LIMITED,20,10
7,K2INFRA,SM,K2 INFRAGEN LIMITED,5,20
8,YASHOPTICS,SM,YASH OPTICS & LENS LIMITED,5,20
