MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AT,IBHFZC25B,SEC RE NCD SR III,      1051.38,      1051.38,      1051.38,      1051.38,      1051.38,                    26284.50,25, ,1,      1060.00,       830.10
N,AV,990IHFL26I,SEC RE NCD 9.90% SR IV,      1240.00,      1010.10,      1195.00,      1010.10,      1195.00,                   100525.50,85, ,5,      1240.00,       820.30
N,AX,948IHFL26I,SEC RE NCD 9.48% SR V,       990.15,       990.30,      1095.00,       990.30,      1095.00,                     8445.90,8, ,2,      1095.00,       900.31
N,AZ,1015IHF28B,SEC RE NCD 10.15% SR VII,      1042.20,      1011.00,      1135.00,      1011.00,      1135.00,                    45486.50,41, ,6,      1135.00,       835.00
N,BC,971IHFL28I,SEC RE NCD 9.71% SR VIII,       999.00,       920.10,       990.00,       920.10,       990.00,                     5730.30,6, ,2,      1020.00,       820.00
N,BF,965IHFL25E,SEC RE NCD 9.65% SR I,      1030.00,      1038.66,      1040.00,      1038.66,      1040.00,                    14553.30,14, ,2,      1060.00,       910.20
N,BV,10IHFL30A,SEC RE NCD 9.71% SR VIII,       950.00,       950.20,       950.20,       950.20,       950.20,                     5701.20,6, ,2,       990.00,       810.85
N,N0,885MOFSL26,SEC RE NCD 8.85% SR I,       990.00,       992.01,       997.05,       992.00,       997.05,                   152795.05,154, ,6,      1002.00,       950.00
N,N0,8ABFL26,SEC RE NCD 8% SR I,      1031.50,      1031.01,      1031.01,      1031.01,      1031.01,                    25775.25,25, ,1,      1184.40,       901.00
N,N0,965IHFL25C,SEC RE NCD 9.39% SR.VIII,       913.00,       918.00,       918.00,       918.00,       918.00,                    82620.00,90, ,1,      1038.00,       815.00
N,N0,975NFL25,SEC RE NCD 9.75% SR. I,       995.00,       995.00,       995.00,       995.00,       995.00,                    20895.00,21, ,1,      1010.00,       960.49
N,N1,740IIFCL33,7.40% TAX FREETRI SRIII,      1167.05,      1167.05,      1168.07,      1167.05,      1168.07,                   233512.00,200, ,2,      1298.00,      1015.00
N,N1,79NHIT35,SEC RE NCD 7.90% STRPP A,       306.51,       306.50,       307.50,       306.50,       307.49,                   535309.88,1744, ,12,       316.90,       295.00
N,N1,872MMFSL26,8.72% UNSECURED NCD,      1015.00,      1020.00,      1020.00,      1015.00,      1015.00,                    30465.00,30, ,3,      1145.00,       972.00
N,N1,945CAGL24,SEC RE NCD 9.45% SR. I,       994.00,      1004.00,      1004.00,      1004.00,      1004.00,                     5020.00,5, ,1,      1020.00,       876.00
N,N1,CIFCZC25A,SEC RE NCD SR.II,      1050.10,      1080.00,      1080.00,      1080.00,      1080.00,                   108000.00,100, ,1,      1080.00,       950.00
