Symbol,Security,From Series,To Series,Change Date,Remarks
AJMERA,AJMERA REALTY & INFRA INDIA LIMITED,BE,EQ,19-AUG-2024,"-"
ESPRIT,ESPRIT STONES LIMITED,ST,SM,19-AUG-2024,"-"
FOCUS,FOCUS LIGHTING AND FIXTURES LIMITED,EQ,BE,19-AUG-2024,"-"
GANGAFORGE,GANGA FORGING LIMITED,BE,EQ,19-AUG-2024,"-"
INDOTECH,INDO TECH TRANSFORMERS LIMITED,EQ,BE,19-AUG-2024,"-"
INDSWFTLAB,IND-SWIFT LABORATORIES LIMITED,EQ,BE,19-AUG-2024,"-"
MRO-TEK,MRO-TEK REALTY LIMITED,BE,EQ,19-AUG-2024,"-"
PEARLPOLY,PEARL POLYMERS LIMITED,BE,EQ,19-AUG-2024,"-"
SATECH,S A TECH SOFTWARE INDIA LIMITED,ST,SM,19-AUG-2024,"-"
