Confirmed list of securities to be auctioned in A 2024154 to be held on Aug 19 2024.

Sr No,Symbol,Series,Total Qty
1,360ONE,EQ,1
2,ABAN,EQ,1521
3,ABCAPITAL,EQ,125
4,ABFRL,EQ,185
5,ABINFRA,SM,2000
6,ADANIPORTS,EQ,1
7,ADVANIHOTR,EQ,5
8,AGIIL,EQ,182
9,AKUMS,EQ,12616
10,ALOKINDS,EQ,1
11,APOLLOTYRE,EQ,15
12,ASTRAL,EQ,5
13,ASTRAMICRO,EQ,100
14,ATL,EQ,2
15,AUBANK,EQ,12
16,AURIONPRO,EQ,6
17,BANDHANBNK,EQ,3
18,BHEL,EQ,1030
19,BORORENEW,EQ,400
20,CANFINHOME,EQ,151
21,CARBORUNIV,EQ,2
22,CASTROLIND,EQ,300
23,CDSL,EQ,50
24,CIGNITITEC,EQ,2
25,CREST,EQ,140
26,CROMPTON,EQ,224
27,CYBERTECH,EQ,2
28,DEEPAKFERT,EQ,50
29,DIXON,EQ,40
30,DWARKESH,EQ,1819
31,EMIL,EQ,10000
32,ENIL,EQ,1
33,ESILVER,EQ,3774
34,EVEREADY,EQ,1
35,EXIDEIND,EQ,800
36,FIRSTCRY,EQ,466
37,FOCUS,EQ,1895
38,FUSION,EQ,1
39,GFLLIMITED,EQ,225
40,GLENMARK,EQ,1
41,GLOSTERLTD,EQ,10
42,GMRP&UI,EQ,103956
43,GODFRYPHLP,EQ,20
44,GODREJAGRO,EQ,99
45,GREAVESCOT,EQ,300
46,GRSE,EQ,9
47,HAL,EQ,20
48,HATSUN,EQ,50
49,HCLTECH,EQ,3
50,HDFCBANK,EQ,63
51,HDFCNEXT50,EQ,1
52,HFCL,EQ,10
53,HINDALCO,EQ,1017
54,HINDCOPPER,EQ,50
55,HINDPETRO,EQ,95
56,HINDZINC,EQ,2400
57,HUDCO,EQ,25
58,ICICIBANK,EQ,100
59,ICICIGI,EQ,30
60,IDEA,EQ,935
61,IEX,EQ,100
62,IIFLSEC,EQ,90
63,INOXWIND,EQ,500
64,ITC,EQ,500
65,IWEL,EQ,224
66,JGCHEM,EQ,251
67,JPPOWER,EQ,300
68,JTEKTINDIA,EQ,886
69,JUSTDIAL,EQ,60
70,KAMDHENU,EQ,1
71,KANORICHEM,EQ,2
72,KERNEX,EQ,66
73,KEYFINSERV,EQ,1842
74,KRBL,EQ,199
75,KSB,EQ,1
76,LASA,EQ,120
77,LEMONTREE,EQ,150
78,LICI,EQ,10
79,LIQUIDBEES,EQ,1
80,LTTS,EQ,1
81,M&M,EQ,775
82,M&MFIN,EQ,76
83,MAHAPEXLTD,EQ,500
84,MANORG,EQ,63
85,MGL,EQ,4
86,MIRZAINT,EQ,100
87,MITTAL,EQ,15000
88,MOM30IETF,EQ,1
89,MON100,EQ,875
90,MOREPENLAB,EQ,1
91,MTNL,EQ,35
92,NATIONALUM,EQ,250
93,NAUKRI,EQ,90
94,NAVINFLUOR,EQ,8
95,NAZARA,EQ,5
96,NBCC,EQ,67
97,NDLVENTURE,EQ,50
98,NESTLEIND,EQ,10
99,NHPC,EQ,20
100,NIPPOBATRY,EQ,10
101,NMDC,EQ,1040
102,NSLNISP,EQ,100
103,NYKAA,EQ,8
104,OIL,EQ,170
105,OLAELEC,EQ,788304
106,PAGEIND,EQ,1
107,PASUPTAC,EQ,200
108,PERSISTENT,EQ,11
109,PGHH,EQ,1
110,POCL,EQ,1
111,PPLPHARMA,EQ,100
112,PRAENG,EQ,94
113,RECLTD,EQ,1
114,REDTAPE,EQ,100
115,RELINFRA,EQ,1
116,RESPONIND,EQ,2
117,RHFL,EQ,101
118,RPOWER,EQ,326440
119,RUSHIL,EQ,500
120,RUSTOMJEE,EQ,1
121,SANGAMIND,EQ,2
122,SBGLP,EQ,1
123,SBISILVER,EQ,244
124,SCILAL,EQ,85
125,SELAN,EQ,100
126,SESHAPAPER,EQ,1
127,SETFGOLD,EQ,10000
128,SHREYANIND,EQ,147
129,SHREYAS,EQ,50
130,SHRIRAMFIN,EQ,5
131,SIGNPOST,EQ,39797
132,SOFTTECH,EQ,14
133,SOTL,EQ,4
134,SOUTHBANK,EQ,1
135,SPIC,EQ,4106
136,STARPAPER,EQ,3
137,STLTECH,EQ,250
138,SUNPHARMA,EQ,12
139,SUPRAJIT,EQ,10
140,SUPRIYA,EQ,10
141,SURANASOL,EQ,429
142,SUVEN,EQ,2713
143,SUZLON,EQ,10100
144,SVPGLOB,EQ,582
145,TATACONSUM,EQ,100
146,TATAMOTORS,EQ,10
147,TEXRAIL,EQ,100
148,THEMISMED,EQ,250
149,THYROCARE,EQ,50
150,TITAN,EQ,2
151,TNPL,EQ,1
152,TRENT,EQ,25
153,TRITURBINE,EQ,1
154,TRU,EQ,131
155,UBL,EQ,2
156,UCOBANK,EQ,50
157,UFLEX,EQ,23675
158,UNIECOM,EQ,250
159,UNITDSPR,EQ,25
160,UTTAMSUGAR,EQ,7
161,VINATIORGA,EQ,4
162,VINDHYATEL,EQ,19
163,VINNY,EQ,33471
164,WALCHANNAG,EQ,681
165,WELINV,EQ,40
166,WIPRO,EQ,961
167,WSTCSTPAPR,EQ,1
168,ZOMATO,EQ,1300
