Symbol,Security,From Series,To Series,Change Date,Remarks
DUCON,DUCON INFRATECHNOLOGIES LIMITED,BE,EQ,29-JUL-2024,"-"
EFFWA,EFFWA INFRA & RESEARCH LIMITED,ST,SM,29-JUL-2024,"-"
GGBL,GANESH GREEN BHARAT LIMITED,ST,SM,29-JUL-2024,"-"
HEADSUP,HEADS UP VENTURES LIMITED,BE,EQ,29-JUL-2024,"-"
HITECHGEAR,THE HI-TECH GEARS LIMITED,BE,EQ,29-JUL-2024,"-"
HUBTOWN,HUBTOWN LIMITED,BE,EQ,29-JUL-2024,"-"
SHAKTIPUMP,SHAKTI PUMPS (INDIA) LIMITED,BE,EQ,29-JUL-2024,"-"
VERTOZ,VERTOZ ADVERTISING LIMITED,BE,EQ,29-JUL-2024,"-"
