Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,29072024,2464214258,0002519
Trade Date <29-JUL-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1003IIFL29,NC,1409,1193,84.67
20,2,1003ISFL28,N4,150,150,100.00
20,3,1018GS2026,GS,32,16,50.00
20,4,1025IHF34,Z8,241,240,99.59
20,5,1025NFL25,N5,50,50,100.00
20,6,1030ICCL28,NM,36,36,100.00
20,7,1050NFL26,N7,292,291,99.66
20,8,1050UCL25,N7,60,60,100.00
20,9,105UCL2026,NB,1,1,100.00
20,10,1065NFL27,NC,708,708,100.00
20,11,1075IHF33A,N2,2,2,100.00
20,12,10CAGL27,N5,412,245,59.47
20,13,10IIFL28,N4,175,175,100.00
20,14,10IIFL28A,NE,221,221,100.00
20,15,10IIFL29,N6,1,1,100.00
20,16,10NIDO26,N6,141,141,100.00
20,17,11UCL26,NC,30,30,100.00
20,18,182D051224,TB,100,100,100.00
20,19,182D080824,TB,3100,2100,67.74
20,20,182D170125,TB,300,300,100.00
20,21,182D190924,TB,10000,10000,100.00
20,22,182D191224,TB,400,400,100.00
20,23,182D230125,TB,100,100,100.00
20,24,20MICRONS,EQ,6258523,1168306,18.67
20,25,360ONE,EQ,1283001,616754,48.07
20,26,364D030425,TB,400,400,100.00
20,27,364D030725,TB,100,100,100.00
20,28,364D200225,TB,200,200,100.00
20,29,364D240725,TB,200,200,100.00
20,30,364D261224,TB,100,100,100.00
20,31,3IINFOLTD,EQ,1056747,574153,54.33
20,32,3MINDIA,EQ,9911,4016,40.52
20,33,3PLAND,EQ,65701,18983,28.89
20,34,522GS2025,GS,3507,3506,99.97
20,35,563GS2026,GS,509,507,99.61
20,36,574GS2026,GS,5,5,100.00
20,37,5PAISA,EQ,38234,20159,52.73
20,38,610GS2031,GS,1195,1195,100.00
20,39,63MOONS,EQ,257652,135045,52.41
20,40,654GS2032,GS,1016,1016,100.00
20,41,664GS2035,GS,1,1,100.00
20,42,667GS2035,GS,98,98,100.00
20,43,667GS2050,GS,500,500,100.00
20,44,676GS2061,GS,113,113,100.00
20,45,689GS2025,GS,1,1,100.00
20,46,68GS2060,GS,2,2,100.00
20,47,695GS2061,GS,10,10,100.00
20,48,699GS2026,GS,3500,3500,100.00
20,49,702GS2027,GS,8039,7839,97.51
20,50,702GS2031,GS,1271,1171,92.13
20,51,704GS2029,GS,400,200,50.00
20,52,706GS2028,GS,23801,20801,87.40
20,53,710GS2029,GS,33878,33875,99.99
20,54,718GS2033,GS,111046,101745,91.62
20,55,718GS2037,GS,59850,54850,91.65
20,56,723GS2039,GS,12090,12090,100.00
20,57,725GS2063,GS,135351,105251,77.76
20,58,726GS2032,GS,40006,39006,97.50
20,59,726GS2033,GS,122950,107950,87.80
20,60,729IRFC26,NN,5,5,100.00
20,61,729NHAI26,NC,159,159,100.00
20,62,732GS2030,GS,500,300,60.00
20,63,732IRFC25,NI,70,70,100.00
20,64,733GS2026,GS,1355,1020,75.28
20,65,733TN52,SG,100,100,100.00
20,66,734GS2064,GS,16502,16502,100.00
20,67,736GS2052,GS,15800,15800,100.00
20,68,736NTPC25D,NB,46,46,100.00
20,69,736PFCL28,N2,1000,1000,100.00
20,70,737GS2028,GS,1959,1909,97.45
20,71,738GS2027,GS,355108,354528,99.84
20,72,738REC27TF,N2,120,120,100.00
20,73,739NHAI26,N8,720,720,100.00
20,74,73GS2053,GS,62670,60570,96.65
20,75,740IIFCL33,N1,4038,2255,55.84
20,76,741GS2036,GS,27535,22705,82.46
20,77,743GJ31,SG,100,100,100.00
20,78,743REC35,NH,400,400,100.00
20,79,744AP33,SG,100,100,100.00
20,80,746GS2073,GS,5500,5500,100.00
20,81,74GS2062,GS,10872,7000,64.39
20,82,751HUDCO28,N5,1940,1490,76.80
20,83,753IRFC30,NJ,1581,1251,79.13
20,84,754GS2036,GS,471042,436231,92.61
20,85,758GJ32,SG,100,100,100.00
20,86,764HUDCO31,N8,435,435,100.00
20,87,764IRFC31,NO,846,846,100.00
20,88,764NABAR31,N2,4313,1792,41.55
20,89,769NHAI31,NE,2258,2150,95.22
20,90,76NHAI31,NA,2145,2135,99.53
20,91,772GS2049,GS,33,33,100.00
20,92,772GS2055,GS,2,1,50.00
20,93,774AS33,SG,2000,2000,100.00
20,94,774IREDA31,N7,567,567,100.00
20,95,79NHIT35,N1,1244,1244,100.00
20,96,79NHIT40,N2,778,778,100.00
20,97,79NHIT47,N3,1993,1993,100.00
20,98,801TCH25,N4,400,400,100.00
20,99,810IRFC27,N2,900,500,55.56
20,100,812REC27,NI,755,755,100.00
20,101,820IIFL27,N9,200,200,100.00
20,102,825IIFL25,N7,216,216,100.00
20,103,826GS2027,GS,900,900,100.00
20,104,829LTF24,NL,166,165,99.40
20,105,82IGT31,NJ,339,339,100.00
20,106,830NHAI27,N2,1150,1150,100.00
20,107,830PFCL27,N5,541,391,72.27
20,108,835IFL25,NV,40,40,100.00
20,109,835PCHF23,NN,2,2,100.00
20,110,837REC33,N7,33,24,72.73
20,111,83GS2042,GS,1769,1769,100.00
20,112,83TCHF25,N6,40,40,100.00
20,113,840CIFCL28,N4,1075,935,86.98
20,114,840IRFC29,N8,320,320,100.00
20,115,842IIFL26,NL,2036,2036,100.00
20,116,848NTPC28,N2,8,8,100.00
20,117,849NTPC25,N7,29770,27066,90.92
20,118,850IHFL25A,NW,2,1,50.00
20,119,85IIFL25,NO,145,145,100.00
20,120,85TCAPS24,N6,1,1,100.00
20,121,860CIFCL28,NG,205,200,97.56
20,122,862REC33,NA,6,3,50.00
20,123,865IIFL28,NS,693,692,99.86
20,124,865IRFC29,NA,150,150,100.00
20,125,865LTF26,NN,59,59,100.00
20,126,865TCAPS27,N8,50,50,100.00
20,127,866IHFL25,Y8,10,10,100.00
20,128,86LTF24,NJ,50,50,100.00
20,129,871REC28,N9,340,340,100.00
20,130,873NTPC28,N5,1087,87,8.00
20,131,875IHFL26,NQ,7,7,100.00
20,132,875IIFL26A,NQ,1400,1400,100.00
20,133,875NHAI29,N6,198,186,93.94
20,134,875SFL27,ZF,60,60,100.00
20,135,876HUDCO28,ND,1150,1150,100.00
20,136,880IREDA34,N6,351,351,100.00
20,137,883GS2041,GS,3,3,100.00
20,138,885MOFSL26,N0,489,489,100.00
20,139,888ERFL28,N5,125,100,80.00
20,140,888IHFL25F,NC,20,20,100.00
20,141,888IRFC29,NE,232,232,100.00
20,142,888REC29,NF,150,150,100.00
20,143,889IHFL26,NS,1,1,100.00
20,144,889IHFL27,YC,5,5,100.00
20,145,889IHFL28,NU,2,1,50.00
