Confirmed list of securities to be auctioned in A 2024169 to be held on Sep 09 2024.

Sr No,Symbol,Series,Total Qty
1,63MOONS,EQ,558
2,AAATECH,EQ,740
3,AADHARHFC,EQ,1
4,AARTIIND,EQ,2000
5,AARTIPHARM,EQ,10
6,ABB,EQ,41
7,ABCAPITAL,EQ,94
8,ADANIENSOL,EQ,35
9,ADANIENT,EQ,708
10,AEROFLEX,EQ,100
11,AIAENG,EQ,1
12,ALKEM,EQ,7
13,AMBUJACEM,EQ,2
14,ANNAPURNA,SM,34500
15,APOLLOHOSP,EQ,3
16,ASAL,EQ,1
17,ASHOKA,EQ,5562
18,ASHOKLEY,EQ,40
19,ASIANPAINT,EQ,2
20,ASTRAL,EQ,14
21,ASTRAZEN,EQ,2
22,AUROPHARMA,EQ,197
23,AVANTEL,EQ,2000
24,AXISBANK,EQ,93
25,BAJAJFINSV,EQ,1855
26,BANARBEADS,EQ,1397
27,BEPL,EQ,100
28,BHARATFORG,EQ,42
29,BHARTIARTL,EQ,63
30,BIL,EQ,3
31,BLUEJET,EQ,564
32,BOROLTD,EQ,197
33,BSE,EQ,12
34,CDSL,EQ,190
35,CENTRALBK,EQ,5
36,CERA,EQ,1
37,CHOLAHLDNG,EQ,1
38,COFORGE,EQ,1
39,CROMPTON,EQ,200
40,DAVANGERE,EQ,200
41,DIL,EQ,10
42,EASEMYTRIP,EQ,1
43,EBBETF0425,EQ,4
44,ECOSMOBLTY,EQ,255
45,EIHAHOTELS,EQ,1
46,ELIN,EQ,373
47,EQUITASBNK,EQ,222
48,ERIS,EQ,1
49,EXIDEIND,EQ,53
50,FAZE3Q,EQ,7
51,FIRSTCRY,EQ,1
52,FOODSIN,EQ,1
53,FSL,EQ,1400
54,GAIL,EQ,4181
55,GANECOS,EQ,9001
56,GENSOL,EQ,4
57,GENUSPOWER,EQ,488
58,GICRE,EQ,1
59,GINNIFILA,EQ,5504
60,GLENMARK,EQ,302
61,GODREJPROP,EQ,1153
62,GOLDETFADD,EQ,30
63,GOYALALUM,EQ,5
64,GRASIMPP1,E1,1
65,GROWWEV,EQ,467763
66,HAL,EQ,146
67,HAVELLS,EQ,1
68,HDFCAMC,EQ,2
69,HDFCBANK,EQ,1050
70,HDFCSML250,EQ,187
