Symbol,Security,From Series,To Series,Change Date,Remarks
CCCL,CONSOLIDATED CONSTRUCTION CONSORTIUM LIMITED,BE,EQ,10-SEP-2024,"-"
GLOBALE,GLOBALE TESSILE LIMITED,BE,EQ,10-SEP-2024,"-"
HARRMALAYA,HARRISONS  MALAYALAM LIMITED,EQ,BE,10-SEP-2024,"-"
ISFT,INTRASOFT TECHNOLOGIES LIMITED,EQ,BE,10-SEP-2024,"-"
LASA,LASA SUPERGENERICS LIMITED,EQ,BE,10-SEP-2024,"-"
MFML,MAHALAXMI FABRIC MILLS LIMITED,BE,EQ,10-SEP-2024,"-"
RADAAN,RADAAN MEDIAWORKS INDIA LIMITED,BE,EQ,10-SEP-2024,"-"
