"Security Name","Symbol Name","Trade Date","Quantity"
"ICICI BANK LTD.","ICICIBANK","09-Sep-2024","30100"
"GMR INFRASTRUCTURE LTD.","GMRINFRA","09-Sep-2024","11250"
"TVS MOTOR COMPANY  LTD","TVSMOTOR","09-Sep-2024","150"
