Sr. No,Symbol,Series,Security Name,From,To
1,HBSL,EQ,HB STOCKHOLDINGS LIMITED,10,5
2,SPECTRUM,SM,SPECTRUM ELECTRICAL INDUSTRIES LIMITED,10,5
3,KONTOR,SM,KONTOR SPACE LIMITED,20,10
4,LATTEYS,BE,LATTEYS INDUSTRIES LIMITED,5,2
5,MELSTAR,BZ,MELSTAR INFORMATION TECHNOLOGIES LIMITED,5,2
