MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AC,925IBHFL25,SEC RE NCD 9.25% SR.II,       990.87,       991.00,       991.00,       991.00,       991.00,                    19820.00,20, ,3,       995.00,       915.00
N,AG,965IBHFL25,SEC RE NCD SR.III,      1064.70,      1086.00,      1094.00,      1066.65,      1066.65,                    27136.60,25, ,4,      1099.00,       900.00
N,AN,971IHFL28,SEC RE NCD 9.71% SR.VIII,       928.00,       925.00,       925.00,       925.00,       925.00,                     9250.00,10, ,1,       994.00,       800.00
N,AT,IBHFZC25B,SEC RE NCD SR III,      1032.30,      1032.30,      1045.00,      1032.30,      1045.00,                     2077.30,2, ,2,      1060.00,       830.10
N,AX,948IHFL26I,SEC RE NCD 9.48% SR V,       960.50,       961.00,       961.00,       961.00,       961.00,                     4805.00,5, ,1,      1065.00,       900.31
N,AZ,1015IHF28B,SEC RE NCD 10.15% SR VII,      1020.20,      1000.20,      1000.20,      1000.20,      1000.20,                     5001.00,5, ,1,      1025.00,       835.00
N,BI,IBHF25B,SEC RE NCD SR III,       980.00,      1026.00,      1026.00,      1026.00,      1026.00,                    25650.00,25, ,2,      1080.00,       930.00
N,N0,885MOFSL26,SEC RE NCD 8.85% SR I,       985.72,      1002.00,      1002.00,       985.10,       985.10,                   111886.00,112, ,4,      1002.00,       950.00
N,N0,965IHFL25C,SEC RE NCD 9.39% SR.VIII,       919.00,       918.00,       918.00,       918.00,       918.00,                     1836.00,2, ,2,      1038.00,       815.00
N,N0,975NFL25,SEC RE NCD 9.75% SR. I,       992.00,       991.00,       995.00,       990.00,       995.00,                   176379.00,178, ,12,      1007.00,       960.49
N,N0,IMC1,SEC RE NCGB 8.25% STRPP A,       248.58,       253.00,       253.00,       250.00,       250.00,                    33550.00,133, ,2,       265.98,       242.78
N,N1,0MOFSL26,SEC RE NCD SR II,       999.90,       999.90,       999.90,       999.90,       999.90,                    29997.00,30, ,2,      1000.00,       952.00
N,N1,79NHIT35,SEC RE NCD 7.90% STRPP A,       302.87,       302.75,       304.92,       302.75,       303.00,                   602956.41,1989, ,13,       316.90,       295.00
N,N1,872MMFSL26,8.72% UNSECURED NCD,      1020.00,      1019.80,      1019.80,      1019.80,      1019.80,                    41811.80,41, ,7,      1145.00,       972.00
N,N1,905PEL26,SEC RE NCD 9.05% SR II,      1041.00,      1040.00,      1041.00,      1040.00,      1040.80,                   950397.50,913, ,7,      1041.00,       983.87
N,N2,738REC27TF,TAXFREE SEC NCD TR1 S2,      1105.49,      1099.99,      1104.00,      1099.99,      1103.99,                   590237.99,535, ,4,      1155.00,      1041.47
N,N2,764NABAR31,7.64% TAX FREE TRI SRIIB,      1130.00,      1130.00,      1135.00,      1130.00,      1131.00,                 28373479.50,25107, ,17,      1215.90,      1062.30
N,N2,79NHIT40,SEC RE NCD 7.90% STRPP B,       303.05,       303.05,       303.05,       303.05,       303.05,                    10606.75,35, ,1,       320.00,       298.45
