Sr. No,Symbol,Series,Security Name,From,To
1,ALPEXSOLAR,SM,ALPEX SOLAR LIMITED,10,5
2,PURVA,EQ,PURAVANKARA LIMITED,10,5
3,SOLEX,SM,SOLEX ENERGY LIMITED,10,5
4,NAMAN,SM,NAMAN IN-STORE (INDIA) LIMITED,5,20
5,SABTNL,EQ,SRI ADHIKARI BROTHERS TELEVISION NETWORK LIMITED,5,10
