2.5%GOLDBONDS2028SR-III       ,SGBJUN28  ,GB,N,0007787.91,0007800.00,0007850.00,0007800.00,0007811.00,    ,              ,                  ,0000000.00,0000000.00,18-JUL-2024,        
2.5%GOLDBONDS2028SR-VIII      ,SGBN28VIII,GB,N,0007809.91,0007809.00,0007985.00,0007809.00,0007890.00,    ,              ,                  ,0000000.00,0000000.00,18-JUL-2024,        
2.5%GOLDBONDS2029SR-I         ,SGBMAY29I ,GB,N,0007774.93,0007774.93,0007935.05,0007774.93,0007913.26,    ,              ,                  ,0000000.00,0000000.00,18-JUL-2024,        
2.5%GOLDBONDS2029SR-II        ,SGBJUN29II,GB,N,0007784.00,0007880.00,0007930.00,0007800.00,0007880.05,    ,              ,                  ,0000000.00,0000000.00,18-JUL-2024,        
2.5%GOLDBONDS2029SR-III       ,SGBJU29III,GB,N,0007875.00,0007811.10,0007944.00,0007796.00,0007857.00,    ,              ,                  ,0000000.00,0000000.00,18-JUL-2024,        
2.5%GOLDBONDS2029SR-VI        ,SGBSEP29VI,GB,N,0007806.42,0007800.00,0007885.00,0007716.00,0007855.62,    ,              ,                  ,0000000.00,0000000.00,18-JUL-2024,        
2.5%GOLDBONDS2029SR-VII       ,SGBNV29VII,GB,N,0007783.95,0007806.00,0007900.00,0007675.00,0007880.20,    ,              ,                  ,0000000.00,0000000.00,18-JUL-2024,        
2.50% GOLDBONDS2024 TR-VI     ,SGBNOV24  ,GB,N,0007530.33,0007575.00,0007588.99,0007491.05,0007501.93,    ,              ,                  ,0000000.00,0000000.00,18-JUL-2024,        
2.50% GOLDBONDS2025SR-III     ,SGBOCT25  ,GB,N,0007646.76,0007645.00,0007645.00,0007645.00,0007645.00,    ,              ,                  ,0000000.00,0000000.00,18-JUL-2024,        
2.50% GOLDBONDS2025SR-IV      ,SGBOCT25IV,GB,N,0007878.78,0007640.01,0007640.01,0007625.00,0007640.00,    ,              ,                  ,0000000.00,0000000.00,18-JUL-2024,        
2.50% GOLDBONDS2025SR-V       ,SGBOCT25V ,GB,N,0007698.90,0007700.00,0007700.00,0007700.00,0007700.00,    ,              ,                  ,0000000.00,0000000.00,18-JUL-2024,        
2.50% GOLDBONDS2025SR-VI      ,SGBNOV25VI,GB,N,0007425.00,0007507.00,0007507.00,0007507.00,0007507.00,    ,              ,                  ,0000000.00,0000000.00,18-JUL-2024,        
2.50%GOLDBONDS 2025 SR-XI     ,SGBDEC25XI,GB,N,0007531.99,0007531.99,0007531.99,0007455.00,0007455.00,    ,              ,                  ,0000000.00,0000000.00,18-JUL-2024,        
2.50%GOLDBONDS 2025TR-VII     ,SGBMAR25  ,GB,N,0007704.50,0007704.00,0008188.00,0007687.05,0007979.71,    ,              ,                  ,0000000.00,0000000.00,18-JUL-2024,        
