Confirmed list of securities to be auctioned in A 2024133 to be held on Jul 18 2024.

Sr No,Symbol,Series,Total Qty
1,AAATECH,EQ,10
2,AADHARHFC,EQ,20
3,ABSLLIQUID,EQ,1
4,ACC,EQ,10
5,ACCELYA,EQ,2
6,ADANIENSOL,EQ,25
7,ADANIPORTS,EQ,700
8,ADANIPOWER,EQ,75
9,AKI,EQ,126
10,ALLCARGO,EQ,300
11,ALOKINDS,EQ,250
12,AMBUJACEM,EQ,10
13,APLLTD,EQ,105
14,APOLLO,EQ,1873
15,APOLLOTYRE,EQ,572
16,ASHOKA,EQ,15
17,ASIANENE,EQ,4
18,AURIONPRO,EQ,51
19,AWL,EQ,50
20,AYMSYNTEX,EQ,2
21,BALPHARMA,EQ,1
22,BANSALWIRE,EQ,2
23,BATAINDIA,EQ,1
24,BEL,EQ,1
25,BHARTIHEXA,EQ,505
26,BIRET,RR,50
27,BIRLACABLE,EQ,1000
28,BLKASHYAP,EQ,10
29,BLUEDART,EQ,6
30,BLUESTARCO,EQ,47
31,BRIGADE,EQ,50
32,CAMLINFINE,EQ,2720
33,CAMS,EQ,3
34,CAPACITE,EQ,8
35,CASTROLIND,EQ,3392
36,CESC,EQ,1
37,CHAMBLFERT,EQ,4247
38,CHEMFAB,EQ,1
39,CHENNPETRO,EQ,412
40,COCHINSHIP,EQ,185
41,COMPUSOFT,EQ,8072
42,DATAPATTNS,EQ,10
43,DCI,EQ,12
44,DELHIVERY,EQ,1
45,DNAMEDIA,EQ,544
46,DODLA,EQ,131
47,DSSL,EQ,3
48,DWARKESH,EQ,1
49,EGOLD,EQ,4
50,EMBDL,EQ,47
51,EMCURE,EQ,2
52,ENGINERSIN,EQ,108
53,ENSER,SM,4000
54,EXIDEIND,EQ,35
55,GAEL,EQ,1
56,GAIL,EQ,3696
57,GATECH,EQ,2
58,GICRE,EQ,100
59,GLENMARK,EQ,1
60,GLS,EQ,1
61,GMDCLTD,EQ,575
62,GODREJPROP,EQ,1
63,GOLDIAM,EQ,47
64,GPPL,EQ,200
65,GRSE,EQ,500
66,GSLSU,EQ,2
67,GVPTECH,EQ,759
68,HAL,EQ,10
69,HARIOMPIPE,EQ,36
70,HATSUN,EQ,2050
71,HDFCBANK,EQ,400
72,HDFCLIFE,EQ,5
73,HEMIPROP,EQ,50
74,HINDOILEXP,EQ,1
75,HINDUNILVR,EQ,51
76,HUDCO,EQ,1
77,HUHTAMAKI,EQ,88
78,IBULPP,E1,361
79,IEL,EQ,3
80,IMAGICAA,EQ,3
81,INDIACEM,EQ,31
82,INDIAMART,EQ,1
83,INDIANB,EQ,60
84,INDOAMIN,EQ,71204
85,INDOBORAX,EQ,1
86,INDOTHAI,EQ,27
87,INDRAMEDCO,EQ,50
88,INDSWFTLAB,EQ,100
89,INDSWFTLTD,EQ,9765
90,INDTERRAIN,EQ,1
91,INNOVACAP,EQ,33
92,INTENTECH,EQ,14272
93,INVENTURE,EQ,19178
94,IRB,EQ,200
95,IREDA,EQ,500
96,ITC,EQ,725
97,IVC,EQ,3408
98,JGCHEM,EQ,8
99,JINDALPHOT,EQ,1
100,JINDRILL,EQ,2
101,JKCEMENT,EQ,10
102,JKIL,EQ,100
103,JKPAPER,EQ,2
104,JMFINANCIL,EQ,300
105,JWL,EQ,40
106,JYOTHYLAB,EQ,500
107,KANORICHEM,EQ,25
108,KANSAINER,EQ,203
109,KARMAENG,EQ,223
110,KELLTONTEC,EQ,100
111,KERNEX,EQ,14509
112,KEYFINSERV,EQ,2860
113,KPITTECH,EQ,300
114,LASA,EQ,90
115,LICHSGFIN,EQ,1
116,LICI,EQ,8
117,LIQUIDBEES,EQ,2
118,LIQUIDSHRI,EQ,9
119,LLOYDSENGG,EQ,10
120,LOTUSEYE,EQ,300
121,LUPIN,EQ,7
122,M&MFIN,EQ,898
123,MAHSEAMLES,EQ,50
124,MANORG,EQ,16
125,MARICO,EQ,27
126,MAXESTATES,EQ,1
127,MAXHEALTH,EQ,5
128,MCX,EQ,3
129,MEGASOFT,EQ,399
130,METROPOLIS,EQ,7
131,MINDTECK,EQ,19
132,MOKSH,EQ,400
133,MONQ50,EQ,7
134,MTNL,EQ,674
135,MUFTI,EQ,200
136,MUKANDLTD,EQ,2
137,MUKKA,EQ,208
138,MUTHOOTFIN,EQ,25
139,MVGJL,EQ,1
140,NDTV,EQ,1
141,NHPC,EQ,2
142,NIF10GETF,EQ,2
143,NILAINFRA,EQ,5000
144,NLCINDIA,EQ,10
145,NMDC,EQ,8255
146,NOCIL,EQ,500
147,OCCL,EQ,5815
148,ONGC,EQ,47
149,ONMOBILE,EQ,1
150,ORIENTELEC,EQ,9
151,ORIENTHOT,EQ,2
152,OSWALSEEDS,EQ,11
153,PARADEEP,EQ,1000
154,PEL,EQ,26
155,PETRONET,EQ,40
156,PGIL,EQ,13
157,PIDILITIND,EQ,25
158,PNCINFRA,EQ,5
159,POLICYBZR,EQ,100
160,RALLIS,EQ,401
161,RAMASTEEL,EQ,2000
162,RBLBANK,EQ,100
163,REFEX,EQ,10
164,RELAXO,EQ,4
165,ROUTE,EQ,22
166,RPOWER,EQ,2099
167,RUCHINFRA,EQ,1
168,RVNL,EQ,625
169,SALZERELEC,EQ,320
170,SARDAEN,EQ,374
171,SBFC,EQ,225
172,SBGLP,EQ,1
173,SBIN,EQ,3
174,SDL24BEES,EQ,4
175,SEPC,EQ,8317
176,SERVOTECH,EQ,1402
177,SHAH,EQ,545
178,SHILPAMED,EQ,950
179,SHRIRAMFIN,EQ,100
180,SILVERETF,EQ,328
181,SILVRETF,EQ,28
182,SIRCA,EQ,5
183,SPMLINFRA,EQ,19
184,STYRENIX,EQ,25
185,SUBEXLTD,EQ,500
186,SUNDRMFAST,EQ,22
187,SUZLON,EQ,250
188,SVPGLOB,EQ,70
189,SYLVANPLY,SM,2000
190,TATAGOLD,EQ,995
191,TECHM,EQ,2
192,TOKYOPLAST,EQ,1
193,TORNTPOWER,EQ,5
194,UJJIVANSFB,EQ,10000
195,UMANGDAIRY,EQ,1827
196,UNOMINDA,EQ,24
197,VASCONEQ,EQ,400
198,VEDL,EQ,31
199,VIMTALABS,EQ,5
200,WINSOL,SM,3200
201,YAARI,EQ,2344
202,YESBANK,EQ,1
203,ZEEL,EQ,1
204,ZYDUSLIFE,EQ,74
